Generation	NumCells	DriverDiversity	DriverEdgeDiversity	DriverAlphaDiversity	DriverDiversityFrom1RandomSamples	DriverDiversityFrom1BigRandomSamples	DriverDiversityFrom2RandomSamples	DriverDiversityFrom2BigRandomSamples	DriverDiversityFrom4RandomSamples	DriverDiversityFrom4BigRandomSamples
430.882660	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
440.883301	1025	1.001953	1.001953	1.001953	1.020200	1.000000	1.005013	1.000000	1.000000	1.001953
450.883575	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
460.883911	1025	1.001953	1.001953	1.001953	1.000000	1.020200	1.000000	1.002002	1.003910	1.000000
470.884247	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
480.884613	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
490.884827	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
500.885193	1025	1.001953	1.001953	1.001953	1.000000	1.010050	1.000000	1.002002	1.001953	1.003910
510.885590	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
520.885803	1024	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
530.886108	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
540.886475	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
550.887146	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
560.887512	1024	1.001955	1.001955	1.001955	1.000000	1.000000	1.000000	1.004008	1.003914	1.000000
570.887878	1026	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
580.888306	1025	1.001953	1.001953	1.001953	1.000000	1.010050	1.000000	1.000000	1.003910	1.001953
590.888733	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
600.889282	1025	1.001953	1.001953	1.001953	1.000000	1.000000	1.005013	1.000000	1.003910	1.003910
610.889648	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
620.890198	1024	1.001955	1.001955	1.001955	1.000000	1.000000	1.000000	1.004008	1.000000	1.000000
630.890442	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
640.890686	1025	1.001953	1.001953	1.001953	1.000000	1.000000	1.005013	1.000000	1.001953	1.001953
650.890869	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
660.891296	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
670.891785	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
680.892029	1025	1.001953	1.001953	1.001953	1.000000	1.000000	1.000000	1.000000	1.005871	1.001953
690.892578	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
700.893127	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
710.893555	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
720.894104	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
730.894409	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
740.894897	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
750.895142	1025	1.001953	1.001953	1.001953	1.000000	1.000000	1.000000	1.008032	1.001953	1.001953
760.895203	1024	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
770.895508	1025	1.003912	1.003912	1.003912	1.000000	1.000000	1.010063	1.004008	1.007843	1.001953
780.896118	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
790.896545	1024	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
800.896912	1024	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
810.897217	1024	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
820.897522	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
830.898376	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
840.898621	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
850.899048	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
860.899597	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
870.899780	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
880.900330	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
890.900696	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
900.901001	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
910.901306	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
920.901489	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
930.901978	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
940.902283	1025	1.001953	1.001953	1.001953	1.000000	1.000000	1.000000	1.006018	1.003910	1.003910
950.902527	1024	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
960.903137	1024	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
970.903442	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
980.903748	1025	1.001953	1.001953	1.001953	1.000000	1.000000	1.005013	1.002002	1.000000	1.005871
990.904053	1025	1.001953	1.001953	1.001953	1.000000	1.000000	1.005013	1.004008	1.003910	1.000000
1000.000000	1025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
