Generation	X	Y	Population	NormalCells	DeathRate	Diversity	DriverDiversity
410.881927	0	0	1025	0	100.000000	0.000000	0.000000
420.882324	0	0	1025	0	100.000000	0.000000	0.000000
430.882660	0	0	1025	0	100.000000	0.000000	0.000000
440.883301	0	0	1025	0	100.000000	0.000000	0.000000
450.883575	0	0	1025	0	100.000000	0.000000	0.000000
460.883911	0	0	1025	0	100.000000	0.000000	0.000000
470.884247	0	0	1025	0	100.000000	0.000000	0.000000
480.884613	0	0	1025	0	100.000000	0.000000	0.000000
490.884827	0	0	1025	0	100.000000	0.000000	0.000000
500.885193	0	0	1025	0	100.000000	0.000000	0.000000
510.885590	0	0	1025	0	100.000000	0.000000	0.000000
520.885803	0	0	1024	0	0.000000	0.000000	0.000000
530.886108	0	0	1025	0	100.000000	0.000000	0.000000
540.886475	0	0	1025	0	100.000000	0.000000	0.000000
550.887146	0	0	1025	0	100.000000	0.000000	0.000000
560.887512	0	0	1024	0	0.000000	0.000000	0.000000
570.887878	0	0	1026	0	100.000000	0.000000	0.000000
580.888306	0	0	1025	0	100.000000	0.000000	0.000000
590.888733	0	0	1025	0	100.000000	0.000000	0.000000
600.889282	0	0	1025	0	100.000000	0.000000	0.000000
610.889648	0	0	1025	0	100.000000	0.000000	0.000000
620.890198	0	0	1024	0	0.000000	0.000000	0.000000
630.890442	0	0	1025	0	100.000000	0.000000	0.000000
640.890686	0	0	1025	0	100.000000	0.000000	0.000000
650.890869	0	0	1025	0	100.000000	0.000000	0.000000
660.891296	0	0	1025	0	100.000000	0.000000	0.000000
670.891785	0	0	1025	0	100.000000	0.000000	0.000000
680.892029	0	0	1025	0	100.000000	0.000000	0.000000
690.892578	0	0	1025	0	100.000000	0.000000	0.000000
700.893127	0	0	1025	0	100.000000	0.000000	0.000000
710.893555	0	0	1025	0	100.000000	0.000000	0.000000
720.894104	0	0	1025	0	100.000000	0.000000	0.000000
730.894409	0	0	1025	0	100.000000	0.000000	0.000000
740.894897	0	0	1025	0	100.000000	0.000000	0.000000
750.895142	0	0	1025	0	100.000000	0.000000	0.000000
760.895203	0	0	1024	0	0.000000	0.000000	0.000000
770.895508	0	0	1025	0	100.000000	0.000000	0.000000
780.896118	0	0	1025	0	100.000000	0.000000	0.000000
790.896545	0	0	1024	0	0.000000	0.000000	0.000000
800.896912	0	0	1024	0	0.000000	0.000000	0.000000
810.897217	0	0	1024	0	0.000000	0.000000	0.000000
820.897522	0	0	1025	0	100.000000	0.000000	0.000000
830.898376	0	0	1025	0	100.000000	0.000000	0.000000
840.898621	0	0	1025	0	100.000000	0.000000	0.000000
850.899048	0	0	1025	0	100.000000	0.000000	0.000000
860.899597	0	0	1025	0	100.000000	0.000000	0.000000
870.899780	0	0	1025	0	100.000000	0.000000	0.000000
880.900330	0	0	1025	0	100.000000	0.000000	0.000000
890.900696	0	0	1025	0	100.000000	0.000000	0.000000
900.901001	0	0	1025	0	100.000000	0.000000	0.000000
910.901306	0	0	1025	0	100.000000	0.000000	0.000000
920.901489	0	0	1025	0	100.000000	0.000000	0.000000
930.901978	0	0	1025	0	100.000000	0.000000	0.000000
940.902283	0	0	1025	0	100.000000	0.000000	0.000000
950.902527	0	0	1024	0	0.000000	0.000000	0.000000
960.903137	0	0	1024	0	0.000000	0.000000	0.000000
970.903442	0	0	1025	0	100.000000	0.000000	0.000000
980.903748	0	0	1025	0	100.000000	0.000000	0.000000
990.904053	0	0	1025	0	100.000000	0.000000	0.000000
1000.000000	0	0	1025	0	100.000000	0.000000	0.000000
