UA L 1,UA  L 2,UB L 3,UB 4,UB L -1,UA L -2,UA L -3,UB L -4
0.641754151,0.892502929,0.278177663,0.463464632,0.463257515,0.656581148,0.684498896,0.435347525
0.3820387,0.532331805,0.361123996,0.384084535,0.515140764,0.503314476,0.369226452,0.386697427
0.401926173,0.431476293,0.396459793,0.421412562,0.416945859,0.415344259,0.366613581,0.396717662
0.604349385,0.907344221,0.50628268,0.6524097,0.773434788,0.631265773,0.629292956,0.730865553
0.773651275,0.826471087,0.779995468,0.787393019,0.639743042,0.692918196,0.558977215,0.709976627
0.738994846,0.180186652,0.132184629,0.106506844,0.338184008,0.530440473,0.167254984,0.093377256
0.106942177,0.069136452,0.085006138,0.07117423,0.088087944,0.1531357,0.127666173,0.105247917
0.477833921,0.678018975,0.454379292,0.38736558,0.50751093,0.552608195,0.591649496,0.649690706
0.449300265,0.747112571,0.127408621,0.24833644,0.319846806,0.344470363,0.529913944,0.100579194
0.398473171,0.467519913,0.097860619,0.158489361,0.245207096,0.226843441,0.276376518,0.10408105
0.219674096,0.546487881,0.45440355,0.572560223,0.290876448,0.371472453,0.297001617,0.55634073
0.545966247,0.048557658,0.562774503,0.5964781,0.617289593,0.535110305,0.047359884,0.0668853
0.842376455,0.84226306,0.817399151,0.812191218,0.751218846,0.864120481,0.895001022,0.824051868
0.044242257,0.088182735,0.038981589,0.042878276,0.065231116,0.055788989,0.057237657,0.046524495
0.606111717,0.839503771,0.627336979,0.59783469,0.646616451,0.562114911,0.813644833,0.604758646
0.067081513,0.504634719,0.050030099,0.105011866,0.0628573,0.082351839,0.288575009,0.066107488
0.479769377,0.905969212,0.857193543,0.910040249,0.900415468,0.703020067,0.902953999,0.905408082
0.100831574,0.089795735,0.124301597,0.116551317,0.09271504,0.087940179,0.091194459,0.094627776
0.433844023,0.516588203,0.48056844,0.530913721,0.48695921,0.347911456,0.512527243,0.535914734
0.353850534,0.377462886,0.588272636,0.617270854,0.652044626,0.231722103,0.414107939,0.707784552
0.534624952,0.538044383,0.044301264,0.033745982,0.079892397,0.350560767,0.509632139,0.037952944
0.087494977,0.353103488,0.463711559,0.406765103,0.49315407,0.191787997,0.578426026,0.230125506
0.109640881,0.056559443,0.111581651,0.074058116,0.114315318,0.071398937,0.077642677,0.065307799
0.128172747,0.168696299,0.459384853,0.503237335,0.553490468,0.152925546,0.346202297,0.447315327
0.481544531,0.49750815,0.138070689,0.44889404,0.319550369,0.224213915,0.535036318,0.110409804
0.28695623,0.445607151,0.062784544,0.092395511,0.150042153,0.093892809,0.252055648,0.100606731
0.414226201,0.477770743,0.097251781,0.069418966,0.069351719,0.406127161,0.485560587,0.260933798
0.649991679,0.658460099,0.679345766,0.584917145,0.665986084,0.710381882,0.798528384,0.648133254
0.429080538,0.662943358,0.605241314,0.384676364,0.488418938,0.523157908,0.59566999,0.464205204
0.611170065,0.830634394,0.057212152,0.485476922,0.371363653,0.799825364,0.892687141,0.068427825
0.128249992,0.034095328,0.035583766,0.035146799,0.037748116,0.029430684,0.060274131,0.039670712
0.616441594,0.668599024,0.628366047,0.445454112,0.312443952,0.632109183,0.659453578,0.324534274
0.394892478,0.216033204,0.115154283,0.181722803,0.117445004,0.226372342,0.290156949,0.042943632
0.350022936,0.502041775,0.400956759,0.436427795,0.513336361,0.418806593,0.485879213,0.331649204
0.049190115,0.0360164,0.062451061,0.374366649,0.064084798,0.035339271,0.04930849,0.038821081
0.06284686,0.033411369,0.03381591,0.051567693,0.045637142,0.377646341,0.077725891,0.070569399
0.59880333,0.669726793,0.877694335,0.643360529,0.623336087,0.665345624,0.557445314,0.619700602
0.790906974,0.952501283,0.946826685,0.948436054,0.933650747,0.94901112,0.960378425,0.947925361
0.064470747,0.048945224,0.055994926,0.097462984,0.272609272,0.137016611,0.058266001,0.04235255
0.485780098,0.414946021,0.49903335,0.551312927,0.528775571,0.578138487,0.592595642,0.626833566
0.511842194,0.471835857,0.849411461,0.881459715,0.876647772,0.327710923,0.150708936,0.840398336
0.423538645,0.452037933,0.105188632,0.092115483,0.193057344,0.43037168,0.256129387,0.096826738
0.418835306,0.529027789,0.608663378,0.505113933,0.714420509,0.510377375,0.530202297,0.662980012
0.09938133,0.063099327,0.413013387,0.100127747,0.425142858,0.24942119,0.292849272,0.105427373
0.111951254,0.142566121,0.172786639,0.100869278,0.147057503,0.091574345,0.076400435,0.074574971
0.332146743,0.263444344,0.560401194,0.58199709,0.419126949,0.303244402,0.461133843,0.263453997
0.813757587,0.487276864,0.672877013,0.551736788,0.700558148,0.371169226,0.358092666,0.593568
0.836500782,0.902862047,0.363483002,0.54174745,0.442542696,0.86380965,0.876668235,0.48860671
0.325287423,0.629030137,0.803986657,0.852903175,0.749647199,0.379753366,0.420599862,0.649101019
0.261269988,0.09805494,0.098845632,0.088285975,0.160014257,0.210955596,0.134313207,0.0420938
0.291820989,0.26176176,0.275522412,0.297315923,0.20182931,0.251087378,0.271374643,0.077381296
0.033174728,0.281440564,0.611379406,0.469367432,0.581116877,0.213029714,0.271416674,0.099303532
0.57209204,0.843027966,0.63436105,0.548585082,0.508885251,0.562061081,0.586172163,0.918688668
0.055029414,0.478797782,0.416823273,0.452541551,0.386046632,0.449923696,0.473753395,0.329460212
0.334221929,0.451779366,0.413095153,0.487492275,0.56268845,0.497111993,0.740530964,0.073788713
0.096234477,0.069937638,0.547885274,0.540797254,0.532140769,0.062813865,0.060973583,0.514072704
0.055369298,0.350337264,0.468572682,0.521240911,0.503283901,0.269890919,0.318738832,0.308422426
0.07837922,0.27212721,0.223302682,0.277288217,0.239685131,0.083324754,0.157869634,0.362786394
0.640120557,0.61548768,0.589334896,0.597168629,0.648848636,0.540224262,0.497521785,0.616972151
0.692347711,0.900283327,0.875847634,0.922553313,0.901068707,0.858685367,0.814109014,0.908060749
0.944278316,0.933296507,0.718821221,0.792034642,0.917980771,0.931401103,0.946303637,0.927818767
0.527540667,0.722105851,0.053821999,0.059579762,0.054505006,0.520910407,0.362564633,0.054659838
0.101983091,0.37071897,0.186827967,0.139152157,0.302333115,0.177198448,0.152996293,0.111015205
0.029830131,0.026450677,0.029066538,0.030124246,0.03081195,0.033041223,0.041595772,0.03474956
0.413020706,0.728983928,0.620321473,0.576202992,0.495766669,0.624768763,0.655855292,0.500636674
0.504897742,0.897242311,0.666524558,0.56754356,0.494490419,0.38033876,0.539509017,0.66299007
0.763249061,0.912107445,0.711399374,0.837585043,0.675261485,0.587565437,0.925542099,0.551868762
0.562453942,0.1387623,0.077586268,0.207623916,0.089667808,0.493241658,0.337337624,0.079350076
0.063873725,0.637586362,0.497058703,0.585896462,0.444877277,0.176181908,0.283313045,0.334297922
0.624664124,0.497786293,0.35107975,0.422374181,0.364618675,0.513036863,0.53409288,0.331605079
0.445453611,0.311802716,0.410223876,0.459986851,0.374183483,0.421596633,0.566541685,0.253511893
0.615198154,0.381618172,0.490324743,0.678026293,0.584714808,0.366742806,0.46791762,0.486565783
0.812825144,0.828314698,0.828737366,0.828770111,0.808024442,0.83504564,0.793380477,0.827727018
0.622015019,0.702572318,0.718245775,0.644093542,0.805546253,0.673716082,0.844287206,0.791663653
0.574767962,0.411950537,0.419615814,0.389796661,0.555264953,0.551670369,0.29364695,0.37358644
0.351607511,0.499916571,0.244154333,0.417124587,0.366492653,0.439228339,0.386704734,0.466437869
0.123978594,0.534280622,0.212363561,0.142600638,0.289122841,0.269918564,0.42245376,0.477974178
0.713946065,0.615732128,0.607297924,0.615153729,0.477979526,0.575952263,0.63707359,0.558651783
0.360473539,0.363565942,0.363844633,0.343280775,0.304174771,0.266412029,0.300225211,0.371751351
0.604965444,0.620646002,0.923387458,0.918718011,0.859377611,0.932681506,0.627200873,0.887138393
0.07541014,0.139170022,0.050009681,0.063169693,0.168912961,0.059438848,0.064697906,0.084236255
0.407949486,0.606386141,0.527039723,0.527064606,0.666505867,0.385069592,0.601093956,0.523605274
0.054369744,0.100198992,0.102084733,0.298908742,0.132536104,0.107778505,0.125729808,0.047870621
0.583217879,0.609896816,0.075895975,0.110976367,0.11312151,0.608941798,0.605552882,0.291840151
0.610297842,0.613165512,0.489623068,0.510899647,0.495751891,0.564851077,0.686452408,0.512864785
0.593179573,0.924265507,0.572272608,0.726506833,0.572106234,0.805084678,0.866687375,0.732539882
0.907661849,0.666382705,0.660466929,0.805354117,0.892001496,0.536798557,0.822985032,0.873334416
0.79738993,0.723502725,0.857140821,0.915730291,0.924494209,0.568908232,0.336587707,0.733239369
0.847923356,0.914502581,0.79774896,0.936964873,0.90626664,0.917931971,0.901175182,0.652831346
0.876477069,0.654499436,0.343281258,0.652088465,0.458221741,0.665755972,0.647453441,0.640674128
0.491729065,0.648538682,0.880056808,0.888977791,0.910957761,0.628918773,0.811687562,0.865733621
0.532605093,0.374620449,0.340998942,0.67289809,0.659507349,0.367380078,0.36661692,0.094110579
0.316583371,0.471051917,0.077119717,0.052937128,0.114134985,0.252437283,0.267029231,0.037245829
0.119342606,0.10029489,0.088174268,0.092480258,0.12707767,0.119217843,0.100539587,0.449111687
0.428327268,0.464254412,0.053792703,0.066307317,0.147094787,0.305888465,0.579196445,0.075528632
0.135986119,0.171818369,0.053023505,0.080015761,0.055451049,0.043990452,0.120481997,0.042807935
0.326496677,0.45080943,0.312455009,0.266420213,0.13057878,0.320023794,0.053810281,0.059426285
0.907587988,0.913910506,0.844521248,0.661347605,0.602707821,0.935644712,0.61894042,0.621875797
0.907999708,0.770316332,0.789644119,0.798980111,0.876203858,0.900525508,0.834792165,0.803461452
0.563571078,0.828011548,0.593824525,0.568064072,0.552259216,0.59218921,0.563790406,0.546482061
0.614033959,0.621838092,0.548556823,0.699328951,0.613290619,0.693376237,0.644630769,0.586596664
0.538884549,0.638763593,0.880264271,0.89971699,0.876972129,0.859835397,0.895553913,0.845702761
0.618463,0.671485528,0.466987601,0.668820511,0.697114895,0.660456646,0.693219989,0.661855325
0.3986531,0.595890823,0.647348245,0.660375208,0.650530531,0.505392014,0.631595575,0.908913571
0.389939323,0.178572419,0.156075782,0.20495731,0.40821073,0.333068819,0.301326605,0.123196613
0.504395229,0.503022898,0.44817347,0.424191666,0.465109894,0.570454401,0.484513904,0.381718678
0.12883792,0.586462045,0.280258714,0.404526905,0.327823065,0.107888441,0.565785479,0.335745293
0.415802401,0.410982551,0.5990841,0.549283455,0.610049128,0.364885473,0.382494634,0.482075801
0.07476487,0.057286277,0.16492054,0.41111274,0.348376689,0.04731156,0.066297698,0.066963329
0.077744038,0.319448147,0.0663686,0.105202671,0.054419105,0.054604852,0.182162292,0.044316172
0.858513288,0.904633076,0.567775593,0.608824157,0.672684034,0.85167894,0.855765731,0.681362526
0.506626158,0.613467313,0.455540386,0.44597741,0.462186109,0.432317603,0.497887536,0.472353171
0.358133065,0.422692571,0.043751399,0.147061022,0.19309379,0.383971758,0.289243271,0.087852698
0.804895229,0.646858408,0.551233762,0.369129845,0.437526267,0.600414453,0.723769434,0.408203128
0.662891541,0.575702836,0.45864584,0.566376513,0.535329501,0.580472384,0.462542745,0.409481914
0.356966785,0.487106111,0.490533309,0.642728606,0.650730573,0.422381028,0.455164472,0.489683803
0.486490704,0.046188604,0.920380357,0.914959777,0.560961321,0.369550822,0.063104259,0.90575029
0.328582006,0.097333486,0.058449162,0.068656556,0.073241161,0.070241964,0.090490812,0.04732851
0.929391025,0.589327403,0.497171439,0.563602925,0.631374342,0.925718818,0.575541526,0.097125795
0.788065598,0.423558153,0.495853855,0.51607281,0.617832316,0.486703901,0.367482907,0.518138273
0.413936661,0.588579816,0.286099375,0.363008574,0.400484725,0.393797037,0.589280676,0.19424776
0.60204432,0.428088115,0.551629264,0.43216268,0.380032877,0.618941863,0.440991926,0.527361571
0.518262625,0.496760399,0.565167837,0.627968745,0.562735183,0.440337777,0.43723183,0.544197515
0.587504334,0.909832522,0.654093266,0.654099488,0.63750631,0.56633537,0.922207919,0.463939018
0.06572923,0.371665838,0.050147314,0.04325158,0.037782368,0.045245434,0.33869289,0.038348201
0.541715469,0.864019874,0.514117633,0.586487391,0.593210243,0.503046469,0.585638356,0.855781807
0.503445767,0.478119293,0.481579728,0.492483557,0.417128804,0.487761288,0.537296614,0.789230345
0.348501999,0.26943477,0.185976421,0.298797339,0.257690049,0.342444908,0.373647961,0.093657919
0.686359329,0.646725992,0.621606322,0.444245605,0.594200745,0.807727212,0.871546701,0.471125748
0.192989372,0.644596833,0.432324324,0.443934592,0.256701393,0.35173725,0.575010143,0.470906595
0.063110205,0.07489403,0.133462295,0.181957688,0.455093094,0.223721519,0.072276893,0.778901468
0.605829746,0.697177587,0.414407715,0.443790894,0.547399901,0.439681819,0.72886149,0.567981911
0.527469838,0.915184149,0.557999086,0.517109892,0.818528548,0.870120474,0.890809332,0.540057694
0.048558943,0.354869366,0.073835161,0.355388272,0.373026521,0.060423858,0.265890416,0.199853425
0.441794971,0.286568948,0.148425662,0.229262262,0.123450041,0.403363827,0.1593632,0.279785498
0.069673366,0.096365365,0.43262569,0.196157114,0.27583578,0.130360287,0.069435743,0.102279732
0.097943869,0.217603915,0.065912908,0.07757038,0.107298488,0.073001666,0.108757798,0.101549296
0.057334482,0.213768142,0.329333174,0.199039713,0.104921717,0.093154015,0.210166855,0.039697474
0.584934016,0.742198137,0.577502385,0.704212375,0.818442772,0.76312742,0.670588346,0.744207413
0.903554764,0.922810638,0.883244863,0.932433559,0.902670902,0.933918322,0.946912047,0.920915488
0.889715592,0.928273079,0.814912137,0.937176431,0.898264829,0.912694559,0.896795231,0.923983338
0.467374632,0.508808602,0.872725778,0.864512499,0.811127276,0.461950617,0.477349082,0.833470456
0.853856337,0.877197665,0.553344755,0.854001285,0.656135906,0.884935972,0.853775494,0.502466698
0.939821354,0.766953683,0.949333157,0.937060303,0.864618455,0.766449886,0.833033116,0.929566979
0.418941987,0.863464588,0.43433204,0.443838481,0.508880829,0.701334033,0.789086543,0.543717855
0.691900498,0.931851655,0.689632894,0.540400987,0.869785945,0.886658103,0.902201253,0.484978231
0.584112605,0.434636607,0.047540903,0.059536407,0.124347936,0.537591032,0.150253349,0.033225276
0.466734376,0.515893443,0.537900633,0.576757367,0.548057644,0.443134903,0.464645948,0.492100292
0.086457269,0.637564734,0.512386026,0.361703073,0.434349733,0.097146117,0.608825084,0.84630414
0.078717795,0.448738888,0.389998064,0.384377398,0.291661735,0.033149534,0.43910456,0.3555076
0.356924763,0.740484457,0.437650788,0.596536371,0.567459861,0.581071227,0.764802301,0.455167332
0.386377957,0.529656827,0.236102554,0.629055094,0.382396036,0.400848106,0.454782087,0.339099657
0.409139822,0.354360712,0.460398981,0.390917987,0.315643217,0.278105014,0.313837943,0.460738755
0.891292375,0.905042847,0.783869446,0.620456162,0.755441077,0.882063313,0.923060607,0.725567543
0.080300949,0.390013221,0.353118023,0.12889093,0.307507925,0.367984756,0.488499973,0.362647444
0.583754814,0.589406424,0.251667696,0.129176634,0.110902731,0.690037821,0.462495516,0.361597545
0.501050765,0.870103766,0.807751822,0.83749439,0.792946519,0.752588677,0.759821352,0.556119915
0.127263186,0.541046564,0.722420029,0.694678919,0.80684373,0.268474544,0.339425846,0.838363861
0.39798905,0.656578823,0.191653434,0.465577567,0.653842323,0.523244283,0.512054711,0.47944362
0.550993966,0.347065623,0.068893397,0.21040851,0.195548953,0.512300683,0.409942479,0.477114338
0.39758604,0.31745241,0.392475589,0.388277134,0.377531334,0.453954207,0.444563402,0.352232259
0.439116169,0.669986628,0.613995012,0.671323007,0.528420893,0.669417376,0.693640147,0.934973289
0.926806208,0.925313016,0.904683057,0.896693949,0.936355044,0.92809709,0.830962486,0.931091795
0.505290594,0.879661993,0.904854301,0.913099351,0.883066474,0.678331533,0.903626157,0.892765814
0.739349078,0.930320071,0.828422018,0.73489399,0.8979531,0.694640895,0.868838099,0.607545693
0.604174231,0.680853013,0.638875936,0.516519185,0.553204057,0.685781535,0.716509471,0.643810449
0.446241784,0.344501508,0.171164814,0.507841914,0.634939568,0.238537631,0.312515168,0.504520055
0.892716751,0.518076724,0.156998932,0.543577216,0.492106821,0.846731974,0.520386372,0.60000574
0.410395686,0.586347979,0.277704561,0.327187974,0.562257634,0.363673652,0.526155728,0.389642873
0.484010483,0.029943309,0.031066179,0.023133664,0.048314972,0.818552588,0.490912756,0.028657025
0.312574672,0.358599897,0.239936794,0.387842182,0.202541421,0.266571173,0.38595192,0.237464739
0.942228677,0.9220791,0.080644012,0.132416298,0.415696015,0.059686853,0.92063944,0.239455729
0.084539193,0.433384567,0.451783792,0.528322957,0.429595977,0.287372272,0.399880328,0.552909531
0.519931121,0.389970535,0.531666595,0.559690927,0.49173307,0.441166716,0.51422446,0.484045464
0.398601625,0.61173643,0.625021941,0.647758156,0.654119027,0.460453973,0.643211558,0.598639714
0.649137153,0.550234707,0.26571705,0.595858389,0.549234632,0.351638301,0.273411814,0.37061437
0.1125354,0.334356094,0.13521188,0.08432021,0.099238977,0.052681064,0.213128738,0.076271911
0.267224538,0.28197392,0.07470971,0.169350716,0.343754204,0.412986127,0.470782028,0.09145519
0.309899315,0.499941131,0.316066485,0.331974247,0.254403897,0.520849426,0.475323538,0.036870768
0.076875193,0.132209282,0.072487754,0.079798149,0.053701052,0.076014774,0.207130758,0.275512337
0.611309724,0.607692223,0.421658711,0.421344359,0.588533892,0.753234645,0.413437039,0.305911495
0.663690607,0.559620107,0.558260596,0.601168094,0.567961991,0.587021591,0.540551693,0.395543702
0.433264832,0.539711531,0.596139876,0.646789506,0.537096292,0.463362908,0.531791577,0.628476174
0.61309734,0.695000316,0.81540117,0.877079936,0.824551926,0.651938324,0.677286445,0.76228165
0.694885877,0.934896988,0.918031698,0.835685742,0.776617563,0.843192238,0.773517962,0.770114699
0.333941756,0.288728277,0.154929329,0.130165439,0.188116326,0.251389168,0.426850958,0.053434464
0.366881361,0.559322581,0.7282093,0.638868279,0.560528826,0.59405696,0.497687486,0.599971931
0.494616181,0.513429686,0.699436816,0.850935085,0.729048715,0.572956752,0.537015216,0.810501395
0.386480149,0.37697106,0.382306329,0.371822662,0.513621,0.368415306,0.371887686,0.372819879
0.918520143,0.927554105,0.835763002,0.910645624,0.837745008,0.896746045,0.922150406,0.917832596
0.113433316,0.362688816,0.491461867,0.466071713,0.462826783,0.308567001,0.461359476,0.474836721
0.720590281,0.783181458,0.461792528,0.474556478,0.417415796,0.741361679,0.829000576,0.339376443
0.176839902,0.635419852,0.45526534,0.443899117,0.474319792,0.277882395,0.461268732,0.530174419
0.541766361,0.595145904,0.463945611,0.520030953,0.54526215,0.464802899,0.475062253,0.397774627
0.822608702,0.902101557,0.935673877,0.648125683,0.667470161,0.925067478,0.933595373,0.621499862
0.748008701,0.619995079,0.607938888,0.583563816,0.674683154,0.682771741,0.677350771,0.862334222
0.378012814,0.386755369,0.189189916,0.169832372,0.192676199,0.242085628,0.333497165,0.04387618
0.442518373,0.76044012,0.57531285,0.533686439,0.621731821,0.527107882,0.554162043,0.345545498
0.390083216,0.408629396,0.572137048,0.70538311,0.66334166,0.289449842,0.075446243,0.64761466
0.538916505,0.568644227,0.897514106,0.909739655,0.746969068,0.476845721,0.383763021,0.896940566
0.642093333,0.666259523,0.696847807,0.681297249,0.85332181,0.817702903,0.652132614,0.905848444
0.530712065,0.77997942,0.589633374,0.74801378,0.551598549,0.512516667,0.740791781,0.736934973
0.438041354,0.15712556,0.43926705,0.446019219,0.393532241,0.476736629,0.301094509,0.22609032
0.408455003,0.850068088,0.842712745,0.861448221,0.638526973,0.499046602,0.688076247,0.862271884
0.552225669,0.465699578,0.477415886,0.508073379,0.469328139,0.624773499,0.66789374,0.436103479
0.443849337,0.085281052,0.081819097,0.067243199,0.088222459,0.424987313,0.079284947,0.069767801
0.32454762,0.699395056,0.401992997,0.355745999,0.436928252,0.447927046,0.597296863,0.437421133
0.886448168,0.904043458,0.947755132,0.877498701,0.914365594,0.87818309,0.90698699,0.913716068
0.911551585,0.911331817,0.904910649,0.912368523,0.936961969,0.925911329,0.927785533,0.941276275
0.497375796,0.488151804,0.468981294,0.472665698,0.48851015,0.512545001,0.535351855,0.592374808
0.30794852,0.434715621,0.366719511,0.318379921,0.510243958,0.283414039,0.341771597,0.337511895
0.384005614,0.424271701,0.428882678,0.083402215,0.451543031,0.358426397,0.371560195,0.448905263
0.363696527,0.307308089,0.260988917,0.332494389,0.315279009,0.338380436,0.35977269,0.300374771
0.368637727,0.331243603,0.041283344,0.061597817,0.116966048,0.332834256,0.324533657,0.26221834
0.512240639,0.371988563,0.223188483,0.225514599,0.324306574,0.293925415,0.448980825,0.453147879
0.568811663,0.628250634,0.687539638,0.568410766,0.490651614,0.528813626,0.454270491,0.469980944
0.868215984,0.449496874,0.853162213,0.84906175,0.885707216,0.699608839,0.619709653,0.901390562
0.288583226,0.038310083,0.097969093,0.07370944,0.128032321,0.199994643,0.414647168,0.037786995
0.205358689,0.364553767,0.164618455,0.270176468,0.377119914,0.86843079,0.604766867,0.145555841
0.746731942,0.881474481,0.056213741,0.182277441,0.449781743,0.548970816,0.706528116,0.117570901
0.462768074,0.363175456,0.212736743,0.326722777,0.305132944,0.414029971,0.403019512,0.273571717
0.304938523,0.412019389,0.038085954,0.253713904,0.09760142,0.212258161,0.384944713,0.246140622
0.799872447,0.822645681,0.591265969,0.669978914,0.540031593,0.678516744,0.768440938,0.602980457
0.607491873,0.746029454,0.78814485,0.744054343,0.832165879,0.648440257,0.636203144,0.705575781
0.568081182,0.899563832,0.585480229,0.623854558,0.702044751,0.586593658,0.910409241,0.500764529
0.428143811,0.519137869,0.912738248,0.901766858,0.621274138,0.496318526,0.512644442,0.884786987
0.365940881,0.543749663,0.597253785,0.600389563,0.56174611,0.335282742,0.406798415,0.632512524
0.946794131,0.939889595,0.933499408,0.948753504,0.934212488,0.945178342,0.947919219,0.929702306
0.642682084,0.383781031,0.327460467,0.608036322,0.523703702,0.29902897,0.553275852,0.310040875
0.054814989,0.080186748,0.072912665,0.078962678,0.140335659,0.300512164,0.090518627,0.071122592
