PA L 1,PB L 2,PB L 3,PB L 4,PA LL 1,PA LL 2,PB LL 3,PB LL 4
0.058619059,0.073268901,0.064628215,0.062523752,0.287575562,0.060808429,0.046376724,0.04467623
0.505934272,0.416644099,0.244222303,0.506918843,0.749407293,0.586897474,0.509908989,0.610019595
0.464573667,0.663570652,0.756779244,0.413490931,0.17096571,0.449829493,0.484996785,0.705167084
0.486246446,0.826980275,0.835628202,0.834681822,0.94008557,0.05342258,0.884914448,0.937584759
0.484629549,0.417375959,0.435473725,0.421100478,0.677700063,0.846143339,0.413672724,0.455975509
0.050582041,0.050776755,0.04196282,0.045880119,0.457798013,0.077949986,0.038177184,0.055199297
0.069234725,0.109480875,0.081458495,0.089057882,0.192393147,0.460240302,0.320372397,0.279093022
0.657567513,0.70799096,0.5385175,0.592597279,0.691857609,0.9220692,0.615996939,0.416658759
0.520298057,0.124379562,0.122644934,0.490267909,0.09503408,0.531439778,0.431881067,0.416158712
0.047149234,0.037654868,0.039833965,0.033969677,0.161340534,0.073479605,0.031607134,0.038745581
0.48363886,0.195208599,0.277152446,0.054991573,0.062279913,0.426238059,0.401110024,0.457102948
0.49736484,0.496947494,0.503934101,0.495729119,0.131895155,0.567496336,0.528630185,0.579243918
0.478202264,0.417163747,0.474118237,0.43443867,0.350847576,0.358524025,0.609516732,0.379455214
0.216206827,0.333123154,0.424547732,0.124038127,0.494636005,0.0561402,0.066251811,0.171543529
0.486584867,0.480925145,0.482744491,0.473807849,0.255685368,0.524762502,0.436583873,0.452852015
0.048918305,0.029885333,0.029085611,0.030076169,0.159858678,0.055574402,0.037721871,0.064482572
0.082395448,0.402177876,0.444476931,0.456027473,0.103988812,0.053654803,0.457153414,0.050126789
0.528377985,0.859630618,0.854890611,0.869166765,0.596442396,0.541437766,0.557022846,0.854113049
0.254498268,0.799411679,0.821967306,0.815433662,0.908928946,0.042272726,0.87228314,0.907694216
0.184106572,0.432094069,0.471935475,0.45372198,0.63590102,0.542221232,0.454911709,0.524107091
0.479724455,0.86687058,0.902123445,0.881888324,0.538409664,0.556996753,0.564293165,0.892486892
0.467868715,0.249161584,0.108096544,0.470369408,0.587700076,0.313835394,0.06671371,0.092357378
0.070835723,0.034132136,0.070020749,0.051769048,0.146919766,0.066555097,0.029374941,0.088859953
0.38004811,0.059433913,0.075072249,0.346874347,0.246446803,0.473576218,0.132675363,0.049607761
0.501036417,0.478891921,0.476562272,0.482268016,0.065647144,0.482027285,0.451817357,0.544483404
0.30341563,0.083094067,0.131473937,0.518596823,0.038011833,0.066165605,0.455716139,0.278480371
0.040672405,0.03415292,0.035908441,0.030959167,0.057526046,0.077410511,0.02487319,0.070039775
0.221629945,0.080199964,0.186986936,0.208101467,0.452350354,0.147211993,0.340466888,0.104390202
0.040963069,0.037019394,0.028405876,0.033589425,0.081227561,0.13481539,0.039868673,0.127671594
0.069199211,0.082197081,0.05349435,0.055556717,0.261350974,0.042741614,0.096093401,0.053104531
0.187000113,0.909683279,0.913975934,0.90015504,0.876243922,0.539106967,0.934657926,0.458688965
0.243478775,0.509104012,0.508928544,0.238448635,0.208195539,0.643821659,0.236394898,0.298682711
0.84822948,0.578638016,0.601789244,0.559047751,0.653317158,0.912379716,0.210163887,0.096388731
0.544079498,0.186463192,0.257643327,0.429695965,0.167748571,0.338944917,0.22942481,0.25605369
0.429055926,0.073824912,0.036865489,0.027392346,0.097764244,0.52228146,0.025944852,0.292755281
0.066311806,0.139414548,0.052230708,0.059002791,0.01766853,0.021902445,0.149550719,0.228997999
0.069337159,0.109802981,0.069204171,0.057494937,0.312880852,0.1208066,0.022350451,0.049214971
0.025310732,0.503206317,0.474502316,0.491172174,0.772684855,0.468553514,0.111807479,0.420216692
0.708118548,0.526654466,0.591389028,0.553542508,0.46373246,0.525805742,0.266033037,0.635702366
0.50527269,0.085340856,0.065917703,0.053207905,0.089495693,0.602687345,0.122893088,0.038430091
0.047933378,0.390096285,0.462702303,0.435361358,0.025336,0.066830862,0.179874308,0.35830236
0.127135979,0.522987446,0.512505124,0.519193078,0.62527798,0.4870747,0.539969074,0.573829598
0.876435323,0.463077453,0.511894913,0.485050258,0.824621829,0.916582468,0.529148721,0.554486372
0.537407578,0.551623781,0.549729659,0.537919928,0.725875961,0.511782174,0.567092168,0.542058309
0.135982597,0.103166287,0.127407228,0.097589142,0.028406031,0.043393271,0.364091747,0.049416362
0.111314388,0.1331239,0.061441869,0.053828832,0.195549496,0.053651252,0.032697145,0.085295193
0.863320686,0.537749178,0.532801783,0.533830729,0.690301398,0.491653113,0.58996141,0.566214207
0.272523839,0.403065729,0.438347623,0.461352719,0.378959254,0.715889595,0.376802725,0.397086169
0.199382523,0.052017975,0.067385512,0.054361071,0.187863162,0.049790674,0.06068861,0.122728931
0.497575195,0.033699856,0.03083574,0.028938563,0.060087939,0.507209688,0.039580614,0.042033996
0.375341087,0.051196459,0.101017237,0.160453692,0.185655042,0.139730712,0.274847816,0.318697875
0.071006455,0.053559945,0.066903845,0.059844776,0.398321198,0.177437218,0.1993219,0.198830549
0.028833897,0.0312863,0.033981627,0.036686706,0.05907364,0.038330136,0.0396204,0.038042355
0.039451108,0.037443174,0.032814447,0.042043427,0.049232582,0.044637748,0.037724237,0.048505411
0.051418625,0.445507558,0.468760924,0.044702047,0.091775498,0.064206292,0.161152747,0.061748272
0.476097534,0.457797124,0.513663765,0.488762297,0.16778805,0.066583512,0.52442486,0.176516315
0.554558209,0.078347583,0.06228527,0.064739314,0.333047002,0.726398646,0.065719144,0.217492245
0.492143043,0.096752346,0.061180735,0.043295928,0.047543011,0.468441368,0.042620953,0.054273731
0.076795923,0.048440414,0.079605011,0.177266098,0.120179285,0.06944752,0.097359044,0.109406083
0.116951371,0.045050625,0.048634154,0.04693782,0.476298638,0.041709908,0.033015635,0.267720634
0.524935053,0.487728212,0.506941165,0.501499493,0.783826147,0.521088079,0.139489761,0.451649482
0.057057812,0.099089917,0.066217206,0.049793313,0.140800624,0.056185003,0.078998811,0.210460817
0.819329044,0.490901406,0.513044132,0.488363129,0.024023979,0.881675167,0.420503666,0.504147613
0.15270657,0.08057852,0.107243947,0.130714419,0.068238277,0.110245816,0.110041029,0.155045057
0.14704515,0.077339851,0.251049382,0.070596855,0.316304147,0.065823697,0.070052941,0.080979849
0.746774661,0.501386336,0.459482127,0.495115989,0.481333104,0.922007349,0.458965473,0.444499694
0.041223761,0.516156537,0.535147588,0.514195665,0.662973216,0.04994709,0.532995179,0.585458149
0.563705401,0.153558933,0.24337164,0.174811526,0.431122081,0.563199307,0.232920282,0.085039095
0.035309373,0.049005403,0.048638707,0.041170673,0.051285036,0.49117475,0.024791381,0.031568746
0.41867625,0.249227425,0.174804874,0.122619634,0.070486474,0.476091761,0.062618214,0.329728386
0.064480919,0.114446906,0.06212391,0.059318372,0.62346339,0.04085501,0.059962795,0.093427003
0.050398952,0.044114308,0.052870691,0.043160621,0.055107306,0.104671444,0.041932839,0.085125344
0.917469632,0.544116617,0.503505415,0.480043434,0.92359604,0.943290541,0.492748951,0.68020003
0.318155819,0.224263679,0.169529758,0.585482136,0.830178959,0.462328828,0.520176561,0.602686152
0.527111703,0.4822148,0.503293742,0.488843575,0.64893363,0.608243193,0.494681408,0.480939999
0.439023822,0.191256206,0.116634214,0.481496748,0.697743177,0.556980888,0.182447146,0.513339842
0.141180924,0.89850566,0.896398919,0.660335766,0.689598921,0.220635616,0.312223678,0.628757938
0.470770073,0.114654491,0.104583885,0.156800114,0.513915448,0.036731735,0.436612406,0.216835444
0.47595048,0.457225205,0.502525946,0.487895774,0.748520095,0.027774713,0.720550493,0.783783214
0.470856076,0.03014812,0.030365959,0.029482822,0.114680111,0.635237315,0.032804271,0.051746743
0.753852921,0.138429145,0.255327116,0.53885277,0.763294242,0.551744145,0.294848203,0.394138568
0.464246004,0.094015513,0.037427724,0.145507548,0.183264037,0.522537019,0.06262752,0.239392592
0.817983624,0.82921332,0.86165267,0.815267442,0.500412967,0.742279724,0.688340196,0.737027243
0.480813474,0.482865024,0.474422584,0.479318284,0.046229708,0.41729177,0.179497635,0.046655834
0.513293245,0.496572036,0.486431198,0.307411018,0.659471092,0.5170261,0.474178661,0.516572139
0.104442968,0.427817933,0.45314875,0.432336531,0.486858573,0.062895604,0.363879733,0.408341609
0.489232025,0.48698721,0.49913818,0.515451446,0.611195141,0.523273023,0.460945168,0.53852824
0.033536594,0.039457732,0.031640402,0.028665061,0.036571126,0.031304643,0.022139516,0.040494968
0.175079736,0.060791914,0.088699642,0.077132887,0.036203898,0.042593458,0.109748881,0.034417051
0.074765576,0.139745757,0.090042749,0.067231708,0.065459988,0.03111992,0.040141907,0.028534873
0.210951849,0.56588055,0.537215763,0.52023641,0.441912668,0.152295003,0.255119611,0.195348705
0.07553362,0.063120567,0.071451525,0.128073831,0.153179587,0.085651715,0.057611665,0.055069517
0.455027123,0.299476182,0.313594086,0.576277219,0.628262462,0.847099652,0.23089011,0.201529995
0.055880897,0.048447962,0.041685969,0.027360186,0.082286319,0.063760092,0.037057391,0.029799083
0.505817357,0.474345948,0.425794579,0.877168129,0.158269896,0.085545299,0.624455651,0.522585526
0.469730108,0.31120906,0.468915489,0.061692321,0.648073827,0.624537369,0.115998803,0.09719325
0.043312717,0.063921156,0.041035459,0.063037716,0.649736189,0.024887163,0.454682975,0.508457133
0.078401517,0.051031989,0.047121269,0.061311969,0.107976129,0.126094527,0.037852325,0.047475855
0.105349895,0.161687968,0.125756101,0.088272736,0.231360762,0.101378779,0.061260551,0.057423563
0.196617011,0.072301715,0.054120482,0.050711922,0.071986696,0.067382968,0.036122359,0.048855832
0.53503435,0.528479585,0.539152805,0.516157901,0.56041212,0.689724452,0.509549225,0.720684607
0.488339448,0.473994133,0.484985878,0.517888449,0.601347655,0.528533382,0.18824224,0.574083167
0.025059945,0.022235529,0.026903676,0.023231697,0.020722725,0.034368462,0.02071216,0.038886001
0.046952779,0.045810779,0.045820366,0.037087828,0.059171726,0.022611753,0.027878362,0.02765367
0.079698044,0.480192615,0.507849461,0.082317616,0.060906196,0.438662034,0.188127043,0.038490719
0.69954165,0.846719904,0.814724698,0.478639876,0.103490266,0.760645876,0.820575131,0.331681301
0.565537264,0.447881974,0.222644627,0.59963247,0.604492753,0.697446936,0.11901758,0.551894923
0.107534586,0.059609124,0.115750601,0.177536886,0.046627263,0.799831612,0.055683829,0.059367018
0.05454344,0.032873328,0.035459039,0.050174624,0.173498126,0.076582016,0.038613671,0.131785522
0.587330611,0.794718817,0.887949706,0.548208001,0.480569499,0.594767554,0.568931405,0.76082941
0.06699411,0.063339172,0.070578066,0.108062634,0.067930908,0.038380433,0.077015509,0.044763328
0.466772884,0.469140644,0.482567367,0.408526539,0.053312717,0.536829235,0.512160689,0.520631347
0.519996774,0.499116262,0.418431148,0.531047267,0.831329771,0.341189337,0.380604386,0.607407791
0.063500587,0.039319945,0.041146154,0.03527531,0.214787048,0.481663706,0.035953315,0.030173302
0.502374047,0.067861661,0.107311035,0.257762663,0.217342099,0.629153449,0.072316064,0.082255058
0.195486907,0.048665622,0.067025629,0.054554434,0.525494981,0.067715857,0.079104184,0.751743786
0.038898078,0.032065125,0.028499851,0.033374128,0.093867671,0.07874504,0.04759947,0.085404559
0.537429076,0.533723821,0.555152861,0.878250437,0.376440853,0.370834038,0.548272389,0.237112606
0.493603238,0.839039011,0.841546659,0.86276822,0.564902696,0.442539684,0.850624469,0.902277283
0.041786343,0.464677803,0.473040754,0.443797371,0.033961026,0.389744372,0.411417671,0.43535191
0.092971632,0.097836025,0.106059576,0.084790479,0.082058385,0.05422462,0.404500074,0.070279157
0.037246182,0.423855839,0.509647549,0.480189709,0.064576634,0.605207589,0.191663553,0.281205051
0.434618818,0.686485217,0.65090029,0.442732169,0.94870908,0.470500517,0.412966041,0.661723314
0.038011339,0.036521518,0.036212556,0.037176503,0.146863641,0.038460263,0.042851982,0.045848089
0.545545176,0.626023396,0.588589542,0.569009708,0.456952127,0.686779989,0.585144197,0.690629904
0.059087833,0.044624696,0.046819908,0.037258916,0.05987051,0.038886264,0.033468922,0.041074094
0.037681871,0.03138836,0.032180223,0.039806701,0.114418233,0.029356186,0.027851882,0.037524852
0.52394699,0.061091439,0.039031981,0.073701381,0.344068853,0.562906004,0.06908835,0.056479171
0.551102078,0.035903695,0.072387758,0.048635057,0.775124353,0.882948539,0.058213052,0.262849049
0.677608706,0.443397214,0.448429146,0.419873497,0.399947404,0.33036165,0.433808583,0.466216735
0.528124837,0.542267591,0.730068149,0.498408977,0.639326886,0.619520105,0.553456684,0.544635754
0.927334516,0.945711552,0.831425816,0.940613781,0.842841088,0.926890881,0.944597903,0.742800282
0.024104622,0.465368415,0.474590082,0.475130258,0.587365241,0.023411136,0.454203843,0.792034595
0.05626688,0.071609096,0.084080223,0.076176254,0.322089223,0.069117974,0.112655231,0.191283075
0.702800675,0.577880706,0.469949388,0.936239151,0.751955673,0.842365302,0.918376939,0.563913774
0.170848164,0.532283398,0.544071707,0.518416739,0.855195922,0.138875044,0.535149285,0.636048322
0.507113542,0.064923116,0.065936144,0.06186371,0.371704059,0.469591543,0.058549178,0.03110552
0.16689538,0.075168872,0.230072919,0.09830133,0.071236368,0.116933449,0.125697889,0.243150699
0.063913271,0.323573534,0.271254535,0.078979256,0.086100264,0.050176828,0.137217771,0.036697968
0.609652832,0.809013627,0.920879281,0.896370665,0.880133753,0.923480227,0.600337352,0.902730389
0.928852439,0.582869335,0.504721108,0.478645769,0.72359714,0.895416314,0.903498162,0.648638921
0.490364764,0.884735854,0.917074821,0.923733425,0.682626025,0.445290957,0.272352984,0.618265737
0.50254717,0.493902059,0.472866818,0.485457075,0.516131671,0.936826141,0.494047338,0.535512026
0.628910654,0.635898051,0.615491755,0.578389552,0.479061477,0.699065332,0.627641673,0.536713848
0.568506306,0.573977736,0.564458609,0.575249251,0.51695235,0.573262315,0.568413503,0.536448223
0.062360056,0.047868274,0.046248784,0.044106446,0.056294013,0.057288234,0.056489827,0.095746359
0.141682664,0.106130662,0.127151656,0.075668434,0.178294991,0.407049313,0.339377802,0.3046824
0.901376461,0.792128583,0.675856095,0.562993321,0.602899051,0.807589789,0.581832551,0.582728103
0.04059886,0.054807457,0.034369878,0.308389807,0.140762002,0.639646838,0.467776875,0.109459157
0.433419354,0.413112922,0.463756547,0.58724652,0.134428887,0.654780694,0.230530112,0.443088278
0.153794625,0.027193997,0.03262015,0.034087329,0.100774594,0.0470592,0.024811474,0.082660122
0.847933452,0.462791856,0.471665569,0.485041311,0.452005531,0.82254249,0.457635012,0.45090081
0.727046047,0.816784085,0.664602297,0.496678751,0.467458556,0.845405285,0.863287375,0.848029828
0.376723369,0.104481811,0.127489191,0.192702876,0.200504984,0.086545315,0.084249843,0.065419829
0.127448349,0.087000219,0.093885565,0.117613899,0.53340293,0.077116027,0.362137274,0.260176318
0.086637452,0.0820902,0.067899934,0.07112404,0.310525111,0.207280009,0.04893451,0.044801991
0.507901281,0.483175668,0.503924613,0.36892602,0.076307286,0.043940207,0.467827272,0.397191393
0.234284159,0.029948778,0.030091224,0.49845495,0.065555272,0.071404419,0.079223127,0.038469159
0.549546758,0.244687159,0.247204821,0.197496925,0.501413701,0.579602937,0.250688037,0.325431077
0.03719916,0.543911905,0.552836082,0.538714522,0.158290513,0.04082728,0.535107043,0.56056407
0.411889044,0.463995368,0.523447811,0.122799789,0.108208958,0.4384588,0.48351278,0.457672638
0.842934136,0.217203596,0.10921245,0.085868507,0.190726971,0.567451635,0.078048096,0.133209828
0.500800155,0.47543948,0.507317966,0.514527804,0.370939706,0.859028434,0.457708835,0.48088578
0.129133048,0.10443563,0.119910237,0.125258578,0.177397914,0.170730857,0.121671811,0.189293804
0.380605174,0.150406721,0.211908132,0.246828446,0.078523282,0.090139989,0.195257658,0.179027531
0.046174752,0.045691743,0.043069499,0.037492317,0.079060297,0.076524432,0.037377358,0.052452818
0.50498551,0.516566277,0.507084019,0.503300953,0.779240518,0.393675475,0.446285535,0.509262478
0.146267908,0.045430827,0.036643187,0.35700972,0.132873286,0.051048977,0.042345905,0.07795841
0.518177847,0.499192267,0.50079053,0.482310315,0.838444577,0.502265555,0.480632667,0.412814795
0.443311052,0.173376954,0.048613816,0.329444744,0.347748153,0.898678655,0.534535654,0.098176988
0.141034717,0.024553343,0.039689789,0.044293421,0.116396718,0.358988115,0.031968158,0.045971973
0.247354227,0.424707854,0.471037496,0.561122982,0.465347705,0.135983368,0.182507633,0.30449121
0.026908577,0.439507557,0.40501486,0.36679805,0.502782519,0.076324431,0.461099381,0.117704201
0.191399152,0.077769838,0.107429481,0.450228665,0.048162672,0.415148854,0.033121869,0.153496022
0.037677926,0.024962261,0.032838032,0.035133032,0.276811843,0.041016066,0.040454838,0.057083514
0.158259775,0.094216141,0.111248148,0.332999911,0.798981348,0.029761936,0.367829491,0.27377468
0.033606912,0.032163276,0.035514419,0.047851762,0.10847616,0.103266429,0.03132605,0.192527309
0.85243354,0.857828078,0.874809373,0.920858035,0.6994439,0.820564142,0.763325096,0.854914969
0.404921845,0.229992295,0.089561039,0.339823356,0.505798946,0.217637282,0.062758056,0.079682706
0.056431971,0.056379585,0.051274758,0.054745815,0.441944382,0.050559792,0.05887594,0.048694186
0.583681849,0.400371779,0.398718517,0.062633766,0.192956839,0.6873706,0.18506529,0.489121852
0.177626319,0.106432265,0.184229112,0.138061656,0.225810504,0.121633897,0.136239807,0.104725809
0.298319302,0.585357248,0.366477545,0.156155494,0.235043909,0.318086955,0.098925466,0.194306975
0.498601602,0.34719945,0.523224002,0.501990011,0.160435514,0.614441675,0.149418009,0.701428942
0.03601561,0.053212592,0.138351388,0.039121124,0.702092608,0.082786712,0.025982525,0.092085423
0.315863861,0.075493694,0.126815229,0.094183491,0.072495359,0.368729256,0.133328556,0.057669939
0.114339853,0.052549006,0.059927074,0.046983047,0.044521727,0.400770939,0.028604927,0.023680626
0.047048924,0.406345544,0.505022446,0.5183591,0.214557938,0.44440479,,0.844100614
0.040204945,0.645115535,0.85937845,0.89646237,0.082373923,0.276310212,0.244298827,0.362132605
0.069506203,0.085820403,0.035386825,0.040711399,0.084347568,0.033496852,0.022053408,0.023684904
0.87355568,0.037084931,0.032467926,0.032194134,0.734597565,0.710952168,0.032424975,0.214819669
0.514274887,0.063104963,0.087211724,0.045641367,0.71564461,0.702746668,0.09044907,0.367459115
0.049449343,0.074871026,0.107594767,0.079643527,0.212759913,0.328337709,0.059178114,0.270272997
