JA LL 1,JALL 2,JA3,JA4,JB LL 3,JB LL 4,JB3,JB4
0.11083251,0.05895639,0.047979735,0.052347916,0.679452359,0.515739194,0.254909064,0.591161828
0.347960838,0.403954475,0.267576472,0.108323959,0.05321563,0.340865844,0.665982209,0.073370682
0.334043496,0.073249865,0.048505911,0.054607387,0.158117984,0.848560941,0.146083587,0.136627285
0.061104703,0.02195636,0.128618939,0.08352029,0.139214101,0.56542574,0.125461639,0.053872363
0.719786805,0.763544547,0.501014564,0.465426953,0.241103934,0.376272876,0.169949046,0.390753613
0.339640854,0.101533929,0.142039933,0.137425243,0.05816083,0.377792365,0.481170825,0.66607394
0.090388823,0.045276011,0.131188457,0.066760087,0.086228117,0.109783159,0.130644197,0.065331032
0.07285245,0.036805035,0.10500979,0.117113817,0.747370507,0.729255554,0.148699094,0.408115574
0.593661456,0.471646566,0.518418049,0.478044861,0.586785827,0.037667412,0.482060943,0.242045791
0.038452576,0.074608345,0.061672886,0.026000421,0.108081324,0.033728221,0.351282642,0.032333813
0.697388066,0.5852696,0.556771822,0.548574032,0.777512064,0.216431022,0.522125048,0.466065493
0.349273757,0.343158983,0.179632178,0.079171201,0.219701467,0.097812256,0.533396719,0.438475504
0.128219239,0.704724537,0.311453088,0.208851102,0.734153158,0.582069751,0.180460954,0.154075037
0.540974011,0.40910858,0.563712246,0.563937144,0.511371393,0.43880764,0.829328911,0.248641459
0.093018826,0.032509258,0.139230373,0.12083088,0.218901603,0.517244215,0.167529257,0.484876111
0.548551493,0.292288384,0.831660624,0.198005879,0.622495372,0.498636764,0.848138668,0.633854662
0.787125873,0.790673829,0.55231312,0.356519843,0.511567213,0.150354701,0.157759465,0.579043385
0.679876958,0.67148932,0.470771714,0.482147374,0.580439522,0.080652387,0.484573983,0.790688831
0.550955848,0.445940284,0.426354215,0.49208703,0.102570856,0.856040834,0.18145826,0.032905871
0.081631375,0.070233691,0.055964243,0.043014842,0.528807415,0.581149535,0.075454639,0.527992595
0.475721048,0.448743475,0.558679582,0.529369038,0.962069319,0.024687222,0.83979354,0.869435392
0.736092532,0.686112184,0.918499546,0.893486966,0.632025396,0.586213061,0.882202299,0.060185458
0.724004702,0.843177662,0.602175602,0.635825789,0.633486352,0.7064136050000001,0.550031507,0.618669935
0.721561788,0.259840065,0.35151124,0.27711293,0.686673591,0.644851084,0.121148191,0.756976444
0.054117279,0.054208003,0.021446187,0.027194228,0.198068783,0.493638654,0.047240931,0.023476063
0.134158105,0.033242281,0.161357543,0.047359018,0.467949583,0.015720246,0.446288067,0.295694488
0.057240845,0.103907433,0.167875263,0.445595671,0.654098742,0.049150472,0.140637272,0.554087907
0.196774734,0.110534978,0.160108219,0.110782703,0.273582456,0.107292964,0.200465088,0.231282975
0.036948296,0.038130929,0.080032416,0.073944833,0.055367989,0.531358,0.122976411,0.02048654
0.204206307,0.211670669,0.198230397,0.105293464,0.636260734,0.151684995,0.471509566,0.465234592
0.520672429,0.268089875,0.464182438,0.093335053,0.504353862,0.794429874,0.875100894,0.468222695
0.025013559,0.025966991,0.134435133,0.131190732,0.044636535,0.538380777,0.223459514,0.176316213
0.131539825,0.19161457,0.047605446,0.04169188,0.148451115,0.141202993,0.078281496,0.103055573
0.116522174,0.175589604,0.277229858,0.149909872,0.404407294,0.798112471,0.859666244,0.773808965
0.69534801,0.705428224,0.66903049,0.784253597,0.318197751,0.125224704,0.181809977,0.370416087
0.200418562,0.225377902,0.140364272,0.451127478,0.691446775,0.089961246,0.45115471,0.486549475
0.344830462,0.590038332,0.517165411,0.502857182,0.48234342,0.620105424,0.5146355,0.532465891
0.320567249,0.556973088,0.550901675,0.142026567,0.661961089,0.851268582,0.511139638,0.556411658
0.167714857,0.035672634,0.095264004,0.076477861,0.102409052,0.251770275,0.092464457,0.232402418
0.109749524,0.186523069,0.131614227,0.076976635,0.045971663,0.685057889,0.311810583,0.086741442
0.075306002,0.081737437,0.269675099,0.039302011,0.04260641,0.486339696,0.092074882,0.027301005
0.073674005,0.097177218,0.267092752,0.076158668,0.478605907,0.091819435,0.565037558,0.468239447
0.632592456,0.61839604,0.550342344,0.533200066,0.05059588,0.044264892,0.514541337,0.036751502
0.495128164,0.510147495,0.494521639,0.658717253,0.694454362,0.306662771,0.308935848,0.86965715
