MA1,MA2,MA3,MA4,MB1,MB2,MB3,MB4
0.418303072,0.55657791,0.478366771,0.041818288,0.744135822,0.196782716,0.061553314,0.306948082
0.410121874,0.08728695,0.535150793,0.472469578,0.123779501,0.15637748,0.097325812,0.340093938
0.183861475,0.798143409,0.152130398,0.544296226,0.588576715,0.671943815,0.754014466,0.573334022
0.16334693,0.321255767,0.1627894,0.287120409,0.622019282,0.296167988,0.674962286,0.643961475
0.761583908,0.423464715,0.863831511,0.319706211,0.385407598,0.516681922,0.403137177,0.40726048
0.149253785,0.502695069,0.043561035,0.509502757,0.112594694,0.063668872,0.178345928,0.047971514
0.091261266,0.155364716,0.047863026,0.044973417,0.768011986,0.566530202,0.658755205,0.582269617
0.76533727,0.787031943,0.890364856,0.909073904,0.070216221,0.061133373,0.058369295,0.042583054
0.617444936,0.094058348,0.912456153,0.116116577,0.524008186,0.073879327,0.085393594,0.067109644
0.487596774,0.399386479,0.429922375,0.418710889,0.793796869,0.512860325,0.792429648,0.273690815
0.641999266,0.844636316,0.853485262,0.6654978,0.391028809,0.213819705,0.280454761,0.131413188
0.450768592,0.418549463,0.526471539,0.495097889,0.031639818,0.054002973,0.02103542,0.162668897
0.182305224,0.349014225,0.143322418,0.465941847,0.11802053,0.08440683,0.32868827,0.044021418
0.089563171,0.794529192,0.058405119,0.318986855,0.054547285,0.329886426,0.041418979,0.319933689
0.056410923,0.045450907,0.444766268,0.205111333,0.131493242,0.097209741,0.173260969,0.206629601
0.047021446,0.021639162,0.042372819,0.037062891,0.10051368,0.336716289,0.035750285,0.275267518
0.829278425,0.673748018,0.584355694,0.421186242,0.607902493,0.30418287,0.228780736,0.258881297
0.060516067,0.46055162,0.115300595,0.107039167,0.762923612,0.367860414,0.144041222,0.52074649
0.529846375,0.483099756,0.547195687,0.549114343,0.46674652,0.475315229,0.512269777,0.503710253
0.055374987,0.532932735,0.16999209,0.390967752,0.11369358,0.263455028,0.531229138,0.294628898
0.203174436,0.548581608,0.5289754760000001,0.348460156,0.677082994,0.252769027,0.455194243,0.174670652
0.775420451,0.526506685,0.53606629,0.271553382,0.887136895,0.66710255,0.801022935,0.497746825
0.316762337,0.82590947,0.10511755,0.524902073,0.448740622,0.29665657,0.28201072,0.279394361
0.835220281,0.041722294,0.936162692,0.94476381,0.048253418,0.048771797,0.048287289,0.034342672
0.049005359,0.121889036,0.08930029,0.038815107,0.590025762,0.244645995,0.772745103,0.160699806
0.246829709,0.772935256,0.174415877,0.690347066,0.449802133,0.445873277,0.326423008,0.490701571
0.035106917,0.175626233,0.055638366,0.040764401,0.402933787,0.365557258,0.482600465,0.377717677
0.068485147,0.058435533,0.050924165,0.225036514,0.074320573,0.063795059,0.038550779,0.051007496
0.423785465,0.810315856,0.498620606,0.503009465,0.222150136,0.372932241,0.062709095,0.048777708
0.245895518,0.487924028,0.188428186,0.551794171,0.522602442,0.045513429,0.510630827,0.047586422
0.691786562,0.279320955,0.650882923,0.0516536,0.392553464,0.25177469,0.552503629,0.41853328
0.515666031,0.681462541,0.50833661,0.756042558,0.139996929,0.453456338,0.516042378,0.118490779
