DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21
0.733667021,0.696771302,0.796322949,0.926957965,0.948352937,0.947629168,0.575615386,0.913164847
0.919937623,0.912034724,0.92323771,0.530931432,0.936292826,0.722566167,0.683599273,0.937089471
0.577229679,0.929622995,0.597151759,0.571967807,0.184826361,0.808356373,0.382754473,0.949752188
0.645511167,0.293504444,0.216922739,0.074013209,0.088073048,0.05825175,0.044756069,0.052161434
0.378074154,0.470336528,0.153748043,0.109524999,0.179013423,0.126907169,0.393610396,0.088538698
0.792593455,0.834734942,0.539849837,0.500251506,0.410870965,0.157387496,0.172191477,0.491589385
0.325789225,0.496524062,0.856895419,0.941691872,0.910170449,0.932531995,0.601360176,0.921785244
0.788340626,0.907370974,0.76442123,0.921073631,0.788336794,0.720374242,0.879051166,0.915170329
0.668444022,0.510441775,0.90297889,0.929525623,0.691017527,0.854040021,0.901876281,0.935433318
0.85720358,0.906436557,0.601122864,0.920986705,0.527289031,0.896353013,0.048115179,0.920042981
0.442437754,0.499108069,0.751113914,0.92049321,0.955926034,0.857565244,0.144160003,0.915647668
0.896615948,0.902770875,0.544753638,0.905296049,0.901462543,0.34604473,0.585853993,0.905315789
0.52839241,0.249845567,0.402042028,0.339985543,0.149705686,0.099423769,0.143534412,0.151902683
0.523954706,0.069868703,0.485571011,0.054290576,0.236633983,0.157605069,0.417128328,0.051756685
0.397036888,0.581108234,0.360178313,0.638124666,0.417520238,0.865429619,0.543499561,0.88854069
0.504743984,0.352877201,0.369876093,0.51246343,0.214268655,0.595378075,0.133659598,0.536241026
0.838397222,0.897471094,0.546788378,0.934492591,0.352537016,0.206332341,0.736331467,0.528396387
0.453843933,0.048675179,0.139781124,0.040980998,0.060098246,0.198679762,0.057824915,0.069116208
0.633295267,0.401820344,0.538056311,0.57411969,0.724281628,0.835604557,0.586339093,0.627780375
0.091923846,0.056445509,0.486192304,0.163556307,0.349826856,0.929320862,0.493131101,0.473876043
0.613205929,0.668602618,0.38678168,0.088554981,0.207016471,0.452320634,0.112110862,0.07046984
0.853964182,0.880468025,0.59538504,0.885346228,0.747744305,0.620489079,0.100138003,0.882427504
0.531677253,0.42721948,0.135835492,0.070346574,0.610631356,0.023549943,0.438893886,0.032998317
0.154936758,0.081010036,0.221389647,0.10668833,0.156960848,0.113216182,0.66021287,0.03724281
0.1265128,0.032077635,0.053357019,0.03110718,0.048646941,0.104774128,0.094024433,0.026697281
0.117696683,0.08022866,0.122881454,0.215834956,0.122656687,0.095676091,0.205005459,0.080186893
0.32675036,0.248537288,0.484050708,0.498537222,0.161394499,0.347176433,0.801166018,0.496892152
0.446401721,0.47799254,0.340974601,0.07547453,0.368071794,0.022404142,0.107631538,0.083019974
0.900778393,0.954138628,0.45648172,0.564776352,0.746352103,0.270504473,0.747307826,0.612099987
0.638167374,0.520269892,0.312649397,0.897823022,0.676135445,0.277310735,0.428927807,0.47546611
0.184919639,0.029814263,0.066328515,0.038073226,0.039241897,0.044359609,0.03312029,0.030596186
0.657366887,0.93083685,0.693189907,0.945254617,0.495741041,0.464829575,0.216858666,0.550930885
0.661290297,0.63429393,0.899108298,0.638946212,0.899321038,0.095127674,0.128578233,0.5119112729999999
0.522283975,0.556768663,0.477816475,0.524865222,0.518919709,0.727249476,0.083167204,0.066972731
0.477783556,0.853533415,0.169536569,0.835625053,0.316270728,0.937883089,0.420255948,0.940958117
0.892127484,0.91830868,0.556692769,0.504456989,0.444868962,0.510190097,0.050572568,0.195484072
0.196103998,0.544291322,0.562909151,0.592494269,0.659896063,0.714970488,0.30977685,0.615823657
0.587789681,0.622474911,0.547470976,0.612881687,0.793657887,0.748615908,0.445561129,0.555644472
0.375512687,0.210118542,0.092933286,0.141234755,0.066328143,0.838932689,0.368614122,0.033436324
0.775359902,0.845012379,0.420722796,0.877441073,0.528589037,0.551644919,0.534478299,0.838341205
0.486730366,0.517953384,0.539640843,0.519856998,0.342288933,0.512747619,0.535001358,0.561176786
0.432646142,0.905417928,0.172440309,0.941043144,0.173459385,0.831710211,0.380672566,0.907439682
0.300966399,0.091443804,0.125584044,0.225254456,0.181155472,0.061325867,0.495792814,0.129769986
0.215901143,0.361664074,0.37828008,0.28037631,0.323043563,0.641413429,0.442179009,0.396601506
0.769113394,0.458332021,0.685848195,0.449072323,0.781294367,0.37424027,0.07236127,0.875639873
0.099670574,0.07750043,0.654971269,0.668395244,0.682971593,0.770770612,0.059386455,0.656562662
0.933041345,0.960327418,0.94483576,0.953946491,0.936259649,0.927558615,0.943618829,0.950212065
0.119623531,0.045342655,0.267971147,0.045546273,0.041741223,0.048002022,0.440297226,0.059354744
0.915144928,0.940009281,0.693607127,0.920090973,0.78424908,0.931930946,0.553349443,0.9463068
0.628397687,0.061231417,0.535749108,0.066587154,0.587610239,0.319132323,0.068465058,0.061912793
0.828594074,0.537577382,0.901064387,0.56775646,0.947924921,0.139147176,0.620503169,0.543228088
0.905781186,0.922810276,0.863584035,0.701775749,0.902716435,0.861809378,0.391774579,0.922536325
0.236857345,0.530053947,0.558010345,0.481298813,0.629595403,0.643601388,0.922337818,0.041363744
0.395216445,0.046700252,0.284582255,0.044894773,0.204858697,0.037171808,0.508238211,0.049938328
0.50298826,0.945709913,0.661377716,0.936052381,0.532823527,0.934400696,0.640931076,0.936403112
0.276785393,0.072405264,0.301090179,0.09220991,0.14271747,0.323083079,0.408201581,0.204676014
0.67276099,0.592218978,0.628750932,0.964725517,0.751737363,0.851141918,0.311502937,0.940445346
0.926565982,0.206705048,0.831509963,0.898267708,0.88519892,0.953064181,0.771140549,0.509240608
0.886964339,0.955525877,0.483300312,0.106700607,0.083440913,0.752566151,0.607015134,0.168710695
0.3194346,0.445364908,0.356863309,0.178751264,0.202037178,0.094433989,0.835440325,0.094635025
0.414495805,0.497188603,0.489267202,0.850361654,0.062541657,0.838624519,0.143721552,0.871747424
0.392522651,0.084706651,0.847525718,0.912918589,0.935032249,0.187031408,0.392212894,0.931140197
0.071778949,0.057664691,0.068281261,0.074268504,0.065725212,0.109764001,0.080281308,0.05221577
0.543512637,0.925623438,0.51994736,0.957710574,0.644150745,0.93814964,0.590655793,0.948311929
0.810068987,0.909251203,0.497578868,0.572496737,0.564708011,0.753496888,0.453620936,0.577687254
0.269401319,0.180198683,0.552559066,0.401381568,0.906897916,0.395831366,0.558687624,0.535735514
0.422665976,0.062522343,0.494093027,0.638177839,0.7675384,0.547972434,0.489915669,0.469273991
0.319295324,0.934231973,0.16661303,0.238133782,0.068911649,0.179343934,0.442896281,0.0658233
0.19598794,0.730339232,0.199158407,0.826111552,0.516524853,0.487168552,0.460716119,0.508166099
0.911112321,0.807627627,0.339325685,0.078216503,0.651055225,0.620998721,0.820143869,0.934391086
0.165229448,0.054850461,0.101133263,0.068342548,0.426532754,0.054285409,0.083618045,0.047285851
0.322807924,0.683241153,0.745414252,0.523236899,0.088540388,0.225562196,0.543468399,0.434126337
0.527219178,0.0875735,0.348818162,0.547769566,0.629525523,0.695486258,0.37799808,0.519998256
0.823125258,0.90619385,0.788953221,0.900651658,0.884010561,0.845884888,0.365885603,0.920602879
0.283863403,0.142263409,0.590506722,0.248043501,0.768633932,0.349119865,0.909840276,0.034630219
0.530403241,0.554395229,0.668172388,0.947003036,0.050430123,0.943655876,0.127580549,0.927829961
0.534635812,0.587403397,0.402575513,0.571520607,0.20943961,0.300843822,0.432310704,0.572080522
0.571546652,0.53405657,0.547856308,0.512933002,0.708246795,0.064014095,0.611900101,0.464897232
0.306479562,0.433512297,0.08071546,0.240792998,0.030723982,0.056035797,0.075136867,0.071576541
0.673672261,0.036752679,0.594065831,0.531536832,0.627423822,0.357455022,0.070462853,0.570375008
0.374427497,0.464497718,0.499830639,0.876993118,0.384991182,0.936977158,0.731256826,0.933936933
0.807120979,0.821598091,0.453537582,0.41543906,0.576201618,0.108867975,0.429464472,0.139389316
0.319761646,0.161929213,0.568766271,0.517645966,0.073393883,0.058672103,0.542330138,0.371061403
0.505848892,0.528811491,0.618543685,0.854756986,0.677810467,0.526592394,0.524766471,0.820576567
0.605115332,0.901067842,0.386131213,0.556621036,0.561508095,0.594435877,0.448566646,0.534615764
0.285566768,0.152799539,0.198574423,0.851082519,0.273171715,0.795174343,0.615540515,0.53801816
0.470151846,0.445875843,0.251095156,0.32490343,0.186153551,0.575787815,0.581232955,0.47878988
0.180744699,0.033461598,0.189763585,0.119316513,0.075966998,0.09115761,0.256044684,0.044746867
0.269813535,0.524187631,0.239043842,0.095320241,0.028843812,0.357911988,0.493380897,0.083940169
0.596193837,0.473412867,0.187573164,0.833161991,0.897296588,0.05000102,0.0552655,0.102596309
0.545393745,0.917098315,0.842735855,0.910540113,0.642877239,0.941283907,0.566425832,0.884854076
0.613168268,0.101110035,0.377968517,0.062410555,0.209399961,0.860845637,0.541929956,0.52963398
0.103338403,0.032611499,0.467353069,0.608149184,0.427262403,0.513405774,0.923095209,0.504452592
0.490775237,0.48918954,0.180899892,0.511619345,0.12028597,0.61962074,0.366519508,0.501064983
0.068978005,0.52702139,0.289826968,0.372113177,0.622964421,0.755887629,0.482100156,0.508694809
0.351439738,0.382551679,0.399297293,0.544900248,0.268673351,0.616083669,0.43596019,0.528358845
0.496332037,0.498942264,0.777616766,0.937931261,0.82810346,0.681644293,0.861373639,0.939122756
0.792391659,0.896996449,0.468712795,0.943467951,0.550893979,0.830019885,0.36609729,0.491104243
0.749871725,0.694408707,0.798514803,0.953583163,0.533119937,0.921536859,0.059012532,0.94803031
0.607831637,0.51074462,0.878207354,0.594726948,0.843527134,0.67519731,0.520402021,0.559188298
0.120120613,0.464591437,0.149312979,0.105685782,0.049224922,0.099342726,0.521297559,0.064889844
0.566555637,0.873760909,0.22380022,0.947179468,0.683400009,0.976280271,0.428921192,0.941839995
0.210486132,0.064298856,0.149300425,0.551552603,0.110264626,0.850248676,0.387740484,0.910259193
0.294097559,0.545179465,0.476645602,0.521483081,0.06372872,0.740003706,0.272045697,0.933261624
0.413048271,0.056768726,0.473934184,0.546396317,0.75264793,0.329264445,0.523489957,0.524886946
0.73502472,0.92782679,0.886554348,0.279858225,0.905695983,0.905687176,0.06997453,0.904933593
0.913685148,0.947681253,0.928766011,0.951432912,0.897747492,0.699585061,0.941213197,0.932880066
0.691375546,0.624807643,0.189370984,0.337351995,0.221017491,0.028957247,0.483812692,0.061845922
0.495106971,0.471716934,0.145617003,0.064650351,0.309796338,0.361459553,0.33005431,0.06836327
0.128897183,0.246582796,0.236528198,0.073529195,0.066462745,0.054043429,0.075640876,0.054896184
0.293396795,0.341451866,0.396350914,0.101113665,0.049134606,0.067004414,0.439252309,0.04889178
