XA L 5,XA L 6,XB L 7,XB L 8,XA L -5,XA L -6,XB L -7,XB L -8
0.077508987,0.6254794,0.480836675,0.543986662,0.412832307,0.48101999,0.418031336,0.397281195
0.618457921,0.620655248,0.07298988,0.102850684,0.759856438,0.411068609,0.783103529,0.741886856
0.068839114,0.378092998,0.098294988,0.567346999,0.515215518,0.156628557,0.035176931,0.048159101
0.069342329,0.316241971,0.486302748,0.539092529,0.085472267,0.360584379,0.039131623,0.869496355
0.919301271,0.917356967,0.46148365,0.18564232,0.848441785,0.399053778,0.451040561,0.449768876
0.134142837,0.863819768,0.51145655,0.738918451,0.535091079,0.368469103,0.598862404,0.391452179
0.362514165,0.046344009,0.035124143,0.121820795,0.078656437,0.036981927,0.061754376,0.188690176
0.824215841,0.837596345,0.841267685,0.457733336,0.73123168,0.809358205,0.743980364,0.75039762
0.184404817,0.110321623,0.308881112,0.175072921,0.126251603,0.122787462,0.310291433,0.053839366
0.726393689,0.70216932,0.524055124,0.177253059,0.539221755,0.428453434,0.547543752,0.423633116
0.455160548,0.449430717,0.087776542,0.078095959,0.467902741,0.425142267,0.231578203,0.639793353
0.497757073,0.380303492,0.078204507,0.443281002,0.386034592,0.072686243,0.485557657,0.487835287
0.052062127,0.311717914,0.05132978,0.09516668,0.348531078,0.031500039,0.023194974,0.046633437
0.205814959,0.377574935,0.115659585,0.129816577,0.239981836,0.095760549,0.044389889,0.058662037
0.493020842,0.496429981,0.683381588,0.4480914,0.419859018,0.401119618,0.918622411,0.657372718
0.502599289,0.642661601,0.062226323,0.416934503,0.291574578,0.21485959,0.56756328,0.207824896
0.414046229,0.460153992,0.13741547,0.050785205,0.070960463,0.42837095,0.089829837,0.462604667
0.312748039,0.466441736,0.659084466,0.478328286,0.511865823,0.170668056,0.081592155,0.34833712
0.08465939,0.075008087,0.645655293,0.070678075,0.074122203,0.408835289,0.613066916,0.265725878
0.865863112,0.859597447,0.569091331,0.558467002,0.871012139,0.735818272,0.672193359,0.717651012
0.472095312,0.252520564,0.076389967,0.083154342,0.085586478,0.516143074,0.043809256,0.175187481
0.376526004,0.451404343,0.383039987,0.333170949,0.117770809,0.37947986,0.538343819,0.264175046
0.141491146,0.114899278,0.040646163,0.147906673,0.04404803,0.085777845,0.819764649,0.117319582
0.135508548,0.083842223,0.406630432,0.052047641,0.066771707,0.060494699,0.060257107,0.136164928
0.077317149,0.507062424,0.522910776,0.457419823,0.105330511,0.456699232,0.502457105,0.154162636
0.874246132,0.567327304,0.543200831,0.654898619,0.739415271,0.947584067,0.421089882,0.777053252
0.144396052,0.338792306,0.546455416,0.163013967,0.092156875,0.350852646,0.488829203,0.112237147
0.023377958,0.035592617,0.506329469,0.024086579,0.422800253,0.023065924,0.02422827,0.028277709
0.136437089,0.320893842,0.091451131,0.15496155,0.174855953,0.168380174,0.336484314,0.347420056
0.505530283,0.159811285,0.522163876,0.276658285,0.476460283,0.502554795,0.059071153,0.51090124
0.433898241,0.213261896,0.087317281,0.12464271,0.159947164,0.541790575,0.074305618,0.27158535
0.060469765,0.594610517,0.550140233,0.582043712,0.17176788,0.317990332,0.740870414,0.786792252
0.423231416,0.064546476,0.037577633,0.050529306,0.506921523,0.37648303,0.326464254,0.265006873
0.050234372,0.176864838,0.661457577,0.469253968,0.526538857,0.565226792,0.045769185,0.251612225
0.045400326,0.55363844,0.530205966,0.056380433,0.05289038,0.158015177,0.029715406,0.053363926
0.078905887,0.062327146,0.058378317,0.060756365,0.088922837,0.078257192,0.047816013,0.042000768
0.820770089,0.661173647,0.120575909,0.15087702,0.618870791,0.876022439,0.766331795,0.598818573
0.496222458,0.634280875,0.493204159,0.4627237,0.580126127,0.701398386,0.559054907,0.89558028
0.495112215,0.864100491,0.098757257,0.443331283,0.460119096,0.286032216,0.055893626,0.900994734
0.085460428,0.063935594,0.054914705,0.431780099,0.490807941,0.122643284,0.713180403,0.559670406
0.064612943,0.099916737,0.077692874,0.551651013,0.135298982,0.102615247,0.168800369,0.416092141
0.037366485,0.037693805,0.541533918,0.6343557,0.106023718,0.243196012,0.045763278,0.338764169
0.509916009,0.552252986,0.105130177,0.575630354,0.130060441,0.464792817,0.450643464,0.363890686
0.802259056,0.784016568,0.808805374,0.790789476,0.832816098,0.873912786,0.810362964,0.825727431
0.115362027,0.08370239,0.44830876,0.094921101,0.068940483,0.054185483,0.512356883,0.044884693
0.237758608,0.782148381,0.094839565,0.158303232,0.106939515,0.110365059,0.061737669,0.050247719
0.141065226,0.568128986,0.359092735,0.121500233,0.668415003,0.37892046,0.020492324,0.164203002
0.066282416,0.338146887,0.099157703,0.12717336,0.381071124,0.476254762,0.913577011,0.366043829
0.905829661,0.076230241,0.035192693,0.045079005,0.094907332,0.085955517,0.071275153,0.047283144
0.928790104,0.948198285,0.944660795,0.932897992,0.941195538,0.937750965,0.945308059,0.932874199
0.058818679,0.460601737,0.053914987,0.031835107,0.03442827,0.586443571,0.032413065,0.041135501
0.539076817,0.047875104,0.047752892,0.060137631,0.53151609,0.037298012,0.032219647,0.078785329
0.076446801,0.052117288,0.052045629,0.079059021,0.063843263,0.059086542,0.045110991,0.068440647
0.84786453,0.778206735,0.921318508,0.91000277,0.745215122,0.791439302,0.600810285,0.045555706
0.434517544,0.458071588,0.877678034,0.910842751,0.481618654,0.913979344,0.436785492,0.868275115
0.523053858,0.571444266,0.030484769,0.552438302,0.523030314,0.402942663,0.052654207,0.478983862
0.910160889,0.523466836,0.951339539,0.920746167,0.932421728,0.472208832,0.038957565,0.910968071
0.105413477,0.493114808,0.021994194,0.032154023,0.034872287,0.480258064,0.028949608,0.545669731
0.063164635,0.341430384,0.62800598,0.935907442,0.32331458,0.525891887,0.55292201,0.83677651
0.068484203,0.367468269,0.037433169,0.462696105,0.914931557,0.582652165,0.774433127,0.831454842
0.050988525,0.100665966,0.896377555,0.617281027,0.040012679,0.308158039,0.493763492,0.65196659
0.102076846,0.509518636,0.511296661,0.525236907,0.054649322,0.520808517,0.030656461,0.789366778
0.124477929,0.144057193,0.076085645,0.532008009,0.297516073,0.333239036,0.052096942,0.171175452
0.075575828,0.084990824,0.462201306,0.447841346,0.049373043,0.074396942,0.048531525,0.211583815
0.461021413,0.325426681,0.100873401,0.09383755,0.558215181,0.931593333,0.502250888,0.463297174
0.916704287,0.79913125,0.951599188,0.94897102,0.433539659,0.951191299,0.534407947,0.873626381
0.036894873,0.035315904,0.057502647,0.412643436,0.041414827,0.030341026,0.018514279,0.264175239
0.498319281,0.547589683,0.060979879,0.038797952,0.111740806,0.04161816,0.08622787,0.837470087
0.377440533,0.140501674,0.147490794,0.415072232,0.269169899,0.243691157,0.076812812,0.596841877
0.060250231,0.389308048,0.083084928,0.224964452,0.049123819,0.276432289,0.032249714,0.438734948
0.559486066,0.546596015,0.069349635,0.070158963,0.502734494,0.438302799,0.926176633,0.022068406
0.073426041,0.447500433,0.1017099,0.038231605,0.026537935,0.047390546,0.024760341,0.02900318
0.834890106,0.372138148,0.475312016,0.859033099,0.26764922,0.425499988,0.538145225,0.384673045
0.051515745,0.178487033,0.590464715,0.115627251,0.051320892,0.130798318,0.032369567,0.705834203
0.51777782,0.49225881,0.810612116,0.506698397,0.432473037,0.651438281,0.440420706,0.282995692
0.031405482,0.047396782,0.031489733,0.030245364,0.035378894,0.048282513,0.027767081,0.115103072
0.47168063,0.284958203,0.47935048,0.511698219,0.161476643,0.100029664,0.280324174,0.499933795
0.088530931,0.325632876,0.285448824,0.383670124,0.199709367,0.555987198,0.285821142,0.432466441
0.162797865,0.48337511,0.658096668,0.17825553,0.434870502,0.512078481,0.588461474,0.489484622
0.493471617,0.482146645,0.105627087,0.454962257,0.434538259,0.097590437,0.446302444,0.387128655
0.503960113,0.568961086,0.088552346,0.050014328,0.293115957,0.129967167,0.04775531,0.088474109
0.116183337,0.061134434,0.516120951,0.046595028,0.042577443,0.073976224,0.063625488,0.049467525
0.53389778,0.08486694,0.03482732,0.046852453,0.392906431,0.068037867,0.161808529,0.021647913
0.154240129,0.48220892,0.319506096,0.503015875,0.511739212,0.367625929,0.478334689,0.422065281
0.122435779,0.0459684,0.036562249,0.051425917,0.04354683,0.050838976,0.102610022,0.35189286
0.375019041,0.297069315,0.473473146,0.594683619,0.068721172,0.027947522,0.063862504,0.078603387
0.055650234,0.278806798,0.066178284,0.445188594,0.516598931,0.322110581,0.117966416,0.555681875
0.067169365,0.111976735,0.529697068,0.527754122,0.124136532,0.089991731,0.036321817,0.468270179
0.345208736,0.513905325,0.11963649,0.783903855,0.082573239,0.177255881,0.129766903,0.114013877
0.058301074,0.089118175,0.109251765,0.079550082,0.100057611,0.157926406,0.066375969,0.22975632
0.103793115,0.317213799,0.228330188,0.834407605,0.078383573,0.301693243,0.070089666,0.424947832
0.070121538,0.139512518,0.063236257,0.111015414,0.037727687,0.474568713,0.017338393,0.525576525
0.163371416,0.052832615,0.045108124,0.444403552,0.047374254,0.083786321,0.694037229,0.21999073
0.055736615,0.839336714,0.064307737,0.026171288,0.065862353,0.936429757,0.034353775,0.134634256
0.890734275,0.383401641,0.101080217,0.244499048,0.536768652,0.354591334,0.643385693,0.23952471
0.063492857,0.034277993,0.032139792,0.054018585,0.551172372,0.349059641,0.368966879,0.094545407
0.094186492,0.29034373,0.109116111,0.047993204,0.077342196,0.385484094,0.11289932,0.171086083
0.029071972,0.029055908,0.026372102,0.035948546,0.048557529,0.073598396,0.372569428,0.07332729
0.370785366,0.629761177,0.520335133,0.103596961,0.340117423,0.339820875,0.390637265,0.507682503
0.039890357,0.896871503,0.23120141,0.442736396,0.610955676,0.043021082,0.04897529,0.081289333
0.387355905,0.139541103,0.457848176,0.049468495,0.158121283,0.375567722,0.021515678,0.212810344
0.798722555,0.552190883,0.096005355,0.02516415,0.93987558,0.161061748,0.306046122,0.119180424
0.766623796,0.915130996,0.950018911,0.899045299,0.839419573,0.839727057,0.662417276,0.11479626
0.064148762,0.370757025,0.065900455,0.181007969,0.517054736,0.532479377,0.547630463,0.058328799
0.176263591,0.874016568,0.810252989,0.188800353,0.073526359,0.935446213,0.442716929,0.54765787
0.086827206,0.478473442,0.063709334,0.858366868,0.306626397,0.465137238,0.419964302,0.357505971
0.122691478,0.239616872,0.301981347,0.135725236,0.169749618,0.072857303,0.092017533,0.152015382
0.232032597,0.336948835,0.059761052,0.037743589,0.061327178,0.051224504,0.08077231,0.406710341
0.567251418,0.507250224,0.235690853,0.143471859,0.101325685,0.800552813,0.928326145,0.718195702
0.498981767,0.039233736,0.037694161,0.048346584,0.087513442,0.033828118,0.055057948,0.402294729
0.299676826,0.079333826,0.077069565,0.037932276,0.056170836,0.068508266,0.035242099,0.068718393
0.08976851,0.143231643,0.368896506,0.04635273,0.028665312,0.136333521,0.164684329,0.025503036
0.148819621,0.538831663,0.538848713,0.543829792,0.035417117,0.158867292,0.04392702,0.907018171
0.080461905,0.672204041,0.053762391,0.057775006,0.200366972,0.088682587,0.024524695,0.227036186
0.114321295,0.850408796,0.479630582,0.445741102,0.037883902,0.678328097,0.948910475,0.75823502
0.547884202,0.55662224,0.554957687,0.593052682,0.928927157,0.574470166,0.706175669,0.899016622
0.083670945,0.452865189,0.176194914,0.760418035,0.056944723,0.279213055,0.73352674,0.370606858
0.046304553,0.106946881,0.587943193,0.647216142,0.135228459,0.279353079,0.555660082,0.346866802
