SA LL 1,SA LL 2,SA LL 5,SA LL 6,SB LL 3,SB LL 4,SB LL 7,SB LL 8
0.226313042,0.573253371,0.923993967,0.144272786,0.315667831,0.07463848,0.057685172,0.68447289
0.425738777,0.559625312,0.439675347,0.62652891,0.10632405,0.539839188,0.647571804,0.096931615
0.295972001,0.477095902,0.300950175,0.071245102,0.314682277,0.117808775,0.856762925,0.254551193
0.017098279,0.034151104,0.046561505,0.394169498,0.054613809,0.027228503,0.143109758,0.077376118
0.039252831,0.054641908,0.125705687,0.519397706,0.183448866,0.121487612,0.11396545,0.066266734
0.027838797,0.457680944,0.142317481,0.085748133,0.025813337,0.117664553,0.051179388,0.042361238
0.397444093,0.635905101,0.507224141,0.801543132,0.180455513,0.536629695,0.440701956,0.515154234
0.299773795,0.073849769,0.128370321,0.112032263,0.057376464,0.077512007,0.109259444,0.190415729
0.477117024,0.563408991,0.375085234,0.596387701,0.682622165,0.4300492,0.48015259,0.163653763
0.871937348,0.928241748,0.936041745,0.632131131,0.877968446,0.938221632,0.713764121,0.709167605
0.071445643,0.161712061,0.354159909,0.566506062,0.132501747,0.237671239,0.362920524,0.06915271
0.059643718,0.055816845,0.183042858,0.056345829,0.056666977,0.15058961,0.110101631,0.064871165
0.024447768,0.044294851,0.122998639,0.0809376,0.302624039,0.354365244,0.533733514,0.037204376
0.954446467,0.944048485,0.912085814,0.187512033,0.586552518,0.802430747,0.863791522,0.968827398
0.771965037,0.545727741,0.799926179,0.53028358,0.516501863,0.538670153,0.791603017,0.934975449
0.03224918,0.034606383,0.126354595,0.032296195,0.04120137,0.035355312,0.209918645,0.11633135
0.455180699,0.439801784,0.449637206,0.211044821,0.311949302,0.227523678,0.325439197,0.114992967
0.045683131,0.06501928,0.151719912,0.144268945,0.54620233,0.500724775,0.787615674,0.686068653
0.236571562,0.225941145,0.246019411,0.508962085,0.566248507,0.469252658,0.414022658,0.656320379
0.198520663,0.110771969,0.584257709,0.589468145,0.900448389,0.872910596,0.757660647,0.896939198
0.521491946,0.607206978,0.454881121,0.36990752,0.515720975,0.253877323,0.418686456,0.600637407
0.891199466,0.904804189,0.835793843,0.119950757,0.887510084,0.917858597,0.901779807,0.814721817
0.194962143,0.191004355,0.273842302,0.123605527,0.27066673,0.251475593,0.16237463,0.215242757
0.546658699,0.494824627,0.482905669,0.041675119,0.032845791,0.082032835,0.102825911,0.073132427
0.477492742,0.093319016,0.112882441,0.191171014,0.065412654,0.180197417,0.048921543,0.015414811
0.432031486,0.522215754,0.494156393,0.514529893,0.226919587,0.347426063,0.087399831,0.104274121
0.440840754,0.537164866,0.4656164,0.049300059,0.850992987,0.452299716,0.648234406,0.6739235
0.57645722,0.126025662,0.390276259,0.20469728,0.471436289,0.098186497,0.230109955,0.446019409
0.285349831,0.418007299,0.906687108,0.41426423,0.185208378,0.569867978,0.079887527,0.067655177
0.073877221,0.058863853,0.116184141,0.053584038,0.457879044,0.457340783,0.059502803,0.649105539
0.455143562,0.162200821,0.527637326,0.907865025,0.645403892,0.921124734,0.892700517,0.894112645
0.219467846,0.508965041,0.144648138,0.478285518,0.236365181,0.251299205,0.40138966,0.289123506
0.540716045,0.55056357,0.508828817,0.118999698,0.068506917,0.091324437,0.04643366,0.120348831
0.882647565,0.75357249,0.603698725,0.255871662,0.381826465,0.628788393,0.356609006,0.030667465
0.082732779,0.373705968,0.388683306,0.102564632,0.213047414,0.259161231,0.303180688,0.14365088
0.76094113,0.3337871,0.603862321,0.668079857,0.487317276,0.598891402,0.756784991,0.144318651
0.275037791,0.177292364,0.321960186,0.415112425,0.308964314,0.280871069,0.197083516,0.052553806
0.319201985,0.515730187,0.279922636,0.730497433,0.488951061,0.545027826,0.630347584,0.064345045
0.472330638,0.495533666,0.513109492,0.464329198,0.734242583,0.835877245,0.517876415,0.667964097
0.420523725,0.454113716,0.386235945,0.781564157,0.315471656,0.272450257,0.399546833,0.116827776
0.302698874,0.083171459,0.522240581,0.363761855,0.164546196,0.203459853,0.304142826,0.185386447
0.017721356,0.079921561,0.058266284,0.037432393,0.025519295,0.044254004,0.106211885,0.072283133
0.398246948,0.536618033,0.569953367,0.09960429,0.231237342,0.603134563,0.411576596,0.927093944
0.748752447,0.20486393,0.59687446,0.872084023,0.780003575,0.553260364,0.781285533,0.080926226
0.068571591,0.066045947,0.076059149,0.057432633,0.691785406,0.536856345,0.645685678,0.396648626
0.582987187,0.524776768,0.237387731,0.63169971,0.120449233,0.071250978,0.257325502,0.298089868
0.94863924,0.883500727,0.880260576,0.866522377,0.643931747,0.580230794,0.538586261,0.659942363
0.097668452,0.316714337,0.462632129,0.516937653,0.191575081,0.218503657,0.511435995,0.090849947
0.143439954,0.340655695,0.12788987,0.594781183,0.948140488,0.534028964,0.071998713,0.212440041
0.956467203,0.695945799,0.876855445,0.473693801,0.297478227,0.421581511,0.680468384,0.880861889
0.518565999,0.195614982,0.338106469,0.096879568,0.342170471,0.180691394,0.167715999,0.225131975
0.845779575,0.466238146,0.788808802,0.416716289,0.767739632,0.723948746,0.213973925,0.528559156
0.079786313,0.096886105,0.167583562,0.107052461,0.158568016,0.166352976,0.152304604,0.137470174
0.191479345,0.322997524,0.408781136,0.501541246,0.545969726,0.599551365,0.501213916,0.51121942
0.192494348,0.54007293,0.232108655,0.487644347,0.831112627,0.535108227,0.662455692,0.406954736
0.538700735,0.630114536,0.5427478,0.225701181,0.615050548,0.934597046,0.811983615,0.623804364
0.240391199,0.517314806,0.513482737,0.156938184,0.27867679,0.310743615,0.368407977,0.178649704
0.536363277,0.507208783,0.863488671,0.577077224,0.47361181,0.528733158,0.733009025,0.949407578
0.430091973,0.489746233,0.512914942,0.38123982,0.853147762,0.320648087,0.368554698,0.05865336
0.220054431,0.561989518,0.499570597,0.127994009,0.131990909,0.537310449,0.662549041,0.064012053
0.930752323,0.840672038,0.90453013,0.074880834,0.0865064,0.141605436,0.544975497,0.832282144
0.289554276,0.612643886,0.32514261,0.237351101,0.225084958,0.221679469,0.162174694,0.779710728
0.442762632,0.106596442,0.209456747,0.403650235,0.448576236,0.514445597,0.83523738,0.497591641
0.515122254,0.570933443,0.514840754,0.139875649,0.068182084,0.170057559,0.056425439,0.08797544
0.809769361,0.802292806,0.463171884,0.555037991,0.306776128,0.205478621,0.355118031,0.155589916
0.128858406,0.101873365,0.427309553,0.565681434,0.773832899,0.864031914,0.838485497,0.887626354
0.606837308,0.519906904,0.572256635,0.180064611,0.536187286,0.543601599,0.300850034,0.559177834
0.027636519,0.101707911,0.184401352,0.435062674,0.151812469,0.237561642,0.38628184,0.542796724
0.639514272,0.591495504,0.894545386,0.910301095,0.530186195,0.763088432,0.925802504,0.702589517
0.929997178,0.252673374,0.931076091,0.868899964,0.903675059,0.90199645,0.895744967,0.756094968
0.060291807,0.050229485,0.063819886,0.075030355,0.079808577,0.053975628,0.436178014,0.634730465
0.813972806,0.814363748,0.777810137,0.364228556,0.842890257,0.87356466,0.552191121,0.65183058
0.424048118,0.584006231,0.180225701,0.21399895,0.460197806,0.43402915,0.460112797,0.339116354
0.274050721,0.110223964,0.273570365,0.311006849,0.205883216,0.106038668,0.042704268,0.261912703
0.11991733,0.109903183,0.177516297,0.116286905,0.409282707,0.448815189,0.377088176,0.897278036
0.340715164,0.061782505,0.360174877,0.140429076,0.625083195,0.576402206,0.034229996,0.234475055
0.452278298,0.455938959,0.483482637,0.851709914,0.869981382,0.887398765,0.882351214,0.487263685
0.221731365,0.082139205,0.30588504,0.1321692,0.08761004,0.159484758,0.124615562,0.071544005
0.885912461,0.864062335,0.922043953,0.931972134,0.537693807,0.867190498,0.098218254,0.946182035
0.687080332,0.459489267,0.496510947,0.802193341,0.673571135,0.392218917,0.754747709,0.160160281
0.285100288,0.303352577,0.393868312,0.186283383,0.264214934,0.325715792,0.215330918,0.109827841
0.084808488,0.214025691,0.196793769,0.065820866,0.32153744,0.2027726,0.39165721,0.158136905
0.594540981,0.448989263,0.922465954,0.593072043,0.508385579,0.559336308,0.580353444,0.060574606
0.135655001,0.504749796,0.097167053,0.095420446,0.188389194,0.179897563,0.10765528,0.114526724
0.077080279,0.055321519,0.469566044,0.504593909,0.125645305,0.058969715,0.166556354,0.066007806
0.025878832,0.061200972,0.204212435,0.145424427,0.629317921,0.524816571,0.830270658,0.439285259
0.546129877,0.48853374,0.512273438,0.476876364,0.565234926,0.516410629,0.486132299,0.89428332
0.33615915,0.048420065,0.200949256,0.514313292,0.638048697,0.577823138,0.53348469,0.645227461
0.432888767,0.526499574,0.338187384,0.058483598,0.118389019,0.152023761,0.047455971,0.052819264
0.81176178,0.281387456,0.614130003,0.786480486,0.072549961,0.138254526,0.116219048,0.165542897
0.097329275,0.283907455,0.262099017,0.211567459,0.191249933,0.66540305,0.696401118,0.474811411
0.026478972,0.291326863,0.034182542,0.546417437,0.020776611,0.029988277,0.026183106,0.037019494
0.095708821,0.124057383,0.146300112,0.085179605,0.189228195,0.130988481,0.096686463,0.3858621
0.043449913,0.118706496,0.224076451,0.128085607,0.075748165,0.192726725,0.077646917,0.406507251
0.049463616,0.546955887,0.414880701,0.71087158,0.406309326,0.186396012,0.217382709,0.24455056
0.899822676,0.942266356,0.951278983,0.885793219,0.804410939,0.632179873,0.395560649,0.271484076
0.098680162,0.230437979,0.429171234,0.332214864,0.230797215,0.108171556,0.126609044,0.401692787
0.02674056,0.167500641,0.053271203,0.081109338,0.031339206,0.029486615,0.150284937,0.142200593
0.437649144,0.349352806,0.504969978,0.613329912,0.472172164,0.509010347,0.110760692,0.762001508
0.221206827,0.05758155,0.189087884,0.403123752,0.045667729,0.262763696,0.145707945,0.114808275
0.49722585,0.46928197,0.587302336,0.687483508,0.515777287,0.495013868,0.729083275,0.61359259
0.534622458,0.435873865,0.78749493,0.41755665,0.426476455,0.236810559,0.32231721,0.40133778
0.639327694,0.442914766,0.508793556,0.511367816,0.9386021,0.921970616,0.931254769,0.952908465
0.168945098,0.259905618,0.159361782,0.629730862,0.304431864,0.55788896,0.195585068,0.701992141
0.17290806,0.115127721,0.655726962,0.167742037,0.150725257,0.081766623,0.268704798,0.172195279
0.416548499,0.490428301,0.897936798,0.746915067,0.577587608,0.826307766,0.607584294,0.490584298
0.34919547,0.499696678,0.469012723,0.473465688,0.745486911,0.842931623,0.296686806,0.152760445
0.899436163,0.848935398,0.75932086,0.795063306,0.844990621,0.823538869,0.927715412,0.905825733
0.843943074,0.904296861,0.434624673,0.086935082,0.107707559,0.321268066,0.032629255,0.050856768
0.383890489,0.480537066,0.453352877,0.598847775,0.581176212,0.514312949,0.703113461,0.386298602
0.128812483,0.082888891,0.128379273,0.735847527,0.107961289,0.140396914,0.035021539,0.137406668
0.9241128,0.911028382,0.595997577,0.439707711,0.270611226,0.498374914,0.926744076,0.514844498
0.079495901,0.036424581,0.122018927,0.553670712,0.03737788,0.042882046,0.259879115,0.047225045
0.635945025,0.569506958,0.57600334,0.937319111,0.924442153,0.944760526,0.08173504,0.636732668
0.036695447,0.042107323,0.046643388,0.040947984,0.051048335,0.042157348,0.690734663,0.137328017
0.04853596,0.05060896,0.171206402,0.615469041,0.045186716,0.077440648,0.046516029,0.084451373
0.085576024,0.063940526,0.233352209,0.118907627,0.053132228,0.064630361,0.290601658,0.256880003
0.646625104,0.50950504,0.528848287,0.401515641,0.49300932,0.556538968,0.792423475,0.221056726
0.873520624,0.867911049,0.898149426,0.429076292,0.931008919,0.897746077,0.834702282,0.834934478
0.507433898,0.530192418,0.078427022,0.047005393,0.498931629,0.526538327,0.028201359,0.130469251
0.049648841,0.035406529,0.096397211,0.042586914,0.065847952,0.05939234,0.042053739,0.039140984
0.4189077,0.074623527,0.393467319,0.392748329,0.921950567,0.813687493,0.867458913,0.844585068
0.870613848,0.862341473,0.179488258,0.630389831,0.198216594,0.192577077,0.055191887,0.585139503
0.04575952,0.03731254,0.059823539,0.055836921,0.038125697,0.029998726,0.120083386,0.167889882
0.042671466,0.345281679,0.514065913,0.040730417,0.940655297,0.921972919,0.467366798,0.029278998
0.079559229,0.137335947,0.147234053,0.504800979,0.520188334,0.527380776,0.031732248,0.564554389
0.079182243,0.075111521,0.244684985,0.057017792,0.06775078,0.096020601,0.290062475,0.186163751
0.062518296,0.451037565,0.166209545,0.263780883,0.331188715,0.085317219,0.52992214,0.046404932
0.506356203,0.479387381,0.472261408,0.745385461,0.82362239,0.803205479,0.862419073,0.922706074
0.04861129,0.048170849,0.229175803,0.092021686,0.077040671,0.057642367,0.183867579,0.158029956
0.576068374,0.57457928,0.672611198,0.917755385,0.848815183,0.9382407,0.884179712,0.74429669
0.956563466,0.888340303,0.926015157,0.545273027,0.249972963,0.165656222,0.512905488,0.059625965
0.639408028,0.940323108,0.693817625,0.316558789,0.564397316,0.665386623,0.662484871,0.647637754
0.887523723,0.920941371,0.816111936,0.244108476,0.524044475,0.555906604,0.777810858,0.090917654
0.4976403,0.036694551,0.646635435,0.63092008,0.043795014,0.167091898,0.090066788,0.049994777
0.043080171,0.077879642,0.434675224,0.154030507,0.099138988,0.131128628,0.064927714,0.023755315
0.347788152,0.381926511,0.436349752,0.582625615,0.2200673,0.426880201,0.07141169,0.459155351
0.211632923,0.523406504,0.419395283,0.444553979,0.643186137,0.736652489,0.776389036,0.754624367
0.575301712,0.373074873,0.404502254,0.074503822,0.401627609,0.245424727,0.141310259,0.500788819
0.850983744,0.872734928,0.489466203,0.037001124,0.054143518,0.027666565,0.128626477,0.120912565
0.881274802,0.841846191,0.529534272,0.797764937,0.19002497,0.121940075,0.039905217,0.670755933
0.048691907,0.158333507,0.258826096,0.528198668,0.231335702,0.256685147,0.266385258,0.669215363
0.601560896,0.468164513,0.474405861,0.499280172,0.541697795,0.603696989,0.819403505,0.08839706
0.092606228,0.168200124,0.12827331,0.455172285,0.532793159,0.47425909,0.543809823,0.560122872
0.230299973,0.114296355,0.251247427,0.426103392,0.094465155,0.085900329,0.056956259,0.07434872
0.173247093,0.506269349,0.433227178,0.478796167,0.476298873,0.501158199,0.454120951,0.7463923
0.476394799,0.827131475,0.561488966,0.507839292,0.542766103,0.451689907,0.414772657,0.636989738
0.116364224,0.418234189,0.229530508,0.171120301,0.363481478,0.192045092,0.532360007,0.078816133
0.303254371,0.17907677,0.227379972,0.464815542,0.155974405,0.311545504,0.515094537,0.874992311
0.795495848,0.552818866,0.357977329,0.5602659,0.347337666,0.240924489,0.690491604,0.064200537
0.402223965,0.758803803,0.137268125,0.561343309,0.856161496,0.734730971,0.582650449,0.138205166
0.091000294,0.135214012,0.218310573,0.099207277,0.372370814,0.208523677,0.262070853,0.116063829
0.192077162,0.358021983,0.242343918,0.112434364,0.308900108,0.221094039,0.385596877,0.158397225
0.105295905,0.126010798,0.156307188,0.099474081,0.219380295,0.215342995,0.173673715,0.559436859
0.050753221,0.038183825,0.065669211,0.053333622,0.050306923,0.042171877,0.03959827,0.068730426
0.469003131,0.463078699,0.146378189,0.036767,0.07993764,0.119500507,0.014086135,0.028326646
0.354448295,0.586232516,0.354711685,0.6331372,0.613756799,0.321819465,0.20209743,0.118734885
0.041849164,0.153976494,0.16232013,0.529950599,0.88876718,0.826401395,0.856506249,0.741640382
0.911815596,0.913968222,0.918623243,0.807990467,0.256239838,0.269824942,0.282699498,0.399621968
0.43563443,0.488650366,0.510510489,0.879804497,0.065851227,0.138978176,0.264169503,0.597797096
0.072314399,0.112488746,0.197632591,0.107622434,0.227858391,0.094786396,0.095435254,0.186510441
0.89288479,0.830851874,0.849745716,0.636117323,0.535930391,0.489564685,0.575493391,0.228805589
0.312828604,0.082696564,0.432334762,0.367359045,0.43972134,0.199948937,0.270445252,0.907512945
0.718554207,0.544678187,0.504752681,0.132537728,0.042946213,0.547001234,0.539725835,0.493137371
0.454432353,0.460425039,0.51234581,0.140906447,0.226365109,0.170575272,0.063371645,0.435667564
0.840043778,0.141403711,0.946066777,0.073155019,0.459203628,0.511019769,0.865423308,0.496432828
0.684419248,0.76733463,0.609951464,0.505901999,0.704053857,0.536998868,0.706522683,0.594312934
0.468602647,0.59741823,0.370667348,0.259847496,0.394504595,0.214182377,0.75281674,0.187319869
0.58128325,0.610772851,0.884992652,0.511336053,0.893171732,0.891901506,0.923398422,0.961110863
0.045300397,0.164466291,0.432005327,0.162669073,0.06627226,0.076375532,0.338565788,0.650391379
0.751478815,0.423201914,0.619177087,0.580904573,0.44125298,0.34035913,0.334804544,0.310433885
0.134578734,0.065197017,0.065799904,0.106317761,0.048715851,0.062944567,0.176667933,0.20385313
0.679669109,0.357345481,0.51039857,0.05182488,0.495324908,0.591155559,0.680078893,0.606696885
0.60755766,0.542407513,0.506616434,0.657504293,0.920713549,0.941483085,0.500036284,0.883271084
0.618642397,0.639597348,0.568108373,0.783088319,0.579662815,0.605703994,0.171363324,0.069179003
0.473610075,0.48692726,0.125963226,0.025714297,0.107577206,0.059029721,0.032740558,0.039122953
0.374166456,0.213949291,0.3552164,0.218002604,0.245994333,0.382167428,0.017242349,0.086285588
0.353074393,0.478387348,0.524807861,0.639149176,0.08045812,0.080220026,0.360761901,0.414266923
0.524068462,0.517527434,0.481527941,0.868581478,0.69483291,0.884512673,0.831950564,0.838374813
0.641765849,0.539697158,0.618930671,0.701745966,0.43438406,0.163985221,0.258774853,0.590952808
0.118648577,0.25745456,0.085102351,0.401504803,0.075522055,0.098660377,0.127476483,0.290243246
0.209532541,0.890440818,0.927303163,0.520920026,0.668173192,0.691954968,0.396380743,0.371428667
