FA L 7,FA L 8,FA Lla,FA LLb,FB L 5,FB L 6,FB Lla,FB LLb
0.931664287,0.832989955,0.935636908,0.922575066,0.928660986,0.928135097,0.950582904,0.934708169
0.116907925,0.292418396,0.604969334,0.724839262,0.883554609,0.927357007,0.920508429,0.869247237
0.880434254,0.79286339,0.88820481,0.946157237,0.535889447,0.873807707,0.43247556,0.815081561
0.88567947,0.586536137,0.768734534,0.83465186,0.64070012,0.109315424,0.660791768,0.787255438
0.418708537,0.558072028,0.569335998,0.630408788,0.881120781,0.562883936,0.890351855,0.884310389
0.087907087,0.227627535,0.105328518,0.279809537,0.184580915,0.07846703,0.089140233,0.460142723
0.411660304,0.498965594,0.780593492,0.715191551,0.512181229,0.039900423,0.924915302,0.859264718
0.496243347,0.737706178,0.19520815,0.817332411,0.42080751,0.906592476,0.159737202,0.260804596
0.462480014,0.35052521,0.914034917,0.455749524,0.886368876,0.465302503,0.939917203,0.912448101
0.76643472,0.682022802,0.866804619,0.847097405,0.585219974,0.530489665,0.757277272,0.777628305
0.949192873,0.775100774,0.819370902,0.90283826,0.938866349,0.936903608,0.859214404,0.891444262
0.606612456,0.811960419,0.949815827,0.966708953,0.133028144,0.899527847,0.427340474,0.778337744
0.906413289,0.873128992,0.830321586,0.954796488,0.565119536,0.906912572,0.945464403,0.967334738
0.686491695,0.878419597,0.748255297,0.857470409,0.886140161,0.899028383,0.902318877,0.845686874
0.621024714,0.498356657,0.950866785,0.84629455,0.485363704,0.239855684,0.503990171,0.428493406
0.770446209,0.870405674,0.937972239,0.84237519,0.448834219,0.909260007,0.667715389,0.529392777
0.583454212,0.651642079,0.69212758,0.780295325,0.579050777,0.587933167,0.807699057,0.754967926
0.454546103,0.835574625,0.617195183,0.89979555,0.93782841,0.462666216,0.949651158,0.864159904
0.914066805,0.859605873,0.91129701,0.963965095,0.915155969,0.896294666,0.871400475,0.964795882
0.922014859,0.868771705,0.910256586,0.886905088,0.698002937,0.479337716,0.947162024,0.907931892
0.8632338,0.849519036,0.940855902,0.92043887,0.623313142,0.633565054,0.916526339,0.94200847
0.171211276,0.756549747,0.737913915,0.490340224,0.148542362,0.188541462,0.180719013,0.231564763
0.666187224,0.829970554,0.948607074,0.845646438,0.384939181,0.652657009,0.618280139,0.83853618
0.927693173,0.928668819,0.798211375,0.622495288,0.937283108,0.925439413,0.593656578,0.529408926
0.287418418,0.323873296,0.785185376,0.753090814,0.642461929,0.620120226,0.731759553,0.651895975
0.545506815,0.249768299,0.727959406,0.456049112,0.870471573,0.778672437,0.884383028,0.910910489
0.908556505,0.810088062,0.795821524,0.860179124,0.891643307,0.925079728,0.945014391,0.810138506
0.89407737,0.722990018,0.109794492,0.92685138,0.834735609,0.859500376,0.784301469,0.158550115
0.939754256,0.912934327,0.910899773,0.77106504,0.923761918,0.927900173,0.819841106,0.699604711
0.428070568,0.281898016,0.520873359,0.319588251,0.138144332,0.79617847,0.122430323,0.530547118
0.629138482,0.380498864,0.038103305,0.482546046,0.16310001,0.872444186,0.105312149,0.206755581
0.701677241,0.787592706,0.362445339,0.183499542,0.514503499,0.475567172,0.524632639,0.512787947
0.709835068,0.623932273,0.919738975,0.739725216,0.473048575,0.501624028,0.597679555,0.610912922
0.539701002,0.537779284,0.421969029,0.789387664,0.530934604,0.901783281,0.661924699,0.756028678
0.608906296,0.777787273,0.693865919,0.897207647,0.861070416,0.554915535,0.739010048,0.843826447
0.813068557,0.724379236,0.847473728,0.903328411,0.873562468,0.877278253,0.935670386,0.85218106
0.81315825,0.657889136,0.65458511,0.897334066,0.808922522,0.524412697,0.55399305,0.716540536
0.904354432,0.804631983,0.355180301,0.836338487,0.506678282,0.556990076,0.507730142,0.600616062
0.706269312,0.479432278,0.942255617,0.727168689,0.490551726,0.545677955,0.208883552,0.552295923
0.89446052,0.685958415,0.777089917,0.882426244,0.587253715,0.832502624,0.948925848,0.86463777
0.555033838,0.467476796,0.830415066,0.714373407,0.573959892,0.711449564,0.580206799,0.782807309
0.922279082,0.614358186,0.608395182,0.797959223,0.885367104,0.856128712,0.877892205,0.668543551
0.696235734,0.532040367,0.575887503,0.693684185,0.116336673,0.164792878,0.048270832,0.057301867
0.244224511,0.288768499,0.113004542,0.443994447,0.897292787,0.089611008,0.710717597,0.098741621
0.494912913,0.564848556,0.842628345,0.435283272,0.516992099,0.523312561,0.506968804,0.74323116
0.593349262,0.611676165,0.872155553,0.688956519,0.610146401,0.934716537,0.779625004,0.59934667
0.541776344,0.55754176,0.454898909,0.660944714,0.918678164,0.939417858,0.872172389,0.807044428
0.924298668,0.900005078,0.91737235,0.932826683,0.866938055,0.921124383,0.650001162,0.856847059
0.461370385,0.419271829,0.746146413,0.557460503,0.502417343,0.907077732,0.584783635,0.727863811
0.408333334,0.375234846,0.265333663,0.728308734,0.538453882,0.369678877,0.555231235,0.808771705
0.089179958,0.585407339,0.143338197,0.50701704,0.037652059,0.063879805,0.117410688,0.087776204
0.59260242,0.483154189,0.529865978,0.773313972,0.491834312,0.521502707,0.612627155,0.487987148
0.954865202,0.963929269,0.878675212,0.918407424,0.083992152,0.960689866,0.217403337,0.443748589
0.878988924,0.606272212,0.760139374,0.860864882,0.236012037,0.780082749,0.653583188,0.834225228
0.504699519,0.775352039,0.768156575,0.69670958,0.466678388,0.568030092,0.424609798,0.615203681
0.905493407,0.883713427,0.965914074,0.840424254,0.924718983,0.61843577,0.365038264,0.675733113
0.229314532,0.762547365,0.442747507,0.567340762,0.853612961,0.901545634,0.709512118,0.794916584
0.77831184,0.57743951,0.851505483,0.664106064,0.560980391,0.903322856,0.433922102,0.513599724
0.066598729,0.166218234,0.346628188,0.230767504,0.419855142,0.465355794,0.140235518,0.149964109
0.536627725,0.503331861,0.631268991,0.450882392,0.161926942,0.467227091,0.610677125,0.829621257
0.933250829,0.82677553,0.655521222,0.837753694,0.942267907,0.925359054,0.864311925,0.700950389
0.925197664,0.916559451,0.894055968,0.934918908,0.912456391,0.882100028,0.948726674,0.928548463
0.873313424,0.820524581,0.916122544,0.809208016,0.59294246,0.869640838,0.767444779,0.764196493
0.528438811,0.392240261,0.747614936,0.68930162,0.603273838,0.414301649,0.605131802,0.623149601
0.902145906,0.888048309,0.946570499,0.957795106,0.912059932,0.852499225,0.595745277,0.334626446
0.630654334,0.886219943,0.950909973,0.938440501,0.791041251,0.879941082,0.956482171,0.957464546
0.943480476,0.926706904,0.886046225,0.895880818,0.932561723,0.944297062,0.917581926,0.892663163
0.201897812,0.85323824,0.518705,0.619814291,0.878943255,0.434005614,0.912923852,0.869281725
0.94150883,0.702611339,0.396278377,0.794334821,0.543645791,0.939509872,0.842121041,0.709117599
