Generation	X	Y	Population	NormalCells	DeathRate	Diversity	DriverDiversity
680.869507	0	0	1025	0	100.000000	0.000000	0.000000
690.869751	0	0	1025	0	100.000000	0.000000	0.000000
700.870056	0	0	1026	0	100.000000	0.000000	0.000000
710.870422	0	0	1025	0	100.000000	0.000000	0.000000
720.870728	0	0	1024	0	0.000000	0.000000	0.000000
730.871094	0	0	1025	0	100.000000	0.000000	0.000000
740.871277	0	0	1025	0	100.000000	0.000000	0.000000
750.871704	0	0	1025	0	100.000000	0.000000	0.000000
760.871765	0	0	1025	0	100.000000	0.000000	0.000000
770.871887	0	0	1025	0	100.000000	0.000000	0.000000
780.872253	0	0	1025	0	100.000000	0.000000	0.000000
790.872498	0	0	1024	0	0.000000	0.000000	0.000000
800.872864	0	0	1025	0	100.000000	0.000000	0.000000
810.873047	0	0	1025	0	100.000000	0.000000	0.000000
820.873352	0	0	1025	0	100.000000	0.000000	0.000000
830.873474	0	0	1025	0	100.000000	0.000000	0.000000
840.873718	0	0	1025	0	100.000000	0.000000	0.000000
850.874023	0	0	1025	0	100.000000	0.000000	0.000000
860.874268	0	0	1025	0	100.000000	0.000000	0.000000
870.874634	0	0	1025	0	100.000000	0.000000	0.000000
880.874878	0	0	1025	0	100.000000	0.000000	0.000000
890.875122	0	0	1025	0	100.000000	0.000000	0.000000
900.875366	0	0	1025	0	100.000000	0.000000	0.000000
910.875549	0	0	1025	0	100.000000	0.000000	0.000000
920.875732	0	0	1025	0	100.000000	0.000000	0.000000
930.875977	0	0	1025	0	100.000000	0.000000	0.000000
940.876160	0	0	1024	0	0.000000	0.000000	0.000000
950.876465	0	0	1025	0	100.000000	0.000000	0.000000
960.876709	0	0	1025	0	100.000000	0.000000	0.000000
970.876892	0	0	1025	0	100.000000	0.000000	0.000000
980.877197	0	0	1026	0	100.000000	0.000000	0.000000
990.877441	0	0	1024	0	0.000000	0.000000	0.000000
1000.000000	0	0	1025	0	100.000000	0.000000	0.000000
