NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	DriverIdentity	Parent	Population	BirthRate	MigrationRate	OriginTime	DriverMutations	MigrationMutations	PassengerMutations
1	1	-1	-1	0.000000	0	0	0	1	1.000000	0.000000	0.000000	0	0	0
2	1	-1	-1	1.219271	0	0	0	2	1.000000	0.000000	0.000000	0	0	0
3	1	-1	-1	2.681512	0	0	0	3	1.000000	0.000000	0.000000	0	0	0
5	1	-1	-1	3.729490	0	0	0	5	1.000000	0.000000	0.000000	0	0	0
8	1	-1	-1	4.762371	0	0	0	8	1.000000	0.000000	0.000000	0	0	0
17	1	-1	-1	5.798800	0	0	0	17	1.000000	0.000000	0.000000	0	0	0
37	1	-1	-1	6.825164	0	0	0	37	1.000000	0.000000	0.000000	0	0	0
92	1	-1	-1	7.826311	0	0	0	92	1.000000	0.000000	0.000000	0	0	0
213	1	-1	-1	8.833347	0	0	0	213	1.000000	0.000000	0.000000	0	0	0
439	1	-1	-1	9.835621	0	0	0	439	1.000000	0.000000	0.000000	0	0	0
680	1	-1	-1	10.840543	0	0	0	680	1.000000	0.000000	0.000000	0	0	0
859	1	-1	-1	11.842575	0	0	0	859	1.000000	0.000000	0.000000	0	0	0
957	1	-1	-1	12.843391	0	0	0	957	1.000000	0.000000	0.000000	0	0	0
999	1	-1	-1	13.843571	0	0	0	999	1.000000	0.000000	0.000000	0	0	0
1007	1	-1	-1	14.844314	0	0	0	1007	1.000000	0.000000	0.000000	0	0	0
1020	1	-1	-1	15.844493	0	0	0	1020	1.000000	0.000000	0.000000	0	0	0
1023	1	-1	-1	16.845079	0	0	0	1023	1.000000	0.000000	0.000000	0	0	0
1024	1	-1	-1	17.846596	0	0	0	1024	1.000000	0.000000	0.000000	0	0	0
1024	1	-1	-1	18.846603	0	0	0	1024	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	19.847532	0	0	0	1025	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	20.847744	0	0	0	1025	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	21.847929	0	0	0	1025	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	22.847975	0	0	0	20	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	22.847975	2	2	0	1005	12.905224	0.000000	21.918739	1	0	0
1025	1	-1	-1	23.848022	0	0	0	0	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	23.848022	2	2	0	1024	12.905224	0.000000	21.918739	1	0	0
1025	1	-1	-1	24.848040	0	0	0	0	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	24.848040	2	2	0	1025	12.905224	0.000000	21.918739	1	0	0
1025	1	-1	-1	25.848059	0	0	0	0	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	25.848059	2	2	0	1025	12.905224	0.000000	21.918739	1	0	0
1025	1	-1	-1	26.848068	0	0	0	0	1.000000	0.000000	0.000000	0	0	0
1025	1	-1	-1	26.848068	2	2	0	1024	12.905224	0.000000	21.918739	1	0	0
1025	1	-1	-1	27.848127	0	0	0	0	1.000000	0.000000	0.000000	0	0	0
