Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
0.000000	1	0	0	0	0.000000	0.000000	0.000000	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1.219271	2	1	0	0	0.000000	0.000000	0.000000	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
2.681512	3	2	0	0	0.333333	0.000000	0.222222	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2	2	1	1	1	2	1	2	3	0	0	0	0	0	0	0	0	0	0
3.729490	5	4	0	0	0.600000	0.000000	0.240000	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2	2	1	1	1	2	1	2	5	0	0	0	0	0	0	0	0	0	0
4.762371	8	7	0	0	0.750000	0.000000	0.437500	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3	3	1	1	1	3	1	3	8	0	0	0	0	0	0	0	0	0	0
5.798800	17	16	0	0	1.000000	0.000000	0.470588	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3	3	1	1	1	3	1	3	17	0	0	0	0	0	0	0	0	0	0
6.825164	37	37	1	0	0.864865	0.000000	0.549306	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5	5	1	1	1	5	1	5	37	0	0	0	0	0	0	0	0	0	0
7.826311	92	95	4	0	0.902174	0.000000	0.523039	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	11	11	1	1	1	11	1	11	92	0	0	0	0	0	0	0	0	0	0
8.833347	213	237	25	0	0.943662	0.000000	0.644713	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	16	16	1	1	1	16	1	16	213	0	0	0	0	0	0	0	0	0	0
9.835621	439	586	148	0	0.904328	0.000000	0.701553	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	46	46	1	1	1	47	1	51	439	0	0	0	0	0	0	0	0	0	0
10.840543	680	1156	477	0	1.026471	0.000000	0.816946	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	72	72	1	1	1	74	1	94	680	0	0	0	0	0	0	0	0	0	0
11.842575	859	1891	1033	0	1.031432	0.000000	0.903552	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	100	100	1	1	1	105	1	152	859	0	0	0	0	0	0	0	0	0	0
12.843391	957	2777	1821	0	1.113898	0.000000	0.953590	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	109	109	1	1	1	121	1	206	957	0	0	0	0	0	0	0	0	0	0
13.843571	999	3758	2760	0	1.180180	0.000000	1.102672	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	126	126	1	1	1	136	1	270	999	0	0	0	0	0	0	0	0	0	0
14.844314	1007	4736	3730	0	1.220457	0.000000	1.059640	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	139	139	1	1	1	155	1	344	1007	0	0	0	0	0	0	0	0	0	0
15.844493	1020	5762	4743	0	1.334314	0.000000	1.222548	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	162	162	1	1	1	185	1	418	1020	0	0	0	0	0	0	0	0	0	0
16.845079	1023	6722	5700	0	1.506354	0.000000	1.403428	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	180	180	1	1	1	208	1	489	1023	0	0	0	0	0	0	0	0	0	0
17.846596	1024	7734	6711	0	1.669922	0.000000	1.574646	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	183	183	1	1	1	226	1	580	1024	0	0	0	0	0	0	0	0	0	0
18.846603	1024	8710	7687	0	1.714844	0.000000	1.688214	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	185	185	1	1	1	240	1	657	1024	0	0	0	0	0	0	0	0	0	0
19.847532	1025	9775	8751	0	1.774634	0.000000	1.567745	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	193	193	1	1	1	263	1	750	1025	0	0	0	0	0	0	0	0	0	0
20.847744	1025	10753	9729	0	1.886829	0.000000	1.635973	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	205	205	1	1	1	291	1	836	1025	0	0	0	0	0	0	0	0	0	0
21.847929	1025	11696	10672	0	1.978537	0.000000	1.757588	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	194	194	1	1	1	291	1	903	1025	0	0	0	0	0	0	0	0	0	0
22.847975	1025	16278	15254	0	4.798049	0.980488	1.166045	0.019132	1.267293e+01	0.000000e+00	2.711584e+00	0.000000e+00	172	172	2	1	1	365	3	1272	20	1005	0	0	0	0	0	0	0	0	0
23.848022	1025	29539	28515	0	5.690732	1.000976	1.450696	0.000975	1.290256e+01	0.000000e+00	7.284752e-03	0.000000e+00	210	210	2	1	1	555	3	2309	0	1024	1	0	0	0	0	0	0	0	0
24.848040	1025	42664	41640	0	6.960000	1.000000	2.450107	0.000000	1.290522e+01	0.000000e+00	0.000000e+00	0.000000e+00	227	227	1	1	1	765	3	3352	0	1025	0	0	0	0	0	0	0	0	0
25.848059	1025	55651	54627	0	7.795122	1.000000	3.456563	0.000000	1.290522e+01	0.000000e+00	0.000000e+00	0.000000e+00	215	215	1	1	1	983	3	4375	0	1025	0	0	0	0	0	0	0	0	0
26.848068	1025	68870	67846	0	8.891707	1.000976	4.980468	0.000975	1.289889e+01	0.000000e+00	4.109913e-02	0.000000e+00	220	220	2	1	1	1245	3	5468	0	1024	1	0	0	0	0	0	0	0	0
