Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.840543	1	0.001471	34
10.840543	2	0.002941	13
10.840543	3	0.004412	8
10.840543	4	0.005882	6
10.840543	5	0.007353	0
10.840543	6	0.008824	1
10.840543	7	0.010294	3
10.840543	8	0.011765	2
10.840543	9	0.013235	0
10.840543	10	0.014706	0
10.840543	207	0.304412	1
10.840543	227	0.333824	1
10.840543	62	0.091176	1
10.840543	15	0.022059	1
10.840543	18	0.026471	1
20.847744	1	0.000976	93
20.847744	2	0.001951	32
20.847744	3	0.002927	17
20.847744	4	0.003902	16
20.847744	5	0.004878	10
20.847744	6	0.005854	7
20.847744	7	0.006829	3
20.847744	8	0.007805	3
20.847744	9	0.008780	3
20.847744	10	0.009756	1
20.847744	124	0.120976	1
20.847744	153	0.149268	1
20.847744	54	0.052683	1
20.847744	13	0.012683	4
20.847744	28	0.027317	1
20.847744	14	0.013659	1
20.847744	12	0.011707	4
20.847744	11	0.010732	2
20.847744	18	0.017561	2
20.847744	16	0.015610	1
20.847744	17	0.016585	1
20.847744	15	0.014634	1
30.848183	1	0.000976	84
30.848183	2	0.001951	31
30.848183	3	0.002927	30
30.848183	4	0.003902	18
30.848183	5	0.004878	14
30.848183	6	0.005854	9
30.848183	7	0.006829	8
30.848183	8	0.007805	1
30.848183	9	0.008780	3
30.848183	10	0.009756	2
30.848183	25	0.024390	1
30.848183	21	0.020488	1
30.848183	15	0.014634	3
30.848183	36	0.035122	1
30.848183	18	0.017561	3
30.848183	12	0.011707	4
30.848183	13	0.012683	4
30.848183	17	0.016585	4
30.848183	30	0.029268	1
30.848183	16	0.015610	1
30.848183	43	0.041951	1
30.848183	11	0.010732	4
40.848648	1	0.000976	84
40.848648	2	0.001951	31
40.848648	3	0.002927	30
40.848648	4	0.003902	9
40.848648	5	0.004878	8
40.848648	6	0.005854	12
40.848648	7	0.006829	9
40.848648	8	0.007805	6
40.848648	9	0.008780	8
40.848648	10	0.009756	5
40.848648	13	0.012683	2
40.848648	19	0.018537	2
40.848648	16	0.015610	2
40.848648	11	0.010732	2
40.848648	37	0.036098	1
40.848648	20	0.019512	1
40.848648	59	0.057561	1
40.848648	12	0.011707	2
40.848648	21	0.020488	1
40.848648	18	0.017561	2
40.848648	15	0.014634	1
40.848648	27	0.026341	1
40.848648	22	0.021463	1
40.848648	29	0.028293	1
50.849186	1	0.000976	77
50.849186	2	0.001951	45
50.849186	3	0.002927	28
50.849186	4	0.003902	16
50.849186	5	0.004878	4
50.849186	6	0.005854	5
50.849186	7	0.006829	8
50.849186	8	0.007805	5
50.849186	9	0.008780	7
50.849186	10	0.009756	5
50.849186	21	0.020488	1
50.849186	28	0.027317	1
50.849186	13	0.012683	1
50.849186	14	0.013659	5
50.849186	16	0.015610	1
50.849186	22	0.021463	1
50.849186	26	0.025366	1
50.849186	29	0.028293	1
50.849186	12	0.011707	5
50.849186	43	0.041951	1
50.849186	11	0.010732	4
50.849186	15	0.014634	1
50.849186	47	0.045854	1
50.849186	17	0.016585	1
60.849747	1	0.000976	95
60.849747	2	0.001951	34
60.849747	3	0.002927	30
60.849747	4	0.003902	9
60.849747	5	0.004878	20
60.849747	6	0.005854	5
60.849747	7	0.006829	7
60.849747	8	0.007805	5
60.849747	9	0.008780	4
60.849747	10	0.009756	2
60.849747	18	0.017561	2
60.849747	16	0.015610	4
60.849747	12	0.011707	3
60.849747	27	0.026341	1
60.849747	11	0.010732	3
60.849747	25	0.024390	1
60.849747	17	0.016585	2
60.849747	29	0.028293	1
60.849747	31	0.030244	1
60.849747	33	0.032195	1
60.849747	21	0.020488	1
60.849747	34	0.033171	1
60.849747	30	0.029268	1
60.849747	15	0.014634	1
60.849747	13	0.012683	1
70.850159	1	0.000976	74
70.850159	2	0.001951	42
70.850159	3	0.002927	21
70.850159	4	0.003902	21
70.850159	5	0.004878	11
70.850159	6	0.005854	4
70.850159	7	0.006829	4
70.850159	8	0.007805	4
70.850159	9	0.008780	2
70.850159	10	0.009756	10
70.850159	16	0.015610	2
70.850159	20	0.019512	1
70.850159	14	0.013659	3
70.850159	28	0.027317	1
70.850159	23	0.022439	2
70.850159	15	0.014634	4
70.850159	13	0.012683	2
70.850159	27	0.026341	1
70.850159	26	0.025366	2
70.850159	11	0.010732	4
70.850159	21	0.020488	1
70.850159	18	0.017561	2
70.850159	12	0.011707	1
70.850159	17	0.016585	1
80.851204	1	0.000976	83
80.851204	2	0.001951	39
80.851204	3	0.002927	26
80.851204	4	0.003902	13
80.851204	5	0.004878	8
80.851204	6	0.005854	8
80.851204	7	0.006829	8
80.851204	8	0.007805	5
80.851204	9	0.008780	5
80.851204	10	0.009756	4
80.851204	30	0.029268	1
80.851204	29	0.028293	1
80.851204	59	0.057561	1
80.851204	19	0.018537	2
80.851204	12	0.011707	2
80.851204	57	0.055610	1
80.851204	23	0.022439	2
80.851204	21	0.020488	1
80.851204	11	0.010732	4
80.851204	22	0.021463	1
80.851204	27	0.026341	1
80.851204	20	0.019512	1
80.851204	17	0.016585	1
80.851204	13	0.012683	1
80.851204	18	0.017561	1
90.851692	1	0.000976	80
90.851692	2	0.001951	44
90.851692	3	0.002927	27
90.851692	4	0.003902	14
90.851692	5	0.004878	16
