IA1,IA-11,IA-12,IA-13,IB2,IB-14,IB-15,IB-16
0.946160156,0.924241624836856,0.932784229919327,0.88907042720882,0.466812804,0.459960987947702,0.475787629135609,0.449382288078009
0.55882203,0.528064030363936,0.67583300636195,0.71849439934923,0.898734739,0.893055226386252,0.869852980404712,0.744851869249228
0.023865587,0.0348231274110739,0.0333959309039499,0.096599194151943,0.320876495,0.326192985890117,0.307561061954865,0.292823853845463
0.336931103,0.0478647881266701,0.301592248034201,0.376198870167879,0.351103547,0.330383645803532,0.316461020673664,0.355060572020545
0.120000991,0.0414903461179155,0.0546165900716326,0.168974628048888,0.05575506,0.059071650040234,0.0415740532151067,0.137408376002255
0.042991939,0.0346219908814287,0.0522229071250175,0.0995479371865182,0.117165562,0.0509677417215393,0.0385070876562264,0.0650117863464682
0.042438376,0.0350439633660883,0.0626605364696645,0.0554293464142373,0.221243754,0.248194136138807,0.1445556137253,0.343149340012561
0.022144763,0.0293707963900267,0.0262261607015605,0.0601190442519361,0.285818059,0.371059479947466,0.33821799543635,0.371136037974246
0.271896305,0.0352274450144526,0.483082565796255,0.318180882330279,0.335459323,0.309201658408587,0.313684067597343,0.283173342352665
0.588531462,0.497361626859859,0.378048330283049,0.657377256681683,0.918868131,0.913113353786459,0.931693214331274,0.915486284887995
0.315956526,0.246613665791168,0.132448258631566,0.185041781608148,0.093081036,0.0876369166231719,0.0930102702030303,0.110569727803498
0.711964739,0.910415467264229,0.675060676212988,0.670927171792481,0.65628877,0.644394708783691,0.654835667638562,0.614846654322874
0.925493294,0.591405545381223,0.939981867033478,0.915036158200687,0.790067473,0.777690725067445,0.67421622776938,0.69308099397437
0.916384051,0.908084567814945,0.909212621539651,0.862815414406365,0.879887807,0.905291430779549,0.892699996380604,0.884897825454154
0.048591497,0.0488917555451967,0.049484219655296,0.153929299562784,0.033835846,0.037940024946239,0.0568026395954922,0.0639735292976703
0.523799299,0.702084674876001,0.666664361152388,0.848763945695232,0.847004058,0.910870774621152,0.602908696503807,0.881059975012977
0.913399145,0.675963588662686,0.572363523309836,0.793746001777752,0.739797486,0.598124383260264,0.693382307011747,0.604418661620704
0.501998399,0.444926004785435,0.385293834681248,0.377297361821333,0.284388726,0.251193904091236,0.281731437883628,0.2753531232648
0.42707483,0.44172649676881,0.430459660845141,0.290950146253444,0.029289594,0.0322442210732434,0.0284403302518573,0.0341125701140276
0.035364744,0.0375491469540326,0.037523869994569,0.178743353468605,0.039498398,0.0360304986253666,0.0471622121235707,0.0518244134880965
0.903763576,0.890234089429019,0.840116293624012,0.8395626574339,0.888100075,0.858750491056393,0.869999001434119,0.846544595018062
0.038568136,0.0374594118459557,0.0374620709882103,0.204389369930423,0.047312911,0.0562792735241891,0.0328741123006065,0.052815713673185
0.086909948,0.331183273229749,0.0210332581937553,0.121088386632387,0.038594443,0.0310065848442692,0.0331909954991915,0.0622417827863536
0.810001617,0.657680632830573,0.695918207540017,0.572053939444271,0.551123342,0.557705037058561,0.515136626775656,0.532888522922088
0.648964372,0.656992679481905,0.914881635990378,0.747116312057376,0.626975955,0.606924218835289,0.624701526567679,0.594307304775264
0.314148965,0.302685526644548,0.294733380169405,0.368160331519623,0.524639433,0.434116320446241,0.439401812726817,0.43832095195278
0.624072591,0.912158068562375,0.892764349436345,0.560453802267436,0.937357706,0.901488636402156,0.865517267214028,0.911154873546832
0.945809052,0.937582042318964,0.923537984319108,0.914283857666908,0.485074588,0.51463605539537,0.516736312292701,0.495201241390748
0.432922807,0.431515415117887,0.428942177132366,0.529457733817456,0.349209477,0.569056271097424,0.489981587185343,0.393186899724558
0.426864154,0.0415256714209522,0.0567538736734223,0.333656920697576,0.389681915,0.37077490018204,0.362825452713984,0.365858092617225
0.032337895,0.043230364892238,0.0318348527895819,0.0432140651335453,0.038400057,0.0282385290397498,0.0303367060527517,0.037234995807248
0.539123092,0.513629601119725,0.595001457553496,0.687705591907911,0.591423975,0.393466019596393,0.482639576158518,0.580906944848361
0.196416109,0.0527165427831197,0.0530130750687348,0.108467610440145,0.092643831,0.319076849587824,0.211217856679987,0.30399109948461
0.049557935,0.0771402405502179,0.0599902183357399,0.27962693997189,0.590744136,0.611426141318523,0.44041790293665,0.583158598676081
0.391384846,0.0452633073834288,0.0538955543405467,0.22844653564645,0.441343744,0.412756652792591,0.405168720409155,0.385768555903033
0.360684065,0.622535379925878,0.136757983539204,0.360486888186965,0.416758897,0.540274573124098,0.295516842734995,0.321957197833704
0.381583233,0.309125321726119,0.216797416655944,0.33718033525748,0.562921924,0.475083985501446,0.415730302221174,0.513750707936582
0.633987614,0.675071095814704,0.880572762642995,0.850683747122502,0.911072677,0.913917480215983,0.926806355066,0.898175357753159
0.647485857,0.541975257611752,0.204059855427055,0.298977769943352,0.36988616,0.274250041446118,0.258898329703278,0.174866669002512
0.166750646,0.273727162885176,0.444444884295256,0.42248560924125,0.654234036,0.645571968470088,0.500301558253778,0.612829354417456
0.441657847,0.412678236413952,0.399977208298612,0.367405634666192,0.335874574,0.323199183290835,0.270610253461064,0.319281258885947
0.15400831,0.316285116757236,0.0260188975147976,0.143734930256341,0.61847541,0.621670326236729,0.641314467231687,0.607311751309185
0.433805031,0.458444482093438,0.918534765871473,0.516036944024124,0.937435189,0.911605295712475,0.930027087743158,0.919230435881286
0.439812518,0.380892757276318,0.414112229222827,0.390134124406515,0.057792365,0.0321567735411012,0.0385045247048933,0.0589135463001896
0.068452225,0.0761296956631983,0.0699124788424799,0.0795979379998051,0.072776118,0.05965891199655,0.0699539737710404,0.0642141664377177
0.404391751,0.37646604173428,0.361868413671067,0.391775852228791,0.071163078,0.0410870718522043,0.04847322838072,0.0746106581687627
0.055328981,0.0372327994378197,0.0354999534040827,0.0640348468141444,0.032618844,0.0398642916914231,0.0428519853914332,0.0565322607043283
0.919497004,0.903112560614981,0.927464317614339,0.840609627433928,0.69842981,0.651003915869939,0.716526805122025,0.700700776418547
0.883220194,0.893038643040189,0.868236455115421,0.86936410129184,0.899482581,0.87602345323228,0.89514670360813,0.877814711327972
0.56688124,0.383555550620558,0.108940040737382,0.414177318389712,0.435667229,0.417120647116436,0.38122043751688,0.394539415628205
0.285381051,0.139516254281056,0.0685361394191646,0.136094166268038,0.083400554,0.0706522301384268,0.0615528094265639,0.111564835547501
0.916761772,0.921340056230414,0.858164193267962,0.565310876373146,0.07705644,0.0786265313324498,0.0594738503852755,0.132548344334334
0.020195969,0.0276128132363133,0.031018911733414,0.288860104154442,0.02722573,0.0332370193793544,0.0314424012110773,0.0254311767702718
0.406143399,0.377280200847048,0.319036982755549,0.404556055331358,0.482503639,0.471124066288818,0.4653956352425,0.462767767979485
0.700635415,0.924116286583335,0.732224792393344,0.76593976778219,0.68474439,0.667159485880044,0.694745765338209,0.674712645480503
0.612349263,0.483808350095434,0.293293957206837,0.380519833661255,0.255753939,0.408110755371484,0.402417620889713,0.393092983129508
0.616336059,0.629234649186776,0.596513453344762,0.538283755254755,0.596723684,0.617740922287519,0.560401497519716,0.567238323859037
0.629335463,0.656175918728348,0.630687759421395,0.570851048738944,0.535301418,0.562265720811433,0.540709515388567,0.576679503483197
0.668383098,0.663361997255533,0.487778650077852,0.585776081754566,0.670279084,0.654535544425861,0.654365496585055,0.663679487148652
0.290898402,0.213406702060363,0.352270287269076,0.375514139814156,0.356765873,0.34851592640317,0.367113499703042,0.332546987236465
0.829250495,0.767684817244879,0.774877945872975,0.648747372778941,0.34598997,0.355575442298857,0.321887853625965,0.337792452753991
0.520238951,0.28058479147177,0.561614451802581,0.398459499744407,0.618943473,0.592817032363595,0.586505730670881,0.505807342374827
0.019016778,0.0268334421783972,0.0277866721101487,0.0565437705838867,0.022194781,0.022762133294373,0.0230184640382506,0.0353985238029761
0.217538079,0.268945218123511,0.411308731219058,0.338601528252253,0.466841632,0.581637999535527,0.498664140443665,0.43671720074338
0.288403866,0.426288295828343,0.48618880410284,0.386359087466565,0.35987585,0.309637196421446,0.296693075294077,0.329194162532809
0.486429191,0.354373139861406,0.387552546267402,0.463421582448276,0.375775434,0.652099198800327,0.399137853814523,0.438820691822648
0.313873039,0.345965511381655,0.506614707833662,0.477446944443981,0.048913098,0.0391228897730046,0.302850842181008,0.113100955951567
0.955321665,0.947950537445672,0.940536146755415,0.931941580314729,0.943123762,0.944392132930549,0.94831831988651,0.942682099945442
0.585518221,0.627337744722735,0.678473180261859,0.675063719643149,0.078552395,0.390760698935438,0.149608251090388,0.163271373148062
0.426412105,0.381144908364989,0.485636572783013,0.419859453117926,0.305264213,0.288666832588116,0.312714894570546,0.304122871145565
0.53521031,0.0964250353276979,0.405348556611376,0.357823417239049,0.304447494,0.400780798422389,0.342965730705089,0.46948020762763
0.94670506,0.923500339063046,0.646444745599167,0.658651825965582,0.518941092,0.947265512374465,0.873311901147905,0.853892846666096
0.627568182,0.685113474985436,0.686810996435588,0.661698355498435,0.368815019,0.361782235644505,0.360173455092464,0.345807255903784
0.290382287,0.193524360959612,0.052745958050592,0.213314473322907,0.278425229,0.397251344044131,0.331535897055863,0.328152290186594
0.854185594,0.927374517634554,0.940955947501725,0.79678461510499,0.631570585,0.604530235185419,0.623974219425722,0.629619126920263
0.048158359,0.250881051612694,0.0391333173734085,0.197325290112979,0.429003716,0.246992259937398,0.237276464681161,0.285990047490265
0.030592824,0.0240175760031674,0.0427009750000472,0.114319908961046,0.029990946,0.0558034959858188,0.0280648246231413,0.0404577644211347
0.050984355,0.0455650180703367,0.0480626143209465,0.108341460203286,0.075103384,0.0589584633169613,0.0516050319244434,0.0734226871197792
0.525634549,0.536412952157348,0.47909577675602,0.536695808900615,0.551327176,0.514185634055484,0.501267511317311,0.524108716254348
0.394206643,0.37458712632558,0.375016205885128,0.471475581640176,0.691172259,0.670534144680616,0.705795584445706,0.682945472675135
0.88985266,0.864108001536513,0.880359726157734,0.742036393194447,0.855163454,0.863530080600892,0.809385281681736,0.871834385364141
0.077282595,0.457644662051212,0.390777584851967,0.311733180638088,0.044776133,0.0702559634571835,0.0460773876994742,0.0340987087681108
0.022308027,0.0244974028247106,0.0264873549639826,0.0424437911192364,0.040320647,0.0260286602408413,0.0292580901688263,0.0464474426218607
0.677710139,0.650359447701177,0.633584070066141,0.662773860835341,0.513998516,0.578202642017023,0.490797048660946,0.516619799529402
0.288624201,0.329045240125236,0.353115273001475,0.356302110347499,0.067168618,0.0527271076874358,0.047474670288583,0.114920371538018
0.877345152,0.738687862803444,0.749970266184544,0.763626125046728,0.855800534,0.876038842872474,0.884681936656814,0.85401151597863
0.389057683,0.0991934348449579,0.615073048780247,0.418457029252265,0.387727527,0.0306968766820847,0.359998993418047,0.379502524665758
0.530460802,0.696249345742581,0.455448705576739,0.559267323536104,0.340769821,0.27136950410275,0.305713070810455,0.35097506216176
0.025566802,0.0320625762572452,0.0313774950028638,0.0676851128335705,0.039433823,0.0337280835252523,0.0339436500101944,0.0465409820663608
0.074229023,0.327424337246855,0.268524198611878,0.325921272010804,0.349973045,0.305985070949255,0.546598871598762,0.474208295747071
0.031295574,0.0266588749930452,0.380833300533899,0.234911191311596,0.412277465,0.404531721586354,0.431313264122541,0.401869982264033
0.653803775,0.355199430100906,0.473654966752549,0.463703492296459,0.621709649,0.655529891878024,0.579156825808843,0.515368369875789
0.408627519,0.709904864451845,0.626022960515995,0.666102820065525,0.527587886,0.418636442929524,0.427409461584979,0.447792992463169
0.040454615,0.0385286658828514,0.0469203087575442,0.190127376098696,0.057521569,0.0368136425237055,0.181186397836167,0.254310327426365
0.372898285,0.357436531952096,0.366954236437377,0.353195775211389,0.624927332,0.617384224477521,0.653971657303712,0.619897097183585
0.028803108,0.028143055799271,0.0421317192144702,0.097621435885825,0.065699158,0.0470048566284864,0.0416001895479853,0.0709195098211218
0.578815534,0.489394026603335,0.537709078303492,0.542904865215715,0.566690785,0.526734377853047,0.545800262010905,0.5551773710908
0.028063706,0.072427895917394,0.0374528889600908,0.186520603960875,0.326672834,0.322498290628326,0.15608122309456,0.301335542111671
0.924360463,0.945267409284718,0.949345946291361,0.902946146791199,0.928573619,0.93183142837404,0.936872089530481,0.921923973109827
0.027217034,0.0322403987627565,0.0441992441097244,0.0661568264552755,0.42902937,0.377512718344451,0.405677887518747,0.41657259933931
0.891849786,0.954863570687007,0.947147540937437,0.907739425736632,0.963432457,0.937369427442288,0.958167927952296,0.944833064900335
0.310709162,0.327628981349402,0.339046288177783,0.311758811526222,0.268190433,0.323101515939149,0.338805438438644,0.363636265672717
0.187340468,0.183622027457088,0.0402290310713227,0.0461964897821595,0.284556256,0.243161512704414,0.0305870827030469,0.0355241073008131
0.03738722,0.0486396907701886,0.0539489241627329,0.0817976358189408,0.309641035,0.267020488835916,0.212375972613098,0.281907021323223
0.404933158,0.508493350567225,0.461555565584096,0.323572320110741,0.402354056,0.370834377635481,0.333033319562463,0.294943370754962
0.416307821,0.424166399479986,0.384556749098951,0.412776554568716,0.075619368,0.0688629687274733,0.0620839091271608,0.0767392104078774
0.069736959,0.0928652775818941,0.128403261901853,0.126355893441399,0.076743503,0.0909518047649212,0.102434722590336,0.219100136312689
0.063290569,0.0606456074560535,0.0744804996730192,0.164675879588565,0.115531605,0.0764427179994715,0.0732359619276189,0.111500921650592
0.299120752,0.30279797834545,0.376903283649187,0.31112597217757,0.031003291,0.0252888347655033,0.0312796322325556,0.0383716879466096
0.187934133,0.408897145315467,0.0783798405748891,0.240901451074898,0.372333588,0.360690338449368,0.230775764083645,0.288286946060836
0.514532902,0.384180394658389,0.53188789944971,0.447848299417678,0.127076946,0.132301890780172,0.135391153034314,0.336846787180991
0.52431796,0.0257245873460361,0.0389061769997984,0.363715199799441,0.480164709,0.619194489002541,0.488474267774723,0.600215575998079
0.268510373,0.255038056923454,0.215615825467878,0.211776284768527,0.289645495,0.247791851120797,0.0723698793160741,0.251821940891347
0.715029555,0.707316296208505,0.626530248257068,0.839841643807238,0.651281862,0.62623024937265,0.740946767132001,0.586505837746851
0.381227484,0.316073244771704,0.327989951998393,0.473402484140344,0.516987624,0.197424997378202,0.505212201532003,0.498722432751403
0.601304892,0.468694520839968,0.616585779780187,0.537234454540847,0.667435349,0.551199552448306,0.515874154112579,0.495957182545652
0.033603361,0.038447955576037,0.285269344438984,0.26420613319145,0.648581339,0.751933146779414,0.585509309459706,0.585519316750944
0.925701588,0.876583869202109,0.736092480722275,0.736459062292415,0.350416825,0.383723985299974,0.418660071160455,0.483553315860219
0.746130051,0.601381770353823,0.619553993367199,0.565788144134788,0.627695653,0.509074223768287,0.543023095575942,0.497452244303466
0.334827519,0.402343832854918,0.545128182647957,0.539571590127727,0.061328726,0.0410845652788941,0.146997722641204,0.0728307001342321
0.940548392,0.936966646702777,0.936200779321802,0.872048604476546,0.941089097,0.948876749845352,0.945576024208177,0.943338707461512
0.705397428,0.920482214651901,0.81143690012194,0.715889969031856,0.541448503,0.476851102463317,0.635387540298798,0.562718265116711
0.047210078,0.106810880645938,0.0715419267305286,0.172669295341678,0.0705523,0.0669628240879358,0.0623358379938079,0.102539238973275
0.937574197,0.923096822879531,0.928392695891741,0.754910793973583,0.937098794,0.932983941331238,0.914172549838194,0.916024131606952
0.736832832,0.566152976556145,0.692906987835824,0.773210015164828,0.756316166,0.714687140122348,0.73367987974438,0.691136079531016
0.172156018,0.119404411473447,0.0792789984837674,0.208430429197241,0.074143179,0.07096780166472,0.05897141072412,0.0819774125109188
0.033027083,0.0633598152994817,0.0408389076920396,0.345595076405622,0.402648761,0.382012154677528,0.367110147206115,0.422177713011471
0.652134021,0.507839515532057,0.627735378387247,0.46859182122069,0.483848864,0.416992766620498,0.410580266185981,0.490489865511385
0.029851198,0.0289808935240593,0.0411304573375588,0.103657595656702,0.375249578,0.36790015664689,0.36332481480333,0.350069726306466
0.859256104,0.87668183320045,0.81130066657111,0.81760469730351,0.934310538,0.931743902958629,0.913238736474892,0.882405644586917
0.068542597,0.0552373570775037,0.0680909344146928,0.196685484728161,0.063351031,0.0834364078454939,0.069142402749554,0.0884214836238871
0.248220452,0.30309133236711,0.398089983916448,0.2870531422877,0.080307202,0.319643856603599,0.278086888560916,0.215737419584069
0.345298766,0.314432199710777,0.336715962342304,0.432330891096014,0.330728359,0.322518682587241,0.426444571834104,0.454458873599002
0.638545909,0.669173098478636,0.427267882307529,0.645531143826488,0.936955749,0.936587199305613,0.921924063506651,0.919469430940528
