DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21
0.605163074,0.076985427,0.11437236,0.457981121,0.694434972,0.780658479,0.317163399,0.508875241
0.140592101,0.04536803,0.563568958,0.582115394,0.600945894,0.74399799,0.068830127,0.561438271
0.213231331,0.044423925,0.173823138,0.12646263,0.051334726,0.068315388,0.035993283,0.051231061
0.097767913,0.375297496,0.068503949,0.064530389,0.107715171,0.18540229,0.037771168,0.039470053
0.844026461,0.897282183,0.549896624,0.911935513,0.3734946,0.96378397,0.648963872,0.886863557
0.342379861,0.032632431,0.217067767,0.214527505,0.11443338,0.087437213,0.038536081,0.232008668
0.786246216,0.488964691,0.623016339,0.873343719,0.690881421,0.645097621,0.517760051,0.827562819
0.601006024,0.042852453,0.187785045,0.49688122,0.166116833,0.55328041,0.921309224,0.488595614
0.932016287,0.955569484,0.584635454,0.541300776,0.721657752,0.898606217,0.641151052,0.521655887
0.658906999,0.961932575,0.904216168,0.959407681,0.928386604,0.94046841,0.473257792,0.947029433
0.064307634,0.029210541,0.052512159,0.030647527,0.037221633,0.075888359,0.392676737,0.030888164
0.490611751,0.498691533,0.075019532,0.496588796,0.040051207,0.92137437,0.051643707,0.863742346
0.208022205,0.52804189,0.591843542,0.584419959,0.838354729,0.264166571,0.937852444,0.539141794
0.562559794,0.13576152,0.859329592,0.945389393,0.965006401,0.915086144,0.110843077,0.931085632
0.376445546,0.5408387,0.500081943,0.4270433,0.46655023,0.110001916,0.611466406,0.063702527
0.079385747,0.036590972,0.058037904,0.923720326,0.038152238,0.510971063,0.077880282,0.524263617
0.08858083,0.043435714,0.154190975,0.085174406,0.100792302,0.034742506,0.062338851,0.054881818
0.398259715,0.523098463,0.331360394,0.548101671,0.047652514,0.936577198,0.402317738,0.937389614
0.171179459,0.382246431,0.240777389,0.108279605,0.077390375,0.03104681,0.524147028,0.101643823
0.524864218,0.411476643,0.280517509,0.534389823,0.325480265,0.653718492,0.400324916,0.549337482
0.199880262,0.054350214,0.058908187,0.056038864,0.071371378,0.655144843,0.088281928,0.917291016
0.075954572,0.036795008,0.054523775,0.050546859,0.032671786,0.049978156,0.538577415,0.046770575
0.436687378,0.477833696,0.436412485,0.498465259,0.452755867,0.673057339,0.049014787,0.473135803
0.92150354,0.95396342,0.957321781,0.952769166,0.902828122,0.881587834,0.932340832,0.926456279
0.764608428,0.546149671,0.843318606,0.938137488,0.938892055,0.867507088,0.063861925,0.473581738
0.614634732,0.10926379,0.510162907,0.272387745,0.89607097,0.058026484,0.701523834,0.079892864
0.526052574,0.041078683,0.144282512,0.458946352,0.081255771,0.043159723,0.304158769,0.05466743
0.433953518,0.868859879,0.348685722,0.952815735,0.198273833,0.397573168,0.392917105,0.606697408
0.481711932,0.464365971,0.423447756,0.547935352,0.496650263,0.542584039,0.130150851,0.500819841
0.129561868,0.36961813,0.071656204,0.057246265,0.039700848,0.075570661,0.342486573,0.03745332
0.17208228,0.493320571,0.145927212,0.460972693,0.269528181,0.127504814,0.108528813,0.456334678
0.035325268,0.039443352,0.041861,0.121189081,0.074220208,0.046628036,0.030729582,0.044821131
0.080369509,0.082124574,0.107129314,0.575436322,0.144690526,0.489304396,0.055945262,0.563813188
0.098223165,0.052852609,0.16249049,0.203836407,0.066034496,0.476778683,0.043527428,0.060204797
0.086241548,0.030699726,0.227888504,0.140866023,0.039488554,0.518835894,0.042275481,0.036718663
0.198283026,0.028997648,0.044697349,0.493087629,0.042699274,0.562879489,0.030791008,0.439423072
0.338406013,0.583519469,0.375880644,0.319138883,0.864076416,0.263394933,0.656240451,0.173064353
0.173748933,0.057873151,0.324330784,0.062871538,0.596460908,0.060318322,0.072519371,0.066810357
0.074616732,0.038767251,0.148740786,0.063581805,0.425752511,0.040642876,0.43031219,0.048344348
0.911494507,0.955733257,0.798858976,0.949934184,0.947233762,0.853716993,0.924542409,0.948353751
0.494998736,0.487064687,0.542615635,0.432542661,0.502922361,0.855362682,0.190258627,0.475956546
0.467976549,0.552187677,0.180654363,0.531323774,0.491402958,0.598316352,0.137274673,0.549966034
0.399323128,0.145346129,0.12561211,0.473195438,0.146812518,0.100433542,0.3524536,0.133437469
0.137292978,0.03015774,0.133054558,0.597144273,0.06294442,0.889273462,0.037288519,0.558347249
0.271951545,0.545459411,0.306476363,0.053340583,0.054466858,0.101258022,0.382261012,0.033278805
0.418825459,0.045619641,0.677676053,0.932980399,0.752938344,0.369307235,0.041052421,0.934733837
0.936302841,0.911656739,0.818247011,0.926939815,0.939163341,0.923333517,0.839886035,0.925774929
0.389568642,0.549849598,0.081665399,0.656977462,0.022618647,0.366235214,0.041661378,0.450080603
0.21792958,0.642776274,0.229719738,0.393328504,0.04394162,0.472246621,0.087382284,0.386849096
0.266109409,0.032476731,0.037501549,0.027974343,0.040719254,0.012574897,0.030326777,0.029189647
0.554397346,0.040475509,0.38966025,0.430066886,0.086467352,0.757087127,0.295762282,0.497627509
0.485544765,0.575879021,0.1670475,0.062386142,0.13851306,0.075080961,0.067322513,0.058991549
0.672439285,0.931774946,0.417105136,0.441553187,0.428728758,0.685420156,0.043755824,0.522768486
0.491335406,0.476656672,0.077987045,0.534414278,0.024425143,0.785723576,0.040127741,0.475158866
0.253575603,0.08924845,0.23103944,0.424740698,0.204820269,0.354046419,0.374093972,0.502588808
0.499993839,0.579793406,0.511157087,0.563939867,0.583605305,0.648449395,0.079052217,0.55271586
0.372465632,0.035160462,0.070321031,0.047807091,0.089006485,0.051974715,0.097752296,0.039534848
0.279534106,0.084057767,0.322344443,0.028831073,0.062265742,0.042924879,0.075735445,0.032393992
0.527448805,0.045032906,0.522745158,0.546981055,0.453209559,0.755039568,0.530218473,0.533349652
0.362868912,0.507561803,0.33599454,0.470277646,0.612226285,0.024717881,0.076385927,0.084147642
0.357310355,0.217825615,0.090354125,0.049003541,0.087865332,0.039433153,0.433941657,0.052337755
0.491340743,0.059568899,0.378404199,0.617301558,0.211502262,0.341799462,0.223316014,0.514894246
0.333620477,0.080655367,0.078484689,0.151744791,0.046670129,0.042032801,0.3446732,0.030243465
0.517957644,0.222506564,0.299565268,0.523541847,0.137585186,0.400985508,0.042649124,0.567437402
0.122867039,0.057259594,0.100097074,0.086679725,0.064256316,0.101219892,0.043384117,0.042636993
0.341875237,0.925116261,0.37675794,0.517370792,0.268548884,0.644609038,0.033305297,0.517364714
0.311189859,0.437528879,0.191959967,0.143655201,0.581429967,0.244924593,0.098475886,0.085719115
0.231891417,0.164775276,0.305771591,0.209598617,0.204998969,0.843184269,0.224345224,0.057847211
0.142041184,0.048896425,0.660108901,0.485365392,0.44046101,0.427510757,0.065008172,0.461998658
0.548782919,0.427087344,0.537530627,0.524021285,0.546887401,0.056462417,0.462038242,0.514099758
0.898858858,0.932912778,0.919621034,0.911409218,0.89654196,0.949411697,0.951644023,0.94731565
0.426921917,0.463821152,0.085802652,0.062517648,0.223998779,0.036207259,0.370287008,0.038889009
0.810867911,0.062354954,0.365767216,0.839050188,0.68918092,0.86052427,0.077723429,0.93258881
0.38260463,0.519103384,0.462423089,0.750951764,0.4613306,0.054798739,0.071422521,0.890258757
0.107924105,0.036899504,0.038283661,0.028412593,0.193484089,0.058056662,0.257804851,0.035826412
0.896733688,0.912457949,0.906361027,0.940553892,0.547017524,0.960309835,0.881900738,0.94567781
0.091233235,0.034578305,0.137685978,0.088252558,0.11042091,0.038844181,0.337037485,0.506768523
0.235244292,0.408581146,0.134594447,0.311149923,0.047703822,0.047698265,0.351341475,0.045452301
0.046846853,0.032653521,0.045703017,0.030647645,0.101969903,0.09918217,0.043280883,0.038141627
0.527295264,0.497149661,0.547473538,0.528565227,0.197626924,0.459467747,0.511802889,0.924776193
0.259142913,0.057353147,0.046597578,0.052002985,0.041559382,0.078968581,0.044073192,0.045362114
0.545956108,0.641667616,0.49606766,0.601624481,0.125592958,0.569216664,0.045405038,0.608633471
0.837587044,0.567540076,0.646935995,0.569972656,0.262950112,0.925808704,0.097919132,0.568746644
0.471384988,0.505572611,0.476752776,0.508737416,0.100496717,0.226922012,0.454217153,0.528887218
0.526701887,0.455843595,0.192781888,0.121734699,0.069602387,0.767026609,0.095776709,0.08337469
0.363620494,0.904906435,0.068149354,0.074652617,0.033118465,0.40622835,0.037524582,0.541284449
0.699883661,0.053788179,0.534808921,0.947682524,0.566415251,0.879626331,0.615227565,0.534968001
0.118311944,0.483305641,0.06610435,0.06715426,0.102168631,0.203927939,0.056596013,0.053674877
0.707334795,0.773203449,0.635896947,0.627092838,0.901446508,0.752343175,0.425953937,0.522470604
0.082728439,0.159715804,0.297541246,0.127338413,0.042818446,0.356103382,0.541742908,0.069233637
0.075999051,0.525500182,0.678598174,0.533693047,0.533756529,0.498148481,0.058173013,0.573064211
0.124968448,0.038885457,0.424928061,0.512580177,0.789123521,0.427847279,0.537710517,0.529506911
0.403022459,0.031273038,0.458754828,0.525336882,0.570593821,0.379634029,0.049128317,0.032159697
0.466556721,0.524973941,0.041561585,0.473463721,0.029018098,0.61191558,0.050196765,0.895495702
0.484641859,0.511973046,0.415512177,0.503871681,0.380931278,0.782561662,0.046275004,0.491312525
0.069721728,0.040775457,0.338820236,0.4017739,0.412510148,0.218851788,0.043255227,0.365435068
0.936883228,0.932768234,0.951286894,0.943184229,0.951578337,0.885295153,0.932306499,0.914490649
0.097555223,0.046077057,0.10595104,0.06303294,0.069887827,0.141497364,0.065303632,0.066816803
0.054948595,0.034924581,0.052203567,0.044439427,0.078347952,0.086111057,0.071792026,0.045784933
0.398012093,0.140041849,0.452477587,0.873770754,0.41066233,0.206452043,0.094811269,0.457357392
0.109977941,0.023107041,0.2127757,0.081242377,0.017568535,0.028240587,0.387249969,0.031317217
0.551521862,0.061467712,0.094274045,0.417017623,0.153833527,0.830136181,0.093744561,0.480749065
0.23145515,0.1921856,0.387173933,0.38882939,0.129285649,0.774519643,0.449649327,0.282316121
0.278529324,0.122555523,0.469870525,0.531073403,0.04682626,0.043187845,0.091196764,0.065700427
0.635332391,0.61511693,0.93751679,0.956414747,0.888232881,0.76305301,0.938716726,0.93500151
0.71629993,0.939701447,0.641805372,0.591268778,0.871713958,0.530327779,0.04579395,0.628374737
0.286136503,0.51831552,0.453768249,0.63162314,0.780559085,0.631527354,0.205592796,0.689235421
0.218997145,0.426409006,0.106632892,0.042632662,0.258049945,0.076016459,0.136261081,0.05358508
0.659047936,0.488286582,0.43918703,0.141839015,0.285941554,0.410032062,0.56939528,0.059492903
0.135565889,0.55620233,0.170736085,0.039802531,0.063008794,0.013424616,0.042715692,0.054261412
0.093567612,0.067005566,0.245898538,0.331249562,0.141098911,0.020912313,0.064588833,0.053472674
0.1163601,0.044111202,0.041925109,0.072042606,0.312988609,0.085071665,0.039192446,0.044049768
0.19153258,0.3402581,0.229225159,0.489003296,0.702102699,0.061389847,0.048094281,0.035015011
0.341391506,0.068732341,0.47117348,0.481249287,0.023837482,0.060700958,0.118274051,0.048754142
0.458226935,0.448398773,0.079904014,0.528528217,0.027836846,0.382289513,0.049268398,0.542000221
0.799020611,0.484865491,0.690588854,0.852886107,0.894019279,0.55403537,0.86563747,0.915446814
0.780742238,0.942740323,0.758928644,0.889922292,0.948205692,0.858210853,0.740263364,0.940863502
0.291685672,0.701579033,0.200709467,0.399142638,0.036860265,0.502581672,0.48777121,0.905876622
0.084300407,0.031027486,0.065934457,0.069104605,0.067577419,0.036086274,0.274378474,0.032343182
0.335219344,0.487517678,0.351992746,0.496088264,0.115562508,0.628290833,0.075177211,0.485371636
0.908172208,0.944726564,0.581540501,0.605190774,0.62992759,0.780856826,0.564334521,0.579212836
0.611619546,0.278629996,0.372534155,0.940933697,0.928607287,0.711331629,0.094689935,0.913207158
0.183031812,0.118123509,0.465045091,0.079635561,0.032949851,0.046258992,0.323492692,0.063596805
0.500462675,0.499753179,0.465652056,0.508650406,0.263347341,0.296081258,0.097501828,0.500869849
0.52698558,0.252429929,0.415401593,0.488421197,0.923446138,0.792090803,0.793888608,0.230361212
0.109975583,0.059849252,0.088980007,0.055944177,0.032663684,0.021688688,0.057069259,0.033250458
0.470765003,0.150560642,0.365314457,0.222695583,0.040422845,0.103931862,0.235127542,0.082706423
0.063287725,0.028907734,0.105796546,0.131215552,0.094368455,0.048106478,0.041900731,0.027539592
0.484488073,0.503541716,0.03997067,0.062017437,0.930760885,0.841860349,0.043673723,0.501264832
0.827227591,0.935122221,0.90680605,0.932426548,0.894325913,0.90146644,0.542355957,0.923121885
0.527062803,0.094933643,0.326199109,0.062840818,0.073875413,0.220115885,0.332535447,0.193693411
0.162339912,0.081693005,0.187129411,0.06369091,0.205236516,0.321606888,0.077987136,0.054341211
0.752602151,0.601159199,0.69640956,0.67805358,0.644636125,0.85012546,0.658430368,0.931860224
0.671957298,0.567749017,0.468060317,0.667416811,0.659180167,0.838367013,0.144416935,0.895710509
0.48045779,0.040061843,0.046327828,0.478192482,0.056711275,0.167687833,0.047389049,0.051445115
0.197734631,0.647875068,0.146268038,0.230401331,0.42580939,0.547958273,0.062363768,0.521507284
0.51629364,0.07443721,0.496726124,0.068561666,0.389099403,0.402152361,0.057054453,0.464337161
0.517435878,0.579063183,0.465737249,0.071734732,0.427843996,0.097828747,0.060962297,0.044669615
0.066361541,0.034653858,0.064500881,0.044445997,0.109609234,0.15547148,0.051011351,0.036952933
0.336199678,0.459954557,0.482135287,0.199985651,0.569794658,0.665869434,0.801681021,0.894211337
0.496731442,0.162981427,0.504087442,0.445767201,0.879554028,0.798326195,0.425464684,0.867282674
0.677414786,0.884061755,0.529617056,0.953686325,0.505551491,0.736399876,0.095680965,0.539058765
0.103574923,0.027225473,0.074328991,0.058564964,0.025204105,0.04361935,0.042785116,0.101426214
0.217516295,0.052715422,0.50972619,0.47209978,0.321708245,0.39425371,0.155154487,0.501923849
0.200872061,0.517127032,0.096886693,0.084623053,0.078907664,0.17929865,0.082878457,0.079807655
0.574244528,0.790500747,0.338456865,0.415871811,0.426027541,0.033018249,0.195931039,0.579974938
0.936880715,0.945122026,0.966217423,0.955764326,0.931415511,0.941879228,0.948835101,0.946974231
0.13586054,0.041011949,0.053020005,0.040092434,0.028108835,0.023126023,0.03210788,0.029445255
0.84477178,0.905360347,0.931172798,0.954495477,0.885943401,0.929763757,0.913151966,0.927130985
0.588189249,0.91038714,0.101533154,0.065107141,0.220909226,0.042247738,0.047230362,0.036686393
0.410088838,0.493531436,0.450929767,0.097173176,0.107561626,0.056554529,0.305825098,0.036700989
0.541186309,0.113145023,0.438304809,0.530463399,0.460089376,0.430638423,0.670630541,0.511339091
0.083753758,0.050346774,0.096446122,0.070124461,0.036393727,0.405375309,0.068523446,0.057231372
0.342866681,0.036724607,0.24455717,0.06517741,0.149351941,0.03014296,0.041252916,0.034813959
0.489106413,0.498647559,0.387873401,0.316748394,0.546157852,0.876864274,0.513021271,0.42624427
0.29564383,0.472413228,0.072312993,0.20789456,0.034661594,0.039761569,0.070074459,0.062365163
0.32695571,0.060791099,0.236870558,0.053781235,0.103632246,0.117861102,0.21362899,0.039906441
0.100078726,0.034836668,0.050049691,0.039328449,0.037812529,0.125019725,0.044725392,0.038768642
0.669402687,0.214779889,0.618253677,0.425759997,0.530944013,0.515607157,0.133619935,0.097582593
0.121428452,0.026773666,0.06380683,0.027721376,0.209064856,0.091304998,0.045559303,0.030111518
0.242217557,0.134667949,0.156653332,0.44685005,0.536128351,0.456549162,0.561762876,0.505155061
0.58652656,0.90346131,0.452730785,0.9024057,0.31025786,0.783710632,0.835568413,0.902224723
0.592848432,0.481834961,0.893245103,0.953096448,0.7613957,0.913452746,0.923436698,0.951781348
0.600349447,0.527135514,0.344932865,0.943647122,0.349053725,0.692756901,0.394094504,0.928912382
0.662039495,0.522531972,0.322126892,0.370184796,0.05131499,0.525652959,0.031830996,0.529653906
0.242279997,0.029701503,0.062817914,0.055057682,0.24692711,0.024674596,0.058957497,0.096586904
0.030586497,0.023443408,0.027300111,0.026159934,0.04938209,0.037147678,0.026814447,0.031221443
0.555823242,0.570530717,0.102429825,0.570589809,0.122596962,0.072329803,0.672617759,0.042860067
0.373564027,0.730958117,0.521115476,0.523270014,0.099268021,0.04343177,0.476301111,0.05685798
0.095513363,0.39711778,0.038516294,0.397682994,0.054731458,0.109667643,0.03812268,0.029842863
0.395758556,0.053358203,0.089105738,0.086836492,0.19171799,0.378993336,0.273774825,0.07120513
0.090578644,0.04507833,0.043478814,0.042471995,0.03289699,0.02192139,0.081963153,0.03715258
0.90953342,0.901667315,0.912119557,0.944760719,0.927435204,0.580847824,0.574552279,0.929658228
0.238115814,0.117162278,0.092648082,0.093770049,0.139549139,0.082090261,0.869429318,0.088543955
0.035118373,0.05811636,0.351031589,0.565014589,0.656455851,0.703943526,0.058018687,0.269931676
0.376428926,0.36256606,0.143773786,0.591834721,0.033083451,0.597751184,0.322345475,0.54940241
0.073128747,0.072187446,0.055597368,0.054803864,0.097315187,0.038819739,0.079193568,0.04165664
0.525019472,0.432073356,0.715355392,0.92091172,0.775952176,0.128148184,0.037963249,0.897875737
0.442877284,0.185659396,0.390705848,0.47683735,0.422266766,0.881517829,0.473423512,0.683750309
0.152872797,0.060755518,0.052472716,0.043478414,0.027822869,0.028696008,0.057828607,0.0334999
0.545557766,0.96680372,0.884152747,0.952320655,0.877694099,0.895492175,0.565772603,0.952582231
0.119869746,0.03391538,0.463588372,0.565201827,0.049154551,0.265103674,0.526034603,0.551111731
0.316383536,0.048984506,0.170490558,0.157832905,0.206846439,0.058529389,0.13894764,0.12574645
0.53211574,0.923345795,0.875168436,0.936887805,0.834707471,0.942486256,0.430016506,0.926695563
0.070940405,0.038103379,0.52126168,0.517981169,0.696072566,0.599734766,0.049100873,0.528201012
0.076986539,0.176092897,0.053463458,0.046513677,0.052594937,0.100965201,0.048090922,0.03884452
0.468095319,0.38186511,0.465763023,0.9245612,0.60065007,0.930259331,0.361070029,0.513120004
0.177687649,0.053185629,0.120944655,0.07486628,0.0414404,0.040590563,0.163018696,0.068396139
0.556399044,0.573293684,0.281495511,0.338140551,0.413827189,0.427766599,0.103004044,0.325827542
0.692009597,0.898698923,0.925561328,0.938172862,0.927371642,0.839479063,0.9010807,0.937149521
0.408729102,0.514130632,0.504856053,0.341594247,0.56213055,0.496401992,0.622350245,0.60625302
0.796448141,0.927846502,0.825703448,0.932949535,0.964979813,0.967013759,0.42868562,0.939468685
0.124200036,0.12126956,0.074223276,0.073853076,0.105693332,0.061277373,0.069113394,0.073619201
0.183009492,0.04141983,0.055822661,0.037626427,0.02933383,0.07063035,0.08036471,0.041070821
0.67557082,0.542197418,0.400988627,0.748953947,0.173986482,0.017646414,0.222391364,0.332495
0.406628207,0.825587053,0.48578511,0.552069291,0.649967953,0.190440127,0.067189952,0.51417513
0.525814827,0.580008199,0.068542456,0.079647318,0.059926828,0.271473237,0.068526967,0.067513515
0.39865814,0.360387312,0.518715206,0.046173119,0.636425636,0.44259319,0.070543648,0.048271705
0.142847982,0.092093317,0.740186353,0.90958382,0.874574015,0.710720438,0.085178501,0.89971907
0.562485104,0.482963625,0.628536187,0.46892765,0.413056828,0.397291933,0.359268267,0.453151039
0.209900863,0.026595699,0.22623261,0.081085022,0.018162518,0.03230523,0.200640923,0.034767201
0.677802057,0.13014965,0.595472705,0.566304997,0.660469583,0.671233167,0.075516897,0.395763842
0.595109445,0.548741383,0.619912623,0.887454991,0.932346154,0.914697348,0.259951634,0.567550271
0.794203639,0.493772196,0.298410359,0.67755142,0.505808688,0.597597787,0.719090106,0.655543782
0.075986717,0.027533084,0.105949639,0.046347631,0.128298158,0.045989352,0.032980788,0.052566791
0.166861656,0.049756243,0.149988633,0.537738239,0.153311582,0.499360939,0.083565165,0.501318748
0.123281331,0.064344546,0.161388992,0.090971327,0.089921343,0.019809227,0.045535654,0.061676889
0.836146166,0.872338656,0.873471181,0.873444155,0.848397987,0.912907637,0.851903466,0.861315118
0.678742001,0.905033934,0.808873616,0.899424495,0.955962178,0.941785738,0.090526679,0.904595935
0.20457584,0.127987443,0.13252258,0.218963281,0.130686021,0.090820598,0.407344732,0.279510028
0.331499335,0.363006544,0.234797857,0.347606264,0.024070789,0.180136931,0.523726473,0.343198863
0.083978485,0.051473694,0.09308043,0.065111138,0.168309661,0.379590787,0.06472688,0.057411152
0.087272061,0.054776106,0.119653292,0.04943252,0.044945643,0.031545675,0.087153717,0.052541745
0.895111975,0.921168198,0.881846291,0.941935547,0.913949252,0.880728359,0.89745425,0.908394968
0.61336298,0.596847465,0.186481925,0.476255185,0.486885535,0.260287841,0.468051308,0.542469719
0.387977465,0.045499246,0.313638285,0.96114377,0.604659875,0.186262684,0.81293496,0.9393345
0.043719875,0.029583032,0.04279621,0.030521417,0.046206835,0.135803283,0.04509437,0.028976665
0.116725954,0.032343843,0.181978461,0.169874184,0.052966224,0.050676615,0.441372736,0.092780907
0.297043434,0.234473646,0.279912748,0.35957552,0.053468209,0.525417166,0.066709476,0.515273804
0.360519005,0.059602657,0.060918601,0.476874806,0.2347117,0.402968282,0.059658519,0.491906853
0.1505129,0.059142078,0.157288128,0.090380461,0.106590662,0.173942964,0.068336722,0.089373601
0.454792769,0.504835848,0.108671685,0.491717709,0.569182495,0.285026908,0.246768802,0.528221727
0.067044413,0.033672407,0.342495569,0.038155936,0.043242826,0.056748716,0.045399619,0.034475365
0.414979475,0.502380768,0.105007649,0.119840106,0.081092099,0.081343786,0.081919831,0.031789083
0.038913182,0.036039813,0.044826085,0.030237091,0.060277797,0.095336364,0.038024361,0.04226577
0.322832471,0.467604559,0.422515562,0.119671512,0.383301074,0.025615086,0.272129239,0.48216162
0.94212709,0.930179945,0.93574618,0.94977553,0.954444381,0.91056172,0.93074911,0.925604361
0.081996134,0.589261487,0.185186877,0.165199491,0.059608729,0.061844337,0.485837936,0.090988508
0.521499678,0.730625049,0.222372401,0.741391823,0.07826141,0.951063509,0.303465627,0.887676686
0.331219688,0.387153563,0.343612495,0.497108387,0.202845064,0.339850285,0.621733019,0.495693764
0.210338359,0.094745804,0.278706503,0.167193364,0.023673034,0.095368679,0.180570288,0.428058612
0.263662006,0.424825356,0.248780251,0.111994217,0.127856676,0.320378345,0.112995639,0.090083732
0.377028811,0.199878827,0.13926839,0.05677804,0.064019465,0.505269203,0.399501609,0.686706706
0.412082569,0.506510978,0.110971644,0.078718819,0.293956732,0.074485241,0.048797935,0.049554218
0.154483249,0.050672702,0.087520756,0.044566206,0.033097057,0.151910712,0.142301022,0.35624831
0.29446932,0.036788565,0.037660904,0.110045125,0.103119167,0.067184918,0.150415943,0.053398619
0.394965482,0.713561165,0.368004563,0.585016882,0.72332029,0.560062354,0.121666996,0.121159241
0.245074748,0.046163856,0.201198303,0.290816213,0.201507062,0.60438424,0.113828131,0.045121674
0.261300279,0.530770545,0.056342754,0.716709974,0.190199609,0.670728509,0.047888185,0.573825785
0.076162738,0.044007629,0.082402459,0.2789457,0.038145083,0.041110156,0.065843486,0.030204507
0.152849038,0.081892585,0.092913353,0.132563182,0.129933592,0.092807181,0.625806752,0.052651603
0.31704398,0.553286352,0.18148541,0.545781796,0.082331172,0.599874905,0.320050067,0.558001114
0.091184713,0.043966428,0.078678879,0.075190388,0.10441569,0.152816261,0.124459895,0.040247533
0.365543848,0.04132193,0.295314024,0.577470885,0.324161785,0.833724804,0.074498333,0.916478393
0.427306492,0.610071709,0.084062221,0.390793981,0.029943346,0.384835577,0.042353024,0.375722828
0.12725769,0.046051659,0.167117697,0.036757278,0.646150886,0.191350499,0.137241119,0.032154858
0.460906669,0.165056659,0.16225487,0.102116984,0.019640289,0.635918366,0.229041232,0.308594668
0.132470704,0.050808626,0.262910005,0.059936097,0.048006331,0.027585673,0.095137332,0.059606896
0.881139693,0.786908412,0.208160592,0.381967181,0.221418863,0.553776519,0.385212257,0.065682927
0.579550981,0.162044333,0.542396566,0.866932217,0.746569433,0.849265815,0.131466067,0.9264836
0.048089161,0.021493797,0.039030357,0.031122433,0.027727427,0.092135415,0.172461961,0.037790579
0.337619825,0.177432845,0.223047362,0.219922465,0.062993125,0.031055921,0.419189711,0.096281405
0.434498363,0.068181026,0.298841577,0.108466432,0.168751083,0.035875626,0.68207472,0.090695128
0.399754849,0.217149502,0.282682389,0.17408087,0.203600362,0.082922814,0.68469232,0.055722292
0.554661283,0.1762965,0.43219439,0.563349594,0.342118739,0.0775429,0.301896992,0.122325603
0.770687948,0.916894405,0.5327379,0.927180784,0.904090799,0.878305151,0.598259371,0.915106523
0.492493116,0.724961538,0.543604339,0.865062531,0.469564852,0.930018879,0.046583716,0.934626648
0.176506939,0.038465021,0.145951627,0.08255507,0.028058153,0.04911176,0.085958327,0.063075738
0.867260923,0.488962323,0.621243495,0.453383353,0.777025782,0.430696787,0.867170068,0.46160753
0.365958952,0.028963875,0.062288333,0.035160111,0.149061673,0.024846505,0.033536383,0.025961264
0.155189756,0.0535793,0.264149868,0.402382729,0.239501296,0.600129982,0.4518427,0.458774233
0.358164632,0.538692096,0.268098023,0.159005225,0.397815348,0.049682553,0.061976489,0.057133099
0.072790173,0.030910226,0.064186975,0.063590792,0.047959799,0.029219761,0.041389803,0.036803336
0.072920636,0.512359178,0.071836653,0.036708879,0.047827461,0.317473225,0.909695711,0.033201988
0.059153903,0.034549964,0.049607094,0.037890584,0.09108592,0.076206931,0.05914985,0.028392534
0.072265212,0.043313413,0.079374932,0.043157664,0.092342616,0.100783228,0.388811649,0.042861715
0.30095229,0.360572447,0.064822865,0.042137245,0.132699803,0.066568656,0.257648846,0.097426365
0.082083755,0.035209913,0.084052766,0.046744704,0.352129186,0.048081541,0.058192503,0.031950959
0.167006339,0.054185628,0.13135792,0.174762722,0.540819772,0.772174018,0.248139245,0.066990791
0.324586834,0.042185665,0.135766299,0.612785975,0.560519412,0.816719533,0.054665174,0.039697686
0.127717075,0.112195468,0.111597063,0.042811682,0.065979691,0.433879634,0.39139873,0.520052392
0.890022893,0.896706237,0.917005671,0.897951277,0.913178511,0.917316074,0.682283521,0.900978914
0.073721731,0.038128823,0.304389185,0.209258944,0.036773143,0.04336599,0.390736533,0.040690417
0.144037706,0.283063779,0.050653421,0.030394448,0.027113554,0.12011179,0.325764304,0.046531314
0.140011168,0.358471093,0.18858961,0.36400937,0.089749466,0.473935113,0.312458801,0.537131219
0.462920802,0.037896707,0.087667044,0.066754805,0.118277222,0.077338231,0.275022571,0.565722434
0.380996222,0.514044245,0.098739322,0.06063599,0.068252739,0.041452848,0.062685145,0.027647665
0.097908107,0.03976396,0.045325179,0.504400295,0.143522916,0.616826582,0.039245859,0.557294462
0.255576414,0.091105517,0.533624615,0.503362711,0.597807393,0.079557586,0.418957267,0.072308925
0.238432487,0.48693495,0.505242601,0.508629684,0.528082761,0.699766267,0.081378613,0.508771149
0.879306632,0.826945553,0.515097031,0.426627897,0.545490672,0.375357058,0.151498995,0.864815436
0.230126087,0.137767389,0.561592886,0.049978036,0.433429732,0.046626089,0.038778198,0.060064862
0.485222121,0.043328143,0.102553934,0.076895062,0.108905075,0.052901462,0.089494742,0.055862585
0.178654646,0.105332335,0.116700974,0.093490848,0.095987585,0.331278317,0.188642663,0.101712884
0.346644287,0.036553307,0.064259567,0.605755429,0.14687442,0.865966668,0.30875545,0.92587792
0.084700029,0.045837752,0.085694997,0.146793891,0.067221889,0.033944178,0.402083718,0.058702657
0.104704666,0.034564371,0.036202454,0.15070575,0.0799811,0.031020154,0.115287311,0.027710257
0.169365793,0.612560371,0.07447117,0.54603661,0.068895894,0.70113479,0.048416209,0.612405632
0.656095855,0.602392547,0.413442528,0.881650452,0.869662605,0.755284905,0.069784843,0.931644952
0.403564556,0.32913145,0.142348366,0.312866048,0.153196379,0.357561234,0.072063323,0.252390725
