Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
0	0	0	0	0	0	1	0	1.000000	0.000000	0.000000	1025
0	0	38	1	1	0	1	0	16.186525	0.000000	5.378819	1025
0	38	627	1	1	0	1	1	16.186525	0.000000	6.307311	1025
0	627	1221	1	1	0	1	2	16.186525	0.000000	6.758565	1025
0	1221	1279	1	1	0	1	3	16.186525	0.000000	6.804997	1025
0	1279	1678	1	1	0	1	4	16.186525	0.000000	7.140139	1025
0	1678	3828	1	1	0	1	5	16.186525	0.000000	8.824944	1025
0	3828	4502	1	1	0	1	6	16.186525	0.000000	9.354832	1025
0	4502	6185	1	1	0	1	7	16.186525	0.000000	10.676650	1025
0	6185	6786	1	1	0	1	8	16.186525	0.000000	11.121819	1025
0	6786	9401	1	1	0	1	9	16.186525	0.000000	13.172387	1025
0	9401	11655	1	1	0	1	10	16.186525	0.000000	14.845166	1025
0	11655	11755	1	1	0	1	11	16.186525	0.000000	14.920172	1025
0	11755	13328	1	1	0	1	12	16.186525	0.000000	16.141989	1025
0	14100	14381	1	1	0	1	16	16.186525	0.000000	16.913916	1025
0	13747	14036	1	1	0	1	14	16.186525	0.000000	16.656742	1025
0	13328	13747	1	1	0	1	13	16.186525	0.000000	16.445681	1025
0	14036	14100	1	1	0	1	15	16.186525	0.000000	16.702271	1025
0	15449	15904	1	1	0	1	18	16.186525	0.000000	18.081047	1025
0	14381	15449	1	1	0	1	17	16.186525	0.000000	17.722786	1025
0	15904	16536	1	1	0	1	19	16.186525	0.000000	18.540886	1025
0	16536	18750	1	1	0	1	20	16.186525	0.000000	20.201679	1025
0	18750	20813	1	1	0	1	21	16.186525	0.000000	21.752247	1025
0	20813	22953	1	1	0	1	22	16.186525	0.000000	23.425421	1025
0	23351	23577	1	1	0	1	24	16.186525	0.000000	23.874954	1025
0	22953	23351	1	1	0	1	23	16.186525	0.000000	23.726282	1025
0	23577	23727	1	1	0	1	25	16.186525	0.000000	23.997231	1025
0	23727	23976	1	1	0	1	26	16.186525	0.000000	24.197397	1025
0	23976	26873	1	1	0	1	27	16.186525	0.000000	26.411972	1025
0	27963	28122	1	1	0	1	30	16.186525	0.000000	27.346430	1025
0	26873	27359	1	1	0	1	28	16.186525	0.000000	26.788332	1025
0	27359	27963	1	1	0	1	29	16.186525	0.000000	27.228127	1025
0	28122	30533	1	1	0	1	31	16.186525	0.000000	29.209415	1025
0	30533	31504	1	1	0	1	32	16.186525	0.000000	29.902763	1025
0	31504	32744	1	1	0	1	33	16.186525	0.000000	30.848890	1025
0	32744	33510	1	1	0	1	34	16.186525	0.000000	31.418409	1025
0	33510	37017	1	1	0	1	35	16.186525	0.000000	34.148006	1025
0	37017	42128	1	1	0	1	36	16.186525	0.000000	38.025120	1025
0	42128	43121	1	1	0	1	37	16.186525	0.000000	38.836239	1025
0	43121	43501	1	1	0	1	38	16.186525	0.000000	39.135269	1025
0	44372	44489	1	1	0	1	40	16.186525	0.000000	39.879021	1025
0	43501	44372	1	1	0	1	39	16.186525	0.000000	39.796032	1025
0	45871	45989	1	1	0	1	42	16.186525	0.000000	41.002552	1025
0	44489	45871	1	1	0	1	41	16.186525	0.000000	40.921932	1025
0	45989	48831	1	1	0	1	43	16.186525	0.000000	43.218307	1025
0	48831	50749	1	1	0	1	44	16.186525	0.000000	44.703293	1025
0	50749	51764	1	1	0	1	45	16.186525	0.000000	45.483135	1025
0	51764	55474	1	1	0	1	46	16.186525	0.000000	48.352161	1025
0	55474	56192	1	1	0	1	47	16.186525	0.000000	48.883739	1025
0	56192	56915	1	1	0	1	49	16.186525	0.000000	49.438736	1025
0	56915	58330	1	1	0	1	50	16.186525	0.000000	50.488762	1025
0	58330	58967	1	1	0	1	51	16.186525	0.000000	50.983055	1025
0	58967	60704	1	1	0	1	52	16.186525	0.000000	52.356503	1025
0	61913	61916	1	1	0	1	55	16.186525	0.000000	53.293221	1025
0	60704	61821	1	1	0	1	53	16.186525	0.000000	53.223019	1025
0	61821	61913	1	1	0	1	54	16.186525	0.000000	53.291889	1025
0	61916	62654	1	1	0	1	57	16.186525	0.000000	53.890228	1025
0	62654	63056	1	1	0	1	58	16.186525	0.000000	54.211990	1025
0	63056	63540	1	1	0	1	59	16.186525	0.000000	54.596752	1025
0	63540	64048	1	1	0	1	60	16.186525	0.000000	54.997749	1025
