Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.050460	1	0.000976	66
10.050460	2	0.001951	43
10.050460	3	0.002927	37
10.050460	4	0.003902	21
10.050460	5	0.004878	10
10.050460	6	0.005854	9
10.050460	7	0.006829	9
10.050460	8	0.007805	7
10.050460	9	0.008780	6
10.050460	10	0.009756	2
10.050460	1025	1.000000	2
10.050460	47	0.045854	13
10.050460	24	0.023415	2
10.050460	14	0.013659	2
10.050460	64	0.062439	5
10.050460	12	0.011707	5
10.050460	183	0.178537	4
10.050460	20	0.019512	10
10.050460	94	0.091707	3
10.050460	57	0.055610	2
10.050460	119	0.116098	1
10.050460	97	0.094634	2
10.050460	137	0.133659	2
10.050460	82	0.080000	4
10.050460	90	0.087805	1
10.050460	55	0.053659	4
10.050460	37	0.036098	2
10.050460	29	0.028293	4
10.050460	52	0.050732	3
10.050460	32	0.031220	2
10.050460	43	0.041951	1
10.050460	21	0.020488	3
10.050460	18	0.017561	3
10.050460	33	0.032195	1
10.050460	36	0.035122	1
10.050460	75	0.073171	1
10.050460	46	0.044878	3
10.050460	11	0.010732	5
10.050460	19	0.018537	5
10.050460	45	0.043902	2
10.050460	39	0.038049	1
10.050460	23	0.022439	5
10.050460	25	0.024390	3
10.050460	40	0.039024	2
10.050460	16	0.015610	2
10.050460	34	0.033171	1
10.050460	22	0.021463	1
10.050460	26	0.025366	1
20.050896	1	0.000976	67
20.050896	2	0.001951	40
20.050896	3	0.002927	22
20.050896	4	0.003902	30
20.050896	5	0.004878	19
20.050896	6	0.005854	5
20.050896	7	0.006829	7
20.050896	8	0.007805	6
20.050896	9	0.008780	2
20.050896	10	0.009756	11
20.050896	1025	1.000000	2
20.050896	217	0.211707	7
20.050896	374	0.364878	9
20.050896	128	0.124878	13
20.050896	97	0.094634	6
20.050896	99	0.096585	7
20.050896	110	0.107317	9
20.050896	78	0.076098	24
20.050896	19	0.018537	16
20.050896	27	0.026341	12
20.050896	190	0.185366	4
20.050896	54	0.052683	8
20.050896	320	0.312195	3
20.050896	32	0.031220	11
20.050896	53	0.051707	1
20.050896	90	0.087805	3
20.050896	177	0.172683	6
20.050896	135	0.131707	1
20.050896	96	0.093659	2
20.050896	75	0.073171	1
20.050896	20	0.019512	8
20.050896	39	0.038049	1
20.050896	40	0.039024	2
20.050896	38	0.037073	2
20.050896	123	0.120000	1
20.050896	29	0.028293	6
20.050896	14	0.013659	9
20.050896	49	0.047805	1
20.050896	28	0.027317	3
20.050896	30	0.029268	2
20.050896	58	0.056585	1
20.050896	41	0.040000	3
20.050896	24	0.023415	1
20.050896	18	0.017561	4
20.050896	12	0.011707	2
20.050896	33	0.032195	2
20.050896	56	0.054634	2
20.050896	143	0.139512	1
20.050896	74	0.072195	2
20.050896	43	0.041951	1
20.050896	36	0.035122	1
20.050896	37	0.036098	1
20.050896	13	0.012683	3
20.050896	21	0.020488	2
20.050896	26	0.025366	1
20.050896	23	0.022439	1
20.050896	11	0.010732	1
30.051651	1	0.000976	82
30.051651	2	0.001951	31
30.051651	3	0.002927	19
30.051651	4	0.003902	14
30.051651	5	0.004878	8
30.051651	6	0.005854	17
30.051651	7	0.006829	6
30.051651	8	0.007805	17
30.051651	9	0.008780	8
30.051651	10	0.009756	0
30.051651	1025	1.000000	2
30.051651	178	0.173659	7
30.051651	703	0.685854	19
30.051651	25	0.024390	30
30.051651	119	0.116098	27
30.051651	124	0.120976	15
30.051651	54	0.052683	19
30.051651	120	0.117073	2
30.051651	356	0.347317	7
30.051651	227	0.221463	6
30.051651	38	0.037073	6
30.051651	81	0.079024	11
30.051651	40	0.039024	1
30.051651	79	0.077073	2
30.051651	32	0.031220	2
30.051651	37	0.036098	15
30.051651	87	0.084878	6
30.051651	207	0.201951	2
30.051651	183	0.178537	2
30.051651	67	0.065366	3
30.051651	76	0.074146	4
30.051651	179	0.174634	4
30.051651	22	0.021463	11
30.051651	107	0.104390	2
30.051651	57	0.055610	4
30.051651	13	0.012683	5
30.051651	16	0.015610	6
30.051651	12	0.011707	8
30.051651	19	0.018537	7
30.051651	21	0.020488	11
30.051651	15	0.014634	2
30.051651	26	0.025366	3
30.051651	14	0.013659	6
30.051651	60	0.058537	1
30.051651	23	0.022439	1
30.051651	30	0.029268	4
30.051651	29	0.028293	2
30.051651	33	0.032195	2
30.051651	59	0.057561	1
30.051651	35	0.034146	4
30.051651	20	0.019512	6
30.051651	24	0.023415	2
30.051651	18	0.017561	1
30.051651	17	0.016585	1
40.051865	1	0.000976	87
40.051865	2	0.001951	42
40.051865	3	0.002927	27
40.051865	4	0.003902	24
40.051865	5	0.004878	39
40.051865	6	0.005854	9
40.051865	7	0.006829	15
40.051865	8	0.007805	5
40.051865	9	0.008780	16
40.051865	10	0.009756	2
40.051865	1025	1.000000	2
40.051865	51	0.049756	29
40.051865	748	0.729756	19
40.051865	209	0.203902	31
40.051865	17	0.016585	43
40.051865	171	0.166829	15
40.051865	472	0.460488	14
40.051865	105	0.102439	6
40.051865	100	0.097561	13
40.051865	19	0.018537	16
40.051865	300	0.292683	2
40.051865	32	0.031220	6
40.051865	77	0.075122	3
40.051865	34	0.033171	6
40.051865	172	0.167805	5
40.051865	175	0.170732	2
40.051865	73	0.071220	8
