Generation	X	Y	Population	NormalCells	DeathRate	Diversity	DriverDiversity
0.000000	0	0	1	1023	0.000000	0.000000	0.000000
10.050460	0	0	1025	0	100.000000	0.000000	0.000000
20.050896	0	0	1025	0	100.000000	0.000000	0.000000
30.051651	0	0	1025	0	100.000000	0.000000	0.000000
40.051865	0	0	1025	0	100.000000	0.000000	0.000000
50.053093	0	0	1025	0	100.000000	0.000000	0.000000
60.053558	0	0	1025	0	100.000000	0.000000	0.000000
70.053848	0	0	1025	0	100.000000	0.000000	0.000000
80.054451	0	0	1025	0	100.000000	0.000000	0.000000
90.054741	0	0	1025	0	100.000000	0.000000	0.000000
100.055420	0	0	1025	0	100.000000	0.000000	0.000000
110.055862	0	0	1024	0	0.000000	0.000000	0.000000
120.056114	0	0	1025	0	100.000000	0.000000	0.000000
130.056549	0	0	1025	0	100.000000	0.000000	0.000000
140.057190	0	0	1024	0	0.000000	0.000000	0.000000
150.057877	0	0	1025	0	100.000000	0.000000	0.000000
160.058243	0	0	1025	0	100.000000	0.000000	0.000000
170.059280	0	0	1025	0	100.000000	0.000000	0.000000
180.059921	0	0	1024	0	0.000000	0.000000	0.000000
190.060242	0	0	1025	0	100.000000	0.000000	0.000000
200.061142	0	0	1025	0	100.000000	0.000000	0.000000
210.061798	0	0	1025	0	100.000000	0.000000	0.000000
220.062119	0	0	1025	0	100.000000	0.000000	0.000000
230.062637	0	0	1025	0	100.000000	0.000000	0.000000
240.063080	0	0	1025	0	100.000000	0.000000	0.000000
250.063278	0	0	1025	0	100.000000	0.000000	0.000000
260.063629	0	0	1025	0	100.000000	0.000000	0.000000
270.064148	0	0	1024	0	0.000000	0.000000	0.000000
280.064423	0	0	1025	0	100.000000	0.000000	0.000000
290.064972	0	0	1025	0	100.000000	0.000000	0.000000
300.065491	0	0	1025	0	100.000000	0.000000	0.000000
310.065796	0	0	1025	0	100.000000	0.000000	0.000000
320.066772	0	0	1025	0	100.000000	0.000000	0.000000
330.067535	0	0	1025	0	100.000000	0.000000	0.000000
340.068115	0	0	1025	0	100.000000	0.000000	0.000000
350.068481	0	0	1025	0	100.000000	0.000000	0.000000
360.068848	0	0	1025	0	100.000000	0.000000	0.000000
370.069427	0	0	1025	0	100.000000	0.000000	0.000000
380.069611	0	0	1025	0	100.000000	0.000000	0.000000
390.070404	0	0	1025	0	100.000000	0.000000	0.000000
400.070923	0	0	1025	0	100.000000	0.000000	0.000000
410.071350	0	0	1025	0	100.000000	0.000000	0.000000
420.071991	0	0	1025	0	100.000000	0.000000	0.000000
430.072693	0	0	1025	0	100.000000	0.000000	0.000000
440.072998	0	0	1025	0	100.000000	0.000000	0.000000
450.073639	0	0	1024	0	0.000000	0.000000	0.000000
460.074188	0	0	1025	0	100.000000	0.000000	0.000000
470.074768	0	0	1025	0	100.000000	0.000000	0.000000
480.075348	0	0	1025	0	100.000000	0.000000	0.000000
490.075806	0	0	1025	0	100.000000	0.000000	0.000000
500.076080	0	0	1024	0	0.000000	0.000000	0.000000
510.076569	0	0	1025	0	100.000000	0.000000	0.000000
520.077087	0	0	1024	0	0.000000	0.000000	0.000000
530.077881	0	0	1025	0	100.000000	0.000000	0.000000
540.078735	0	0	1025	0	100.000000	0.000000	0.000000
550.079712	0	0	1025	0	100.000000	0.000000	0.000000
560.080566	0	0	1025	0	100.000000	0.000000	0.000000
570.081177	0	0	1025	0	100.000000	0.000000	0.000000
580.082092	0	0	1025	0	100.000000	0.000000	0.000000
590.083008	0	0	1025	0	100.000000	0.000000	0.000000
600.083557	0	0	1024	0	0.000000	0.000000	0.000000
610.084106	0	0	1025	0	100.000000	0.000000	0.000000
620.084900	0	0	1025	0	100.000000	0.000000	0.000000
630.085693	0	0	1025	0	100.000000	0.000000	0.000000
640.086243	0	0	1025	0	100.000000	0.000000	0.000000
650.086426	0	0	1025	0	100.000000	0.000000	0.000000
660.086853	0	0	1025	0	100.000000	0.000000	0.000000
670.087524	0	0	1025	0	100.000000	0.000000	0.000000
680.088074	0	0	1025	0	100.000000	0.000000	0.000000
690.088562	0	0	1025	0	100.000000	0.000000	0.000000
700.088928	0	0	1025	0	100.000000	0.000000	0.000000
710.089722	0	0	1025	0	100.000000	0.000000	0.000000
720.090149	0	0	1025	0	100.000000	0.000000	0.000000
730.090637	0	0	1025	0	100.000000	0.000000	0.000000
740.091064	0	0	1027	0	100.000000	0.000000	0.000000
750.091736	0	0	1026	0	100.000000	0.000000	0.000000
760.092834	0	0	1025	0	100.000000	0.000000	0.000000
770.093506	0	0	1025	0	100.000000	0.000000	0.000000
780.093689	0	0	1024	0	0.000000	0.000000	0.000000
790.094299	0	0	1025	0	100.000000	0.000000	0.000000
800.094910	0	0	1025	0	100.000000	0.000000	0.000000
810.095520	0	0	1025	0	100.000000	0.000000	0.000000
820.096191	0	0	1025	0	100.000000	0.000000	0.000000
830.096680	0	0	1025	0	100.000000	0.000000	0.000000
840.097473	0	0	1025	0	100.000000	0.000000	0.000000
850.098267	0	0	1025	0	100.000000	0.000000	0.000000
860.098877	0	0	1025	0	100.000000	0.000000	0.000000
870.099365	0	0	1024	0	0.000000	0.000000	0.000000
880.099915	0	0	1025	0	100.000000	0.000000	0.000000
890.101074	0	0	1025	0	100.000000	0.000000	0.000000
900.101624	0	0	1025	0	100.000000	0.000000	0.000000
910.101990	0	0	1025	0	100.000000	0.000000	0.000000
920.102417	0	0	1025	0	100.000000	0.000000	0.000000
930.102661	0	0	1025	0	100.000000	0.000000	0.000000
940.103271	0	0	1024	0	0.000000	0.000000	0.000000
950.103699	0	0	1025	0	100.000000	0.000000	0.000000
960.104126	0	0	1025	0	100.000000	0.000000	0.000000
970.104492	0	0	1025	0	100.000000	0.000000	0.000000
980.105103	0	0	1025	0	100.000000	0.000000	0.000000
990.106018	0	0	1025	0	100.000000	0.000000	0.000000
1000.000000	0	0	1025	0	100.000000	0.000000	0.000000
