Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
0.000000	1	0	0	0	0.000000	0.000000	0.000000	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1.010105	4	4	1	0	0.750000	0.000000	0.687500	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3	3	1	1	1	3	1	3	4	0	0	0	0	0	0	0	0	0	0
2.032309	19	19	1	0	0.684211	0.000000	0.847645	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3	3	1	1	1	3	1	3	19	0	0	0	0	0	0	0	0	0	0
3.043681	42	43	2	0	0.976190	0.000000	0.975624	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6	6	1	1	1	6	1	6	42	0	0	0	0	0	0	0	0	0	0
4.048162	124	135	12	0	1.088710	0.000000	1.048582	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	13	13	1	1	1	13	1	13	124	0	0	0	0	0	0	0	0	0	0
5.049911	288	339	52	0	1.086806	0.000000	1.093159	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	25	25	1	1	1	25	1	27	288	0	0	0	0	0	0	0	0	0	0
6.049976	999	4027	3029	0	0.800801	0.978979	0.952311	0.020579	1.586729e+01	0.000000e+00	4.746181e+00	0.000000e+00	146	146	2	1	1	164	2	332	21	978	0	0	0	0	0	0	0	0	0
7.050201	1025	20551	19527	0	1.818537	1.000000	1.740732	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	210	210	1	1	1	420	3	1557	0	1025	0	0	0	0	0	0	0	0	0
8.050225	1025	37343	36319	0	2.946342	1.000000	2.380535	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	208	208	1	1	1	709	3	2861	0	1025	0	0	0	0	0	0	0	0	0
9.050292	1025	54081	53057	0	3.986341	1.000000	3.000792	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	231	231	1	1	1	994	3	4134	0	1025	0	0	0	0	0	0	0	0	0
10.050460	1025	70659	69635	0	5.693658	1.000000	5.365668	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	214	214	1	1	1	1265	3	5368	0	1025	0	0	0	0	0	0	0	0	0
11.050546	1025	87125	86101	0	7.462439	1.004878	7.844684	0.004854	1.617221e+01	0.000000e+00	4.182255e-02	0.000000e+00	227	227	2	1	1	1579	4	6692	0	1020	5	0	0	0	0	0	0	0	0
12.050561	1025	103572	102548	0	8.886829	1.000000	8.141336	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	203	203	1	1	1	1810	4	7933	0	1025	0	0	0	0	0	0	0	0	0
13.050569	1025	120203	119179	0	9.892683	1.000000	8.043117	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	220	220	1	1	1	2088	4	9238	0	1025	0	0	0	0	0	0	0	0	0
14.050656	1025	136717	135693	0	10.938537	1.000000	9.938659	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	223	223	1	1	1	2366	4	10590	0	1025	0	0	0	0	0	0	0	0	0
15.050659	1026	153291	152266	0	12.197856	1.000000	12.010562	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	213	213	1	1	1	2666	4	11914	0	1026	0	0	0	0	0	0	0	0	0
16.050808	1025	170157	169133	0	13.699512	1.000000	11.107752	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	214	214	1	1	1	2930	4	13199	0	1025	0	0	0	0	0	0	0	0	0
17.050833	1025	186847	185823	0	14.495609	1.000000	8.651934	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	212	212	1	1	1	3253	4	14541	0	1025	0	0	0	0	0	0	0	0	0
18.050846	1025	203361	202337	0	15.401951	1.000000	10.490136	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	209	209	1	1	1	3547	4	15868	0	1025	0	0	0	0	0	0	0	0	0
19.050861	1025	219987	218963	0	16.216585	1.000000	9.685775	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	220	220	1	1	1	3820	4	17191	0	1025	0	0	0	0	0	0	0	0	0
20.050896	1025	236451	235427	0	17.948292	1.000976	14.595378	0.000975	1.606923e+01	0.000000e+00	1.408864e+01	0.000000e+00	215	215	2	1	1	4113	4	18550	0	1024	1	0	0	0	0	0	0	0	0
21.050987	1025	252998	251974	0	19.024391	1.000000	12.858925	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	247	247	1	1	1	4439	4	19932	0	1025	0	0	0	0	0	0	0	0	0
22.051052	1025	269597	268573	0	20.280001	1.000000	13.979159	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	223	223	1	1	1	4682	4	21173	0	1025	0	0	0	0	0	0	0	0	0
23.051121	1025	286033	285009	0	21.635122	1.000976	10.446383	0.000975	1.618590e+01	0.000000e+00	3.943596e-04	0.000000e+00	213	213	2	1	1	4950	4	22448	0	1024	1	0	0	0	0	0	0	0	0
24.051130	1024	302694	301671	0	23.126953	1.000000	11.126499	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	255	255	1	1	1	5280	4	23797	0	1024	0	0	0	0	0	0	0	0	0
25.051260	1025	319271	318247	0	25.578537	1.000000	14.001878	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	216	216	1	1	1	5553	4	25124	0	1025	0	0	0	0	0	0	0	0	0
26.051605	1025	335834	334810	0	26.959024	1.000976	10.259786	0.000975	1.610655e+01	0.000000e+00	6.549252e+00	0.000000e+00	237	237	2	1	1	5861	4	26418	0	1024	1	0	0	0	0	0	0	0	0
27.051622	1025	352410	351386	0	27.719025	1.000976	14.574711	0.000975	1.616296e+01	0.000000e+00	5.684368e-01	0.000000e+00	229	229	2	1	1	6158	4	27739	0	1024	1	0	0	0	0	0	0	0	0
28.051636	1025	368953	367929	0	29.759024	1.000000	9.652177	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	227	227	1	1	1	6442	4	29050	0	1025	0	0	0	0	0	0	0	0	0
29.051638	1025	385683	384659	0	31.365854	1.000000	8.372498	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	209	209	1	1	1	6703	4	30333	0	1025	0	0	0	0	0	0	0	0	0
30.051651	1025	402449	401425	0	32.334633	1.000000	8.815826	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	205	205	1	1	1	7032	4	31708	0	1025	0	0	0	0	0	0	0	0	0
31.051653	1025	418859	417835	0	34.456585	1.000000	9.044205	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	207	207	1	1	1	7315	4	33006	0	1025	0	0	0	0	0	0	0	0	0
32.051655	1024	435249	434226	0	35.199219	1.000000	10.862671	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	238	238	1	1	1	7633	4	34330	0	1024	0	0	0	0	0	0	0	0	0
33.051666	1025	451719	450695	0	35.599026	1.000000	9.865554	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	213	213	1	1	1	7905	4	35631	0	1025	0	0	0	0	0	0	0	0	0
34.051674	1025	468441	467417	0	35.889755	1.000000	7.216139	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	187	187	1	1	1	8157	4	36866	0	1025	0	0	0	0	0	0	0	0	0
35.051716	1025	485144	484120	0	38.164879	1.000000	8.440129	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	236	236	1	1	1	8500	4	38271	0	1025	0	0	0	0	0	0	0	0	0
36.051811	1025	501737	500713	0	39.519024	1.000000	9.186235	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	233	233	1	1	1	8773	4	39547	0	1025	0	0	0	0	0	0	0	0	0
37.051826	1025	518572	517548	0	40.252682	1.000000	6.655180	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	229	229	1	1	1	9054	4	40847	0	1025	0	0	0	0	0	0	0	0	0
38.051849	1025	534919	533895	0	39.812683	1.000000	7.607841	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	216	216	1	1	1	9340	4	42157	0	1025	0	0	0	0	0	0	0	0	0
39.051857	1025	551416	550392	0	39.801952	1.000000	6.186146	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	205	205	1	1	1	9615	4	43375	0	1025	0	0	0	0	0	0	0	0	0
40.051865	1025	568122	567098	0	41.564877	1.000000	7.557005	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	240	240	1	1	1	9928	4	44748	0	1025	0	0	0	0	0	0	0	0	0
41.051876	1025	584667	583643	0	42.833172	1.000000	8.753628	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	247	247	1	1	1	10236	4	46051	0	1025	0	0	0	0	0	0	0	0	0
42.051975	1025	601068	600044	0	45.080002	1.000000	6.625790	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	208	208	1	1	1	10483	4	47283	0	1025	0	0	0	0	0	0	0	0	0
43.052017	1025	617708	616684	0	46.217560	1.000000	8.901930	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	241	241	1	1	1	10785	4	48615	0	1025	0	0	0	0	0	0	0	0	0
44.052471	1025	634358	633334	0	47.289757	1.000976	8.955070	0.000975	1.607304e+01	0.000000e+00	1.318828e+01	0.000000e+00	214	214	2	1	1	11063	4	49917	0	1024	1	0	0	0	0	0	0	0	0
45.052567	1025	651091	650067	0	49.441952	1.000976	10.892483	0.000975	1.603417e+01	0.000000e+00	2.376777e+01	0.000000e+00	230	230	2	1	1	11359	4	51218	0	1024	1	0	0	0	0	0	0	0	0
46.052643	1025	667491	666467	0	52.086830	1.001951	15.103679	0.001947	1.577713e+01	0.000000e+00	8.621523e+01	0.000000e+00	203	203	3	1	1	11627	4	52439	0	1023	2	0	0	0	0	0	0	0	0
47.052670	1025	684081	683057	0	53.456585	1.000976	15.740790	0.000975	1.618394e+01	0.000000e+00	6.853542e-03	0.000000e+00	201	201	2	1	1	11908	5	53771	0	1024	1	0	0	0	0	0	0	0	0
48.052677	1025	700612	699588	0	55.341465	1.000000	14.899978	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	212	212	1	1	1	12160	5	55034	0	1025	0	0	0	0	0	0	0	0	0
49.053036	1025	717224	716200	0	57.234146	1.000000	13.351997	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	218	218	1	1	1	12497	5	56429	0	1025	0	0	0	0	0	0	0	0	0
50.053093	1025	733787	732763	0	58.186340	1.000000	10.237474	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	217	217	1	1	1	12784	5	57748	0	1025	0	0	0	0	0	0	0	0	0
51.053177	1025	750330	749306	0	59.938538	1.000000	11.080108	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	239	239	1	1	1	13078	5	59070	0	1025	0	0	0	0	0	0	0	0	0
52.053223	1025	766766	765742	0	60.196098	1.000000	15.701062	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	222	222	1	1	1	13333	5	60328	0	1025	0	0	0	0	0	0	0	0	0
53.053265	1025	783338	782314	0	61.425365	1.000000	14.609311	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	210	210	1	1	1	13604	5	61592	0	1025	0	0	0	0	0	0	0	0	0
54.053379	1025	799882	798858	0	61.541462	1.000000	19.116579	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	203	203	1	1	1	13879	5	62864	0	1025	0	0	0	0	0	0	0	0	0
55.053383	1025	816275	815251	0	63.317074	1.000000	18.856529	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	196	196	1	1	1	14127	5	64112	0	1025	0	0	0	0	0	0	0	0	0
56.053391	1024	832860	831837	0	65.405273	1.000000	24.682402	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	218	218	1	1	1	14387	5	65380	0	1024	0	0	0	0	0	0	0	0	0
57.053459	1025	849465	848441	0	66.164879	1.000000	23.148413	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	220	220	1	1	1	14651	5	66707	0	1025	0	0	0	0	0	0	0	0	0
58.053463	1024	865993	864970	0	67.049805	1.000000	27.445768	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	213	213	1	1	1	14920	5	68011	0	1024	0	0	0	0	0	0	0	0	0
59.053535	1025	882479	881455	0	67.248779	1.000000	28.368357	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	241	241	1	1	1	15198	5	69211	0	1025	0	0	0	0	0	0	0	0	0
60.053558	1025	899088	898064	0	67.954147	1.000000	29.657406	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	212	212	1	1	1	15462	5	70500	0	1025	0	0	0	0	0	0	0	0	0
61.053562	1024	915750	914727	0	68.442383	1.000000	22.916569	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	211	211	1	1	1	15738	5	71801	0	1024	0	0	0	0	0	0	0	0	0
62.053608	1025	932261	931237	0	69.770729	1.000000	23.624506	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	222	222	1	1	1	16009	5	73041	0	1025	0	0	0	0	0	0	0	0	0
63.053642	1025	948775	947751	0	71.795120	1.000000	13.710226	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	234	234	1	1	1	16308	5	74345	0	1025	0	0	0	0	0	0	0	0	0
64.053650	1024	965283	964260	0	73.064453	1.000000	19.659887	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	234	234	1	1	1	16608	5	75650	0	1024	0	0	0	0	0	0	0	0	0
65.053757	1025	981734	980710	0	74.156097	1.000000	24.090761	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	235	235	1	1	1	16913	5	76970	0	1025	0	0	0	0	0	0	0	0	0
66.053787	1025	998057	997033	0	75.456589	1.000976	21.213972	0.000975	1.603708e+01	0.000000e+00	2.287120e+01	0.000000e+00	225	225	2	1	1	17177	5	78266	0	1024	1	0	0	0	0	0	0	0	0
67.053795	1024	1014536	1013513	0	78.690430	1.000977	32.957859	0.000976	1.617038e+01	0.000000e+00	2.665136e-01	0.000000e+00	212	212	2	1	1	17455	5	79543	0	1023	1	0	0	0	0	0	0	0	0
68.053818	1025	1031000	1029976	0	79.304390	1.000000	33.048809	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	219	219	1	1	1	17714	5	80819	0	1025	0	0	0	0	0	0	0	0	0
69.053825	1025	1047543	1046519	0	81.052681	1.000000	34.327011	0.000000	1.618653e+01	0.000000e+00	0.000000e+00	0.000000e+00	219	219	1	1	1	17988	5	82152	0	1025	0	0	0	0	0	0	0	0	0
