Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.050460	1	0.000976	74
10.050460	2	0.001951	35
10.050460	3	0.002927	24
10.050460	4	0.003902	19
10.050460	5	0.004878	10
10.050460	6	0.005854	4
10.050460	7	0.006829	6
10.050460	8	0.007805	7
10.050460	9	0.008780	4
10.050460	10	0.009756	3
10.050460	20	0.019512	2
10.050460	15	0.014634	2
10.050460	27	0.026341	2
10.050460	17	0.016585	2
10.050460	12	0.011707	2
10.050460	35	0.034146	2
10.050460	13	0.012683	4
10.050460	19	0.018537	2
10.050460	11	0.010732	3
10.050460	14	0.013659	4
10.050460	21	0.020488	2
10.050460	22	0.021463	1
20.050896	1	0.000976	70
20.050896	2	0.001951	39
20.050896	3	0.002927	25
20.050896	4	0.003902	19
20.050896	5	0.004878	13
20.050896	6	0.005854	5
20.050896	7	0.006829	7
20.050896	8	0.007805	2
20.050896	9	0.008780	4
20.050896	10	0.009756	3
20.050896	19	0.018537	3
20.050896	11	0.010732	3
20.050896	14	0.013659	1
20.050896	13	0.012683	4
20.050896	23	0.022439	2
20.050896	22	0.021463	1
20.050896	29	0.028293	1
20.050896	26	0.025366	1
20.050896	32	0.031220	1
20.050896	17	0.016585	1
20.050896	21	0.020488	1
20.050896	18	0.017561	2
20.050896	16	0.015610	2
20.050896	12	0.011707	2
20.050896	24	0.023415	1
20.050896	20	0.019512	1
20.050896	15	0.014634	1
30.051651	1	0.000976	74
30.051651	2	0.001951	31
30.051651	3	0.002927	20
30.051651	4	0.003902	10
30.051651	5	0.004878	12
30.051651	6	0.005854	7
30.051651	7	0.006829	9
30.051651	8	0.007805	8
30.051651	9	0.008780	4
30.051651	10	0.009756	4
30.051651	30	0.029268	1
30.051651	43	0.041951	1
30.051651	18	0.017561	2
30.051651	11	0.010732	2
30.051651	38	0.037073	1
30.051651	12	0.011707	4
30.051651	16	0.015610	2
30.051651	13	0.012683	5
30.051651	17	0.016585	2
30.051651	28	0.027317	1
30.051651	19	0.018537	1
30.051651	24	0.023415	1
30.051651	25	0.024390	1
30.051651	26	0.025366	1
30.051651	14	0.013659	1
40.051865	1	0.000976	92
40.051865	2	0.001951	43
40.051865	3	0.002927	24
40.051865	4	0.003902	14
40.051865	5	0.004878	17
40.051865	6	0.005854	6
40.051865	7	0.006829	10
40.051865	8	0.007805	2
40.051865	9	0.008780	4
40.051865	10	0.009756	3
40.051865	12	0.011707	3
40.051865	18	0.017561	2
40.051865	13	0.012683	3
40.051865	11	0.010732	4
40.051865	17	0.016585	1
40.051865	35	0.034146	1
40.051865	24	0.023415	1
40.051865	15	0.014634	1
40.051865	14	0.013659	1
40.051865	26	0.025366	1
40.051865	16	0.015610	3
40.051865	23	0.022439	1
40.051865	27	0.026341	1
40.051865	28	0.027317	1
40.051865	34	0.033171	1
50.053093	1	0.000976	61
50.053093	2	0.001951	41
50.053093	3	0.002927	30
50.053093	4	0.003902	14
50.053093	5	0.004878	15
50.053093	6	0.005854	8
50.053093	7	0.006829	8
50.053093	8	0.007805	7
50.053093	9	0.008780	2
50.053093	10	0.009756	6
50.053093	15	0.014634	3
50.053093	13	0.012683	2
50.053093	12	0.011707	2
50.053093	17	0.016585	2
50.053093	51	0.049756	1
50.053093	27	0.026341	1
50.053093	14	0.013659	4
50.053093	22	0.021463	1
50.053093	20	0.019512	1
50.053093	23	0.022439	1
50.053093	11	0.010732	5
50.053093	19	0.018537	1
50.053093	21	0.020488	1
60.053558	1	0.000976	84
60.053558	2	0.001951	28
60.053558	3	0.002927	25
60.053558	4	0.003902	14
60.053558	5	0.004878	10
60.053558	6	0.005854	11
60.053558	7	0.006829	5
60.053558	8	0.007805	4
60.053558	9	0.008780	3
60.053558	10	0.009756	4
60.053558	13	0.012683	1
60.053558	31	0.030244	1
60.053558	11	0.010732	3
60.053558	20	0.019512	1
60.053558	12	0.011707	3
60.053558	38	0.037073	1
60.053558	17	0.016585	2
60.053558	21	0.020488	2
60.053558	19	0.018537	2
60.053558	40	0.039024	1
60.053558	15	0.014634	2
60.053558	50	0.048780	1
60.053558	23	0.022439	1
60.053558	26	0.025366	2
60.053558	24	0.023415	1
70.053848	1	0.000976	87
70.053848	2	0.001951	33
70.053848	3	0.002927	22
70.053848	4	0.003902	19
70.053848	5	0.004878	18
70.053848	6	0.005854	14
70.053848	7	0.006829	9
70.053848	8	0.007805	1
70.053848	9	0.008780	4
70.053848	10	0.009756	1
70.053848	11	0.010732	1
70.053848	28	0.027317	1
70.053848	51	0.049756	1
70.053848	26	0.025366	1
70.053848	70	0.068293	1
70.053848	38	0.037073	1
70.053848	17	0.016585	3
70.053848	12	0.011707	1
70.053848	15	0.014634	2
70.053848	21	0.020488	1
70.053848	19	0.018537	2
70.053848	23	0.022439	1
70.053848	13	0.012683	2
70.053848	14	0.013659	1
80.054451	1	0.000976	70
80.054451	2	0.001951	37
80.054451	3	0.002927	23
80.054451	4	0.003902	16
80.054451	5	0.004878	12
80.054451	6	0.005854	3
80.054451	7	0.006829	10
80.054451	8	0.007805	5
80.054451	9	0.008780	4
80.054451	10	0.009756	4
80.054451	25	0.024390	1
80.054451	16	0.015610	1
80.054451	22	0.021463	1
80.054451	14	0.013659	5
80.054451	12	0.011707	5
