Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
0	55766	55985	3	2	0	1	64	54.853230	0.000000	22.169800	1028
0	55985	56585	3	2	0	1	65	54.853230	0.000000	22.297867	1028
0	56585	60024	3	2	0	1	66	54.853230	0.000000	23.086752	1028
0	60024	60042	3	2	0	1	67	54.853230	0.000000	23.090357	1028
0	60042	60054	3	2	0	1	68	54.853230	0.000000	23.092710	1028
0	64398	64573	3	2	0	1	70	54.853230	0.000000	24.096214	1028
0	64638	65396	3	2	0	1	72	54.853230	0.000000	24.280277	1028
0	60054	64398	3	2	0	1	69	54.853230	0.000000	24.056812	1028
0	64573	64638	3	2	0	1	71	54.853230	0.000000	24.108652	1028
0	65396	66811	3	2	0	1	73	54.853230	0.000000	24.597967	1028
0	66811	68841	3	2	0	1	74	54.853230	0.000000	25.059118	1028
0	68841	70956	3	2	0	1	75	54.853230	0.000000	25.564791	1028
0	70956	72186	3	2	0	1	76	54.853230	0.000000	25.827641	1028
0	72186	72321	3	2	0	1	77	54.853230	0.000000	25.863514	1028
0	72321	73804	3	2	0	1	78	54.853230	0.000000	26.191566	1028
0	74511	74824	3	2	0	1	81	54.853230	0.000000	26.416510	1028
0	74489	74511	3	2	0	1	80	54.853230	0.000000	26.344406	1028
0	73804	74489	3	2	0	1	79	54.853230	0.000000	26.339903	1028
0	78715	78741	3	2	0	1	84	54.853230	0.000000	27.323072	1028
0	74824	78535	3	2	0	1	82	54.853230	0.000000	27.274632	1028
0	78535	78715	3	2	0	1	83	54.853230	0.000000	27.316805	1028
0	78741	79340	3	2	0	1	85	54.853230	0.000000	27.465755	1028
0	79340	79826	3	2	0	1	86	54.853230	0.000000	27.573542	1028
0	79826	80937	3	2	0	1	88	54.853230	0.000000	27.834146	1028
0	82688	82732	3	2	0	1	92	54.853230	0.000000	28.231672	1028
0	80937	82276	3	2	0	1	89	54.853230	0.000000	28.126329	1028
0	82276	82607	3	2	0	1	90	54.853230	0.000000	28.203558	1028
0	82607	82688	3	2	0	1	91	54.853230	0.000000	28.221359	1028
0	83350	83525	3	2	0	1	94	54.853230	0.000000	28.412254	1028
0	82732	83350	3	2	0	1	93	54.853230	0.000000	28.369097	1028
0	83525	83610	3	2	0	1	95	54.853230	0.000000	28.431293	1028
0	83610	84159	3	2	0	1	96	54.853230	0.000000	28.553577	1028
0	84159	86465	3	2	0	1	97	54.853230	0.000000	29.071777	1028
0	86465	87704	3	2	0	1	98	54.853230	0.000000	29.345901	1028
0	87704	87739	3	2	0	1	99	54.853230	0.000000	29.354473	1028
0	87739	87792	3	2	0	1	100	54.853230	0.000000	29.367155	1028
0	87792	87927	3	2	0	1	101	54.853230	0.000000	29.400486	1028
0	87927	88251	3	2	0	1	102	54.853230	0.000000	29.475111	1028
0	88251	88607	3	2	0	1	103	54.853230	0.000000	29.567829	1028
0	88607	92464	3	2	0	1	104	54.853230	0.000000	30.430416	1028
0	92464	95607	3	2	0	1	105	54.853230	0.000000	31.116018	1028
0	95607	96377	3	2	0	1	106	54.853230	0.000000	31.282385	1028
0	96377	97422	3	2	0	1	107	54.853230	0.000000	31.522373	1028
0	98897	99406	3	2	0	1	109	54.853230	0.000000	31.969542	1028
0	97422	98897	3	2	0	1	108	54.853230	0.000000	31.860060	1028
0	99406	100212	3	2	0	1	110	54.853230	0.000000	32.151791	1028
0	100212	100372	3	2	0	1	111	54.853230	0.000000	32.191273	1028
0	100372	100587	3	2	0	1	112	54.853230	0.000000	32.241455	1028
0	100587	102012	3	2	0	1	113	54.853230	0.000000	32.574734	1028
0	104252	104439	3	2	0	1	116	54.853230	0.000000	33.126732	1028
0	102012	103083	3	2	0	1	114	54.853230	0.000000	32.815235	1028
0	103083	104252	3	2	0	1	115	54.853230	0.000000	33.081837	1028
0	104439	107756	3	2	0	1	117	54.853230	0.000000	33.874458	1028
0	107756	108245	3	2	0	1	118	54.853230	0.000000	33.988712	1028
0	108245	110516	3	2	0	1	119	54.853230	0.000000	34.503754	1028
0	110516	110853	3	2	0	1	120	54.853230	0.000000	34.581978	1028
0	110853	111088	3	2	0	1	121	54.853230	0.000000	34.632572	1028
0	111088	114225	3	2	0	1	122	54.853230	0.000000	35.341660	1028
0	114225	115560	3	2	0	1	123	54.853230	0.000000	35.670280	1028
0	115560	116005	3	2	0	1	124	54.853230	0.000000	35.772209	1028
0	116005	116171	3	2	0	1	126	54.853230	0.000000	35.813400	1028
0	116171	116533	3	2	0	1	127	54.853230	0.000000	35.891087	1028
0	116533	117737	3	2	0	1	129	54.853230	0.000000	36.164932	1028
0	117737	117830	3	2	0	1	130	54.853230	0.000000	36.185787	1028
0	117830	118319	3	2	0	1	131	54.853230	0.000000	36.289387	1028
0	120168	120608	3	2	0	1	133	54.853230	0.000000	36.814651	1028
0	118319	120168	3	2	0	1	132	54.853230	0.000000	36.713963	1028
0	120608	121175	3	2	0	1	134	54.853230	0.000000	36.942509	1028
0	121175	121432	3	2	0	1	135	54.853230	0.000000	37.003906	1028
0	121432	121441	3	2	0	1	136	54.853230	0.000000	37.005798	1028
0	121441	121946	3	2	0	1	137	54.853230	0.000000	37.120274	1028
0	121946	122667	3	2	0	1	138	54.853230	0.000000	37.291946	1028
0	122667	124204	3	2	0	1	139	54.853230	0.000000	37.647778	1028
0	124516	124976	3	2	0	1	141	54.853230	0.000000	37.814812	1028
0	124204	124516	3	2	0	1	140	54.853230	0.000000	37.715775	1028
0	124976	125316	3	2	0	1	142	54.853230	0.000000	37.890938	1028
0	125316	126171	3	2	0	1	143	54.853230	0.000000	38.084717	1028
0	126171	126651	3	2	0	1	144	54.853230	0.000000	38.192066	1028
0	126651	126698	3	2	0	1	145	54.853230	0.000000	38.201424	1028
0	128540	128625	3	2	0	1	147	54.853230	0.000000	38.646057	1028
0	128625	128819	3	2	0	1	148	54.853230	0.000000	38.694279	1028
0	126698	128540	3	2	0	1	146	54.853230	0.000000	38.622879	1028
0	128819	129374	3	2	0	1	149	54.853230	0.000000	38.822338	1028
0	130618	130809	3	2	0	1	151	54.853230	0.000000	39.140190	1028
0	129374	130618	3	2	0	1	150	54.853230	0.000000	39.098309	1028
0	130809	133293	3	2	0	1	152	54.853230	0.000000	39.718906	1028
0	133293	134136	3	2	0	1	153	54.853230	0.000000	39.908546	1028
0	134136	134453	3	2	0	1	154	54.853230	0.000000	39.980000	1028
0	134453	134964	3	2	0	1	155	54.853230	0.000000	40.096851	1028
0	134964	135493	3	2	0	1	156	54.853230	0.000000	40.217197	1028
0	135493	136295	3	2	0	1	157	54.853230	0.000000	40.398735	1028
0	136295	136862	3	2	0	1	158	54.853230	0.000000	40.521194	1028
0	136862	137105	3	2	0	1	159	54.853230	0.000000	40.577301	1028
0	137105	138900	3	2	0	1	160	54.853230	0.000000	41.010918	1028
0	138900	141577	3	2	0	1	161	54.853230	0.000000	41.655399	1028
0	141577	143899	3	2	0	1	162	54.853230	0.000000	42.176361	1028
0	143899	147576	3	2	0	1	163	54.853230	0.000000	42.995220	1028
0	147576	153640	3	2	0	1	164	54.853230	0.000000	44.370453	1028
0	153640	154369	3	2	0	1	165	54.853230	0.000000	44.524956	1028
0	154369	155209	3	2	0	1	166	54.853230	0.000000	44.716236	1028
0	155209	155316	3	2	0	1	167	54.853230	0.000000	44.736069	1028
0	155316	157886	3	2	0	1	168	54.853230	0.000000	45.338375	1028
0	157920	158136	3	2	0	1	170	54.853230	0.000000	45.391010	1028
0	157886	157920	3	2	0	1	169	54.853230	0.000000	45.344830	1028
0	158136	158608	3	2	0	1	171	54.853230	0.000000	45.494640	1028
0	163311	163328	3	2	0	1	173	54.853230	0.000000	46.539127	1028
0	158608	163311	3	2	0	1	172	54.853230	0.000000	46.535347	1028
0	164698	164775	3	2	0	1	175	54.853230	0.000000	46.878555	1028
0	164775	165414	3	2	0	1	176	54.853230	0.000000	47.026630	1028
0	163328	164698	3	2	0	1	174	54.853230	0.000000	46.857086	1028
0	165414	165449	3	2	0	1	177	54.853230	0.000000	47.036186	1028
0	165449	166229	3	2	0	1	178	54.853230	0.000000	47.214306	1028
0	166229	166246	3	2	0	1	179	54.853230	0.000000	47.218601	1028
0	166246	166887	3	2	0	1	180	54.853230	0.000000	47.368488	1028
0	168128	168217	3	2	0	1	182	54.853230	0.000000	47.669003	1028
0	166887	168128	3	2	0	1	181	54.853230	0.000000	47.651085	1028
0	168217	169039	3	2	0	1	183	54.853230	0.000000	47.862373	1028
0	169039	170898	3	2	0	1	184	54.853230	0.000000	48.275311	1028
0	170898	172064	3	2	0	1	185	54.853230	0.000000	48.529335	1028
0	172064	172148	3	2	0	1	186	54.853230	0.000000	48.546444	1028
0	172148	172653	3	2	0	1	187	54.853230	0.000000	48.659702	1028
0	172653	173034	3	2	0	1	188	54.853230	0.000000	48.750816	1028
0	173476	173495	3	2	0	1	190	54.853230	0.000000	48.864170	1028
0	173034	173476	3	2	0	1	189	54.853230	0.000000	48.857117	1028
0	173495	174262	3	2	0	1	191	54.853230	0.000000	49.030106	1028
0	175015	175041	3	2	0	1	193	54.853230	0.000000	49.202282	1028
0	174262	175015	3	2	0	1	192	54.853230	0.000000	49.197628	1028
0	175827	175842	3	2	0	1	195	54.853230	0.000000	49.391628	1028
0	175041	175827	3	2	0	1	194	54.853230	0.000000	49.388466	1028
0	175842	177346	3	2	0	1	196	54.853230	0.000000	49.725399	1028
0	177821	178162	3	2	0	1	198	54.853230	0.000000	49.920029	1028
0	177346	177821	3	2	0	1	197	54.853230	0.000000	49.836765	1028
0	178365	178713	3	2	0	1	200	54.853230	0.000000	50.039207	1028
0	178162	178365	3	2	0	1	199	54.853230	0.000000	49.958237	1028
0	178713	180343	3	2	0	1	201	54.853230	0.000000	50.399990	1028
0	180343	181583	3	2	0	1	202	54.853230	0.000000	50.673668	1028
0	181583	181802	3	2	0	1	203	54.853230	0.000000	50.724663	1028
0	181802	182313	3	2	0	1	204	54.853230	0.000000	50.828320	1028
0	182313	183031	3	2	0	1	205	54.853230	0.000000	50.997692	1028
0	183031	183690	3	2	0	1	206	54.853230	0.000000	51.153854	1028
0	183690	184602	3	2	0	1	207	54.853230	0.000000	51.350483	1028
0	184602	185597	3	2	0	1	208	54.853230	0.000000	51.582649	1028
0	185597	186965	3	2	0	1	209	54.853230	0.000000	51.882641	1028
0	186965	187425	3	2	0	1	210	54.853230	0.000000	51.995270	1028
0	187425	188802	3	2	0	1	211	54.853230	0.000000	52.299267	1028
0	188802	189350	3	2	0	1	212	54.853230	0.000000	52.421253	1028
0	189350	190565	3	2	0	1	213	54.853230	0.000000	52.705379	1028
0	190565	191191	3	2	0	1	214	54.853230	0.000000	52.843922	1028
0	191191	195796	3	2	0	1	215	54.853230	0.000000	53.881836	1028
0	195796	196775	3	2	0	1	216	54.853230	0.000000	54.103661	1028
0	196775	199822	3	2	0	1	217	54.853230	0.000000	54.812000	1028
0	199822	199969	3	2	0	1	218	54.853230	0.000000	54.851101	1028
0	199969	201277	3	2	0	1	219	54.853230	0.000000	55.151955	1028
0	201277	201905	3	2	0	1	220	54.853230	0.000000	55.289215	1028
0	201905	202990	3	2	0	1	221	54.853230	0.000000	55.548035	1028
0	205763	206267	3	2	0	1	224	54.853230	0.000000	56.272541	1028
0	202990	205140	3	2	0	1	222	54.853230	0.000000	56.030762	1028
0	205140	205763	3	2	0	1	223	54.853230	0.000000	56.165714	1028
0	206267	206809	3	2	0	1	225	54.853230	0.000000	56.397217	1028
0	206809	207377	3	2	0	1	226	54.853230	0.000000	56.531567	1028
0	207377	207557	3	2	0	1	227	54.853230	0.000000	56.570187	1028
0	207557	212052	3	2	0	1	228	54.853230	0.000000	57.591022	1028
0	212052	212549	3	2	0	1	229	54.853230	0.000000	57.694988	1028
0	212549	213613	3	2	0	1	230	54.853230	0.000000	57.939457	1028
0	213613	216394	3	2	0	1	231	54.853230	0.000000	58.588490	1028
0	216394	222713	3	2	0	1	232	54.853230	0.000000	60.007610	1028
0	222713	223419	3	2	0	1	233	54.853230	0.000000	60.157188	1028
0	223419	225398	3	2	0	1	234	54.853230	0.000000	60.596752	1028
0	225398	225602	3	2	0	1	235	54.853230	0.000000	60.634403	1028
0	225602	226358	3	2	0	1	236	54.853230	0.000000	60.820530	1028
0	227710	227939	3	2	0	1	239	54.853230	0.000000	61.178917	1028
0	226358	227710	3	2	0	1	237	54.853230	0.000000	61.124279	1028
0	227939	227961	3	2	0	1	240	54.853230	0.000000	61.183697	1028
0	227961	228560	3	2	0	1	241	54.853230	0.000000	61.317543	1028
0	228560	231884	3	2	0	1	242	54.853230	0.000000	62.073887	1028
0	231884	232359	3	2	0	1	243	54.853230	0.000000	62.179668	1028
0	232359	232865	3	2	0	1	244	54.853230	0.000000	62.301067	1028
0	232865	233498	3	2	0	1	245	54.853230	0.000000	62.441616	1028
0	233498	234841	3	2	0	1	246	54.853230	0.000000	62.758701	1028
0	234841	236457	3	2	0	1	247	54.853230	0.000000	63.132065	1028
0	236457	237198	3	2	0	1	248	54.853230	0.000000	63.297649	1028
0	237198	237227	3	2	0	1	249	54.853230	0.000000	63.303642	1028
0	237227	238242	3	2	0	1	250	54.853230	0.000000	63.530399	1028
0	238242	238716	3	2	0	1	251	54.853230	0.000000	63.635910	1028
0	238716	239674	3	2	0	1	252	54.853230	0.000000	63.863197	1028
0	239674	239943	3	2	0	1	253	54.853230	0.000000	63.920349	1028
0	239943	241279	3	2	0	1	254	54.853230	0.000000	64.232468	1028
0	242570	242976	3	2	0	1	256	54.853230	0.000000	64.600327	1028
0	241279	242570	3	2	0	1	255	54.853230	0.000000	64.506523	1028
0	242976	244984	3	2	0	1	257	54.853230	0.000000	65.073608	1028
0	244984	247751	3	2	0	1	258	54.853230	0.000000	65.696053	1028
0	247751	248140	3	2	0	1	259	54.853230	0.000000	65.787231	1028
0	248140	249704	3	2	0	1	260	54.853230	0.000000	66.151360	1028
0	249704	251307	3	2	0	1	261	54.853230	0.000000	66.524727	1028
0	251307	252967	3	2	0	1	262	54.853230	0.000000	66.908669	1028
0	252967	253044	3	2	0	1	263	54.853230	0.000000	66.925262	1028
0	254017	254539	3	2	0	1	266	54.853230	0.000000	67.281212	1028
0	253044	253456	3	2	0	1	264	54.853230	0.000000	67.016891	1028
0	253456	254017	3	2	0	1	265	54.853230	0.000000	67.161125	1028
0	255462	255625	3	2	0	1	270	54.853230	0.000000	67.535728	1028
0	255442	255462	3	2	0	1	269	54.853230	0.000000	67.494232	1028
0	254539	255442	3	2	0	1	267	54.853230	0.000000	67.489487	1028
0	255625	256118	3	2	0	1	271	54.853230	0.000000	67.644974	1028
0	256118	256449	3	2	0	1	272	54.853230	0.000000	67.715637	1028
0	256449	257388	3	2	0	1	273	54.853230	0.000000	67.919395	1028
0	257388	258051	3	2	0	1	274	54.853230	0.000000	68.068535	1028
0	258051	258583	3	2	0	1	275	54.853230	0.000000	68.192230	1028
0	258583	259346	3	2	0	1	276	54.853230	0.000000	68.363586	1028
0	259346	260227	3	2	0	1	277	54.853230	0.000000	68.559196	1028
0	260227	261025	3	2	0	1	278	54.853230	0.000000	68.740837	1028
0	261025	263647	3	2	0	1	279	54.853230	0.000000	69.340614	1028
0	263647	264745	3	2	0	1	280	54.853230	0.000000	69.580833	1028
0	264745	272108	3	2	0	1	281	54.853230	0.000000	71.261009	1028
0	272108	274924	3	2	0	1	282	54.853230	0.000000	71.897438	1028
0	278286	278760	3	2	0	1	286	54.853230	0.000000	72.760048	1028
0	274924	278213	3	2	0	1	283	54.853230	0.000000	72.628426	1028
0	278213	278252	3	2	0	1	284	54.853230	0.000000	72.636833	1028
0	278252	278286	3	2	0	1	285	54.853230	0.000000	72.644203	1028
0	278760	281066	3	2	0	1	287	54.853230	0.000000	73.279732	1028
0	281066	281481	3	2	0	1	288	54.853230	0.000000	73.380493	1028
0	281481	282439	3	2	0	1	289	54.853230	0.000000	73.603447	1028
0	282439	284086	3	2	0	1	290	54.853230	0.000000	73.983032	1028
0	284086	285211	3	2	0	1	291	54.853230	0.000000	74.246857	1028
0	285211	286617	3	2	0	1	292	54.853230	0.000000	74.573853	1028
0	286685	286709	3	2	0	1	294	54.853230	0.000000	74.593231	1028
0	286617	286685	3	2	0	1	293	54.853230	0.000000	74.588760	1028
0	286709	287717	3	2	0	1	295	54.853230	0.000000	74.825714	1028
0	287717	290862	3	2	0	1	296	54.853230	0.000000	75.526466	1028
0	290862	291604	3	2	0	1	297	54.853230	0.000000	75.700539	1028
0	291604	292144	3	2	0	1	298	54.853230	0.000000	75.813957	1028
0	292144	292553	3	2	0	1	299	54.853230	0.000000	75.906883	1028
0	292553	294912	3	2	0	1	300	54.853230	0.000000	76.454208	1028
0	294912	296709	3	2	0	1	301	54.853230	0.000000	76.854408	1028
0	297685	297870	3	2	0	1	306	54.853230	0.000000	77.121574	1028
0	296716	296744	3	2	0	1	303	54.853230	0.000000	76.864113	1028
0	296709	296716	3	2	0	1	302	54.853230	0.000000	76.857063	1028
0	297505	297685	3	2	0	1	305	54.853230	0.000000	77.075706	1028
0	296744	297505	3	2	0	1	304	54.853230	0.000000	77.033829	1028
0	297870	298654	3	2	0	1	307	54.853230	0.000000	77.284851	1028
0	298654	300646	3	2	0	1	308	54.853230	0.000000	77.725410	1028
0	302149	302499	3	2	0	1	312	54.853230	0.000000	78.148170	1028
0	300646	300994	3	2	0	1	309	54.853230	0.000000	77.804634	1028
0	302499	302532	3	2	0	1	313	54.853230	0.000000	78.155319	1028
0	300994	302120	3	2	0	1	310	54.853230	0.000000	78.062843	1028
0	302120	302149	3	2	0	1	311	54.853230	0.000000	78.068138	1028
0	302532	303546	3	2	0	1	314	54.853230	0.000000	78.385132	1028
0	305517	306042	3	2	0	1	316	54.853230	0.000000	78.949677	1028
0	303546	305517	3	2	0	1	315	54.853230	0.000000	78.839127	1028
0	306042	306862	3	2	0	1	317	54.853230	0.000000	79.130928	1028
0	306862	307193	3	2	0	1	318	54.853230	0.000000	79.205559	1028
0	307193	307488	3	2	0	1	319	54.853230	0.000000	79.273438	1028
0	310027	310278	3	2	0	1	321	54.853230	0.000000	79.897072	1028
0	307488	310027	3	2	0	1	320	54.853230	0.000000	79.844643	1028
0	312069	312385	3	2	0	1	323	54.853230	0.000000	80.353447	1028
0	310278	312069	3	2	0	1	322	54.853230	0.000000	80.282211	1028
0	312385	314079	3	2	0	1	324	54.853230	0.000000	80.737732	1028
0	314079	318811	3	2	0	1	325	54.853230	0.000000	81.824226	1028
0	318811	319373	3	2	0	1	326	54.853230	0.000000	81.951546	1028
0	319373	320552	3	2	0	1	327	54.853230	0.000000	82.215080	1028
0	321573	322012	3	2	0	1	331	54.853230	0.000000	82.543694	1028
0	320552	321179	3	2	0	1	328	54.853230	0.000000	82.358765	1028
0	321179	321455	3	2	0	1	329	54.853230	0.000000	82.417801	1028
0	321455	321573	3	2	0	1	330	54.853230	0.000000	82.447105	1028
0	322012	324531	3	2	0	1	332	54.853230	0.000000	83.103767	1028
0	324531	325817	3	2	0	1	333	54.853230	0.000000	83.393707	1028
0	325817	326771	3	2	0	1	334	54.853230	0.000000	83.611900	1028
0	326771	328506	3	2	0	1	335	54.853230	0.000000	84.009613	1028
0	328506	328662	3	2	0	1	336	54.853230	0.000000	84.041779	1028
0	328662	328734	3	2	0	1	337	54.853230	0.000000	84.060341	1028
0	328734	331724	3	2	0	1	338	54.853230	0.000000	84.737488	1028
0	331724	331847	3	2	0	1	339	54.853230	0.000000	84.766190	1028
0	331847	332901	3	2	0	1	340	54.853230	0.000000	85.010727	1028
0	332901	333239	3	2	0	1	341	54.853230	0.000000	85.086884	1028
0	333239	335240	3	2	0	1	342	54.853230	0.000000	85.551765	1028
0	335240	336164	3	2	0	1	343	54.853230	0.000000	85.748047	1028
0	336164	337716	3	2	0	1	344	54.853230	0.000000	86.109337	1028
0	337779	337890	3	2	0	1	346	54.853230	0.000000	86.139771	1028
0	337716	337779	3	2	0	1	345	54.853230	0.000000	86.119804	1028
0	337890	341724	3	2	0	1	347	54.853230	0.000000	86.992638	1028
0	341724	341827	3	2	0	1	348	54.853230	0.000000	87.014725	1028
0	341827	343018	3	2	0	1	349	54.853230	0.000000	87.276146	1028
0	345395	345885	3	2	0	1	351	54.853230	0.000000	87.950432	1028
0	343018	345395	3	2	0	1	350	54.853230	0.000000	87.833405	1028
0	345885	346044	3	2	0	1	352	54.853230	0.000000	87.985977	1028
0	346044	346515	3	2	0	1	353	54.853230	0.000000	88.085907	1028
0	346515	346820	3	2	0	1	354	54.853230	0.000000	88.159142	1028
0	346820	346928	3	2	0	1	355	54.853230	0.000000	88.186134	1028
0	346928	348696	3	2	0	1	356	54.853230	0.000000	88.564522	1028
0	348696	350323	3	2	0	1	357	54.853230	0.000000	88.941818	1028
0	350323	351584	3	2	0	1	358	54.853230	0.000000	89.230614	1028
0	351584	351953	3	2	0	1	359	54.853230	0.000000	89.314819	1028
0	351953	354181	3	2	0	1	361	54.853230	0.000000	89.821838	1028
0	354181	355385	3	2	0	1	362	54.853230	0.000000	90.094940	1028
0	355385	356117	3	2	0	1	363	54.853230	0.000000	90.265282	1028
0	356539	357086	3	2	0	1	365	54.853230	0.000000	90.485794	1028
0	356117	356539	3	2	0	1	364	54.853230	0.000000	90.362038	1028
0	357086	361201	3	2	0	1	366	54.853230	0.000000	91.424553	1028
0	361201	361819	3	2	0	1	367	54.853230	0.000000	91.565224	1028
0	361819	362111	3	2	0	1	369	54.853230	0.000000	91.634689	1028
0	362111	362196	3	2	0	1	370	54.853230	0.000000	91.651756	1028
0	362196	363715	3	2	0	1	371	54.853230	0.000000	91.991699	1028
0	363715	363874	3	2	0	1	372	54.853230	0.000000	92.029640	1028
0	363874	364117	3	2	0	1	373	54.853230	0.000000	92.089630	1028
0	364117	366157	3	2	0	1	374	54.853230	0.000000	92.557358	1028
0	366157	367280	3	2	0	1	375	54.853230	0.000000	92.803322	1028
0	369141	369371	3	2	0	1	377	54.853230	0.000000	93.269615	1028
0	367280	369141	3	2	0	1	376	54.853230	0.000000	93.213501	1028
0	369371	370437	3	2	0	1	378	54.853230	0.000000	93.502327	1028
0	370437	372427	3	2	0	1	379	54.853230	0.000000	93.962120	1028
0	372427	378200	3	2	0	1	380	54.853230	0.000000	95.274307	1028
0	378200	379266	3	2	0	1	381	54.853230	0.000000	95.517586	1028
0	379266	381212	3	2	0	1	382	54.853230	0.000000	95.966202	1028
0	381212	381566	3	2	0	1	383	54.853230	0.000000	96.047630	1028
0	381566	381790	3	2	0	1	384	54.853230	0.000000	96.099800	1028
0	381790	382251	3	2	0	1	385	54.853230	0.000000	96.194237	1028
0	382726	382794	3	2	0	1	389	54.853230	0.000000	96.303398	1028
0	382251	382276	3	2	0	1	386	54.853230	0.000000	96.198402	1028
0	382276	382663	3	2	0	1	387	54.853230	0.000000	96.279152	1028
0	383440	384186	3	2	0	1	391	54.853230	0.000000	96.625412	1028
0	382663	382726	3	2	0	1	388	54.853230	0.000000	96.290543	1028
0	382794	383440	3	2	0	1	390	54.853230	0.000000	96.458389	1028
0	384186	384313	3	2	0	1	392	54.853230	0.000000	96.646164	1028
