Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
57.269810	1025	2659803	2658779	0	232.319031	2.000976	23.624073	0.000975	5.449419e+01	0.000000e+00	1.320002e+02	0.000000e+00	204	204	2	1	1	45605	7	210607	0	0	1024	1	0	0	0	0	0	0	0
58.269821	1024	2715894	2714871	0	238.068359	2.000977	35.380024	0.000976	5.311407e+01	0.000000e+00	3.094254e+03	0.000000e+00	227	227	2	1	1	46563	7	215004	0	0	1023	1	0	0	0	0	0	0	0
59.269825	1032	2771461	2770430	0	242.493210	2.000000	46.412754	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	195	195	1	1	1	47544	7	219413	0	0	1032	0	0	0	0	0	0	0	0
60.269833	1025	2827637	2826613	0	242.545364	2.000000	72.142570	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	231	231	1	1	1	48560	7	223949	0	0	1025	0	0	0	0	0	0	0	0
61.269836	1025	2883235	2882211	0	243.108292	2.000000	59.993134	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	222	222	1	1	1	49487	7	228346	0	0	1025	0	0	0	0	0	0	0	0
62.269836	1025	2939208	2938184	0	250.172684	2.000000	98.423813	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	212	212	1	1	1	50434	7	232738	0	0	1025	0	0	0	0	0	0	0	0
63.269836	1026	2994696	2993671	0	259.093567	2.000000	94.359665	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	216	216	1	1	1	51345	7	237067	0	0	1026	0	0	0	0	0	0	0	0
64.269836	1025	3050207	3049183	0	265.823425	2.000000	61.995174	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	229	229	1	1	1	52307	7	241449	0	0	1025	0	0	0	0	0	0	0	0
65.269852	1025	3106274	3105250	0	270.440979	2.000000	85.364586	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	207	207	1	1	1	53224	7	245903	0	0	1025	0	0	0	0	0	0	0	0
66.269852	1025	3162215	3161191	0	269.631226	2.000000	96.381104	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	239	239	1	1	1	54145	7	250226	0	0	1025	0	0	0	0	0	0	0	0
67.269859	1026	3217556	3216531	0	272.600403	2.000000	96.635681	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	201	201	1	1	1	55014	7	254491	0	0	1026	0	0	0	0	0	0	0	0
68.269859	1024	3273305	3272282	0	276.143555	2.000000	107.976425	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	216	216	1	1	1	55999	7	258936	0	0	1024	0	0	0	0	0	0	0	0
69.269867	1025	3329270	3328246	0	281.494629	2.000000	108.378777	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	211	211	1	1	1	56913	7	263325	0	0	1025	0	0	0	0	0	0	0	0
70.269875	1026	3385045	3384020	0	283.828461	2.000000	103.621674	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	188	188	1	1	1	57842	7	267767	0	0	1026	0	0	0	0	0	0	0	0
71.269882	1025	3440272	3439248	0	288.480011	2.000976	105.195930	0.000975	5.448460e+01	0.000000e+00	1.391501e+02	0.000000e+00	228	228	2	1	1	58740	7	272137	0	0	1024	1	0	0	0	0	0	0	0
72.269905	1025	3496385	3495361	0	292.552185	2.000976	128.555573	0.000975	5.352888e+01	0.000000e+00	1.796003e+03	0.000000e+00	220	220	2	1	1	59682	7	276549	0	0	1024	1	0	0	0	0	0	0	0
73.269905	1026	3552386	3551361	0	297.733917	2.000000	134.762451	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	219	219	1	1	1	60668	7	281028	0	0	1026	0	0	0	0	0	0	0	0
74.269943	1025	3607520	3606496	0	304.262451	2.000976	147.177094	0.000975	5.154569e+01	0.000000e+00	1.120239e+04	0.000000e+00	226	226	2	1	1	61613	7	285308	0	0	1024	1	0	0	0	0	0	0	0
75.269943	1025	3662966	3661942	0	306.403900	2.000000	136.248535	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	217	217	1	1	1	62521	7	289723	0	0	1025	0	0	0	0	0	0	0	0
76.269943	1025	3717964	3716940	0	312.506348	2.000000	96.568024	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	213	213	1	1	1	63466	7	294154	0	0	1025	0	0	0	0	0	0	0	0
77.269951	1025	3773525	3772501	0	315.511230	2.000000	149.502533	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	245	245	1	1	1	64486	7	298591	0	0	1025	0	0	0	0	0	0	0	0
78.269997	1025	3829613	3828589	0	316.782440	2.000976	114.302925	0.000975	5.416287e+01	0.000000e+00	4.880325e+02	0.000000e+00	220	220	2	1	1	65424	7	303058	0	0	1024	1	0	0	0	0	0	0	0
79.270004	1025	3885697	3884673	0	318.207794	2.000976	79.366577	0.000975	4.785159e+01	0.000000e+00	5.019946e+04	0.000000e+00	205	205	2	1	1	66352	7	307478	0	0	1024	1	0	0	0	0	0	0	0
80.270012	1025	3941738	3940714	0	323.613647	2.000000	95.208847	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	251	251	1	1	1	67334	7	312015	0	0	1025	0	0	0	0	0	0	0	0
81.270012	1025	3997737	3996713	0	325.925842	2.000000	68.213104	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	220	220	1	1	1	68271	7	316428	0	0	1025	0	0	0	0	0	0	0	0
82.270020	1025	4053398	4052374	0	328.734619	2.000976	56.955902	0.000975	5.305007e+01	0.000000e+00	3.329413e+03	0.000000e+00	224	224	2	1	1	69243	7	320812	0	0	1024	1	0	0	0	0	0	0	0
83.270027	1024	4109303	4108280	0	329.608398	2.000000	23.455133	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	233	233	1	1	1	70193	7	325272	0	0	1024	0	0	0	0	0	0	0	0
84.270035	1025	4165390	4164366	0	334.682922	2.000000	13.014589	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	235	235	1	1	1	71155	7	329641	0	0	1025	0	0	0	0	0	0	0	0
85.270042	1028	4220990	4219963	0	340.061279	2.000000	12.030294	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	236	236	1	1	1	72109	7	334035	0	0	1028	0	0	0	0	0	0	0	0
86.270050	1029	4277037	4276009	0	343.450928	2.000000	41.131950	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	217	217	1	1	1	73052	7	338490	0	0	1029	0	0	0	0	0	0	0	0
87.270081	1025	4333052	4332028	0	348.702454	2.000000	21.537800	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	226	226	1	1	1	74087	7	342982	0	0	1025	0	0	0	0	0	0	0	0
88.270081	1025	4388603	4387579	0	352.142426	2.000000	58.065578	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	238	238	1	1	1	75059	7	347348	0	0	1025	0	0	0	0	0	0	0	0
89.270111	1025	4444276	4443252	0	358.379517	2.000000	68.805252	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	229	229	1	1	1	76009	7	351763	0	0	1025	0	0	0	0	0	0	0	0
90.270134	1027	4499961	4498935	0	362.514130	2.000000	44.742477	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	202	202	1	1	1	76922	7	356140	0	0	1027	0	0	0	0	0	0	0	0
91.270142	1025	4555411	4554387	0	369.718048	2.000000	20.186855	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	215	215	1	1	1	77895	7	360510	0	0	1025	0	0	0	0	0	0	0	0
92.270164	1025	4610504	4609480	0	373.972687	2.000000	19.103622	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	249	249	1	1	1	78888	7	364945	0	0	1025	0	0	0	0	0	0	0	0
93.270180	1028	4666564	4665537	0	377.145905	2.000973	11.214115	0.000972	4.977354e+01	0.000000e+00	2.649992e+04	0.000000e+00	215	215	2	1	1	79833	7	369375	0	0	1027	1	0	0	0	0	0	0	0
94.270187	1032	4722028	4720997	0	381.102722	2.000969	6.619294	0.000968	4.514089e+01	0.000000e+00	9.725378e+04	0.000000e+00	223	223	2	1	1	80821	7	373775	0	0	1031	1	0	0	0	0	0	0	0
95.270218	1025	4777698	4776674	0	384.012695	2.001951	16.681767	0.001947	5.031025e+01	0.000000e+00	1.660935e+04	0.000000e+00	219	219	3	1	1	81751	7	378190	0	0	1023	2	0	0	0	0	0	0	0
96.270218	1027	4833326	4832300	0	384.944489	2.000000	33.801220	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	237	237	1	1	1	82720	7	382619	0	0	1027	0	0	0	0	0	0	0	0
97.270226	1025	4889277	4888253	0	390.782440	2.000000	11.842421	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	239	239	1	1	1	83728	7	387086	0	0	1025	0	0	0	0	0	0	0	0
98.270226	1025	4945009	4943985	0	395.995117	2.000000	17.961914	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	210	210	1	1	1	84689	7	391519	0	0	1025	0	0	0	0	0	0	0	0
99.270226	1026	5000954	4999929	0	401.445404	2.000975	16.568657	0.000974	5.446815e+01	0.000000e+00	1.519925e+02	0.000000e+00	207	207	2	1	1	85659	7	396046	0	0	1025	1	0	0	0	0	0	0	0
100.270233	1025	5056996	5055972	0	405.463409	2.000000	17.005732	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	233	233	1	1	1	86641	7	400514	0	0	1025	0	0	0	0	0	0	0	0
101.270241	1025	5113083	5112059	0	411.589264	2.000000	22.745451	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	236	236	1	1	1	87618	7	404928	0	0	1025	0	0	0	0	0	0	0	0
102.270256	1025	5168850	5167826	0	415.577576	2.000000	32.780567	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	220	220	1	1	1	88629	7	409373	0	0	1025	0	0	0	0	0	0	0	0
103.270256	1033	5224731	5223699	0	420.681519	2.000000	20.581038	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	213	213	1	1	1	89572	7	413800	0	0	1033	0	0	0	0	0	0	0	0
104.270279	1025	5280726	5279702	0	426.680969	2.000000	12.757731	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	217	217	1	1	1	90565	7	418193	0	0	1025	0	0	0	0	0	0	0	0
105.270279	1024	5335930	5334907	0	429.815430	2.000000	9.605597	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	214	214	1	1	1	91454	7	422530	0	0	1024	0	0	0	0	0	0	0	0
106.270287	1025	5391774	5390750	0	435.871216	2.000000	13.429266	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	218	218	1	1	1	92400	7	426919	0	0	1025	0	0	0	0	0	0	0	0
107.270294	1025	5447330	5446306	0	440.188293	2.000000	15.840647	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	228	228	1	1	1	93384	7	431429	0	0	1025	0	0	0	0	0	0	0	0
108.270302	1026	5503355	5502330	0	445.690063	2.000000	20.619333	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	225	225	1	1	1	94331	7	435856	0	0	1026	0	0	0	0	0	0	0	0
109.270317	1025	5558493	5557469	0	450.517059	2.000000	24.392136	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	218	218	1	1	1	95206	7	440050	0	0	1025	0	0	0	0	0	0	0	0
110.270317	1025	5614411	5613387	0	452.745361	2.000000	40.382931	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	234	234	1	1	1	96188	7	444459	0	0	1025	0	0	0	0	0	0	0	0
111.270325	1026	5670477	5669452	0	458.395721	2.000000	43.788795	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	233	233	1	1	1	97119	7	448861	0	0	1026	0	0	0	0	0	0	0	0
112.270332	1027	5726510	5725484	0	462.721527	2.000974	22.436588	0.000973	5.455340e+01	0.000000e+00	9.223353e+01	0.000000e+00	219	219	2	1	1	98075	7	453334	0	0	1026	1	0	0	0	0	0	0	0
113.270340	1025	5782191	5781167	0	468.871216	2.000000	29.938511	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	234	234	1	1	1	99083	7	457939	0	0	1025	0	0	0	0	0	0	0	0
114.270348	1027	5837729	5836703	0	470.909454	2.000000	65.675346	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	213	213	1	1	1	99994	7	462205	0	0	1027	0	0	0	0	0	0	0	0
115.270378	1025	5892892	5891868	0	477.838043	2.000000	51.534737	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	211	211	1	1	1	100915	7	466621	0	0	1025	0	0	0	0	0	0	0	0
116.270378	1024	5949082	5948059	0	479.142578	2.000000	42.364368	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	215	215	1	1	1	101909	7	471081	0	0	1024	0	0	0	0	0	0	0	0
117.270386	1025	6004379	6003355	0	480.747314	2.000000	11.523476	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	231	231	1	1	1	102840	7	475362	0	0	1025	0	0	0	0	0	0	0	0
118.270393	1025	6060186	6059162	0	483.897552	2.000976	18.195360	0.000975	5.375731e+01	0.000000e+00	1.229874e+03	0.000000e+00	219	219	2	1	1	103860	7	479807	0	0	1024	1	0	0	0	0	0	0	0
119.270401	1024	6115936	6114913	0	490.173828	2.000000	11.977616	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	234	234	1	1	1	104843	7	484200	0	0	1024	0	0	0	0	0	0	0	0
120.270401	1025	6172085	6171061	0	494.211700	2.000000	10.853717	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	221	221	1	1	1	105756	7	488532	0	0	1025	0	0	0	0	0	0	0	0
121.270401	1026	6228174	6227149	0	495.134491	2.000000	7.648576	0.000000	5.485323e+01	0.000000e+00	0.000000e+00	0.000000e+00	234	234	1	1	1	106785	7	492928	0	0	1026	0	0	0	0	0	0	0	0
