Generation	Clone	Deme	Genotype	DriverGenotype	Parent	DriverParent	X	Y	NormalCells	Population	BirthRate	MigrationRate	DeathRate	MigrationModifier	DriverMutations	MigrationMutations	PassengerMutations
0.000000	0	0	0	0	0	0	0	0	1023	1	1.000000	0.000000	0.000000	0.000000	0	0	0
10.269349	0	0	1130	3	1055	1	0	0	0	16	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	1	0	3427	3	2450	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	2	0	3463	3	2362	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	3	0	3473	3	624	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	4	0	2582	3	1196	1	0	0	0	7	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	5	0	2450	3	1850	1	0	0	0	5	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	6	0	3313	3	2498	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	7	0	3482	3	3150	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	7
10.269349	8	0	2144	3	1930	1	0	0	0	26	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	9	0	3418	3	624	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	10	0	2881	3	2500	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	11	0	1451	3	1415	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	12	0	3426	3	2314	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	13	0	3153	3	2442	1	0	0	0	4	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	14	0	2910	3	2442	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	15	0	3403	3	1850	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	16	0	3237	3	624	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	17	0	3457	3	3168	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	18	0	2926	3	874	1	0	0	0	14	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	19	0	3454	3	2976	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	20	0	1226	3	584	1	0	0	0	10	54.853230	0.000000	100.000000	0.000000	2	0	2
10.269349	21	0	3123	3	2798	1	0	0	0	4	54.853230	0.000000	100.000000	0.000000	2	0	10
10.269349	22	0	3269	3	3149	1	0	0	0	4	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	23	0	2942	3	2756	1	0	0	0	4	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	24	0	2866	3	2022	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	7
10.269349	25	0	2577	3	624	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	26	0	3314	3	748	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	27	0	3415	3	3301	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	11
10.269349	28	0	3319	3	3153	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	29	0	3422	3	2388	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	10
10.269349	30	0	2212	3	1697	1	0	0	0	7	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	31	0	2058	3	1833	1	0	0	0	10	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	32	0	3320	3	3313	1	0	0	0	5	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	33	0	3176	3	624	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	34	0	1850	3	1696	1	0	0	0	52	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	35	0	2500	3	1269	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	7
10.269349	36	0	3467	3	3379	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	37	0	2330	3	948	1	0	0	0	11	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	38	0	3393	3	3320	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	39	0	3430	3	2735	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	40	0	1947	3	584	1	0	0	0	10	54.853230	0.000000	100.000000	0.000000	2	0	2
10.269349	41	0	3380	3	2480	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	42	0	3460	3	2524	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	43	0	2976	3	584	1	0	0	0	8	54.853230	0.000000	100.000000	0.000000	2	0	2
10.269349	44	0	1940	3	1130	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	45	0	2888	3	2272	1	0	0	0	7	54.853230	0.000000	100.000000	0.000000	2	0	7
10.269349	46	0	3239	3	2899	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	47	0	2756	3	2144	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	7
10.269349	48	0	3348	3	2524	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	49	0	3297	3	2567	1	0	0	0	4	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	50	0	3146	3	1784	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	51	0	3332	3	2362	1	0	0	0	6	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	52	0	2158	3	1768	1	0	0	0	13	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	53	0	3208	3	584	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	2
10.269349	54	0	624	3	584	1	0	0	0	76	54.853230	0.000000	100.000000	0.000000	2	0	2
10.269349	55	0	3437	3	3141	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	56	0	3489	3	2524	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	57	0	2224	3	1850	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	58	0	2215	3	1531	1	0	0	0	15	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	59	0	647	3	584	1	0	0	0	12	54.853230	0.000000	100.000000	0.000000	2	0	2
10.269349	60	0	2388	3	2203	1	0	0	0	29	54.853230	0.000000	100.000000	0.000000	2	0	9
10.269349	61	0	2314	3	584	1	0	0	0	13	54.853230	0.000000	100.000000	0.000000	2	0	2
10.269349	62	0	584	3	129	1	0	0	0	21	54.853230	0.000000	100.000000	0.000000	2	0	1
10.269349	63	0	1469	3	1269	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	7
10.269349	64	0	1341	3	624	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	65	0	2616	3	1302	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	66	0	3206	3	748	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	67	0	3309	3	2808	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	68	0	2772	3	2415	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	9
10.269349	69	0	2415	3	1836	1	0	0	0	8	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	70	0	2480	3	1698	1	0	0	0	11	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	71	0	2722	3	1940	1	0	0	0	11	54.853230	0.000000	100.000000	0.000000	2	0	5
10.269349	72	0	3230	3	3011	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	73	0	2567	3	2354	1	0	0	0	9	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	74	0	3378	3	1947	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	75	0	3037	3	2965	1	0	0	0	5	54.853230	0.000000	100.000000	0.000000	2	0	6
10.269349	76	0	3419	3	2314	1	0	0	0	3	54.853230	0.000000	100.000000	0.000000	2	0	3
10.269349	77	0	3379	3	3368	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	7
10.269349	78	0	2457	3	1836	1	0	0	0	14	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	79	0	2286	3	1323	1	0	0	0	16	54.853230	0.000000	100.000000	0.000000	2	0	4
10.269349	80	0	3377	3	3315	1	0	0	0	2	54.853230	0.000000	100.000000	0.000000	2	0	8
10.269349	81	0	3461	3	2388	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	10
10.269349	82	0	2651	3	725	1	0	0	0	1	54.853230	0.000000	100.000000	0.000000	2	0	3
