Generation	X	Y	Population	NormalCells	DeathRate	Diversity	DriverDiversity
0.000000	0	0	1	1023	0.000000	0.000000	0.000000
10.269349	0	0	1026	0	100.000000	0.000000	0.000000
20.269428	0	0	1027	0	100.000000	0.000000	0.000000
30.269541	0	0	1025	0	100.000000	0.000000	0.000000
40.269623	0	0	1028	0	100.000000	0.000000	0.000000
50.269775	0	0	1024	0	0.000000	0.000000	0.000000
60.269833	0	0	1025	0	100.000000	0.000000	0.000000
70.269875	0	0	1026	0	100.000000	0.000000	0.000000
80.270012	0	0	1025	0	100.000000	0.000000	0.000000
90.270134	0	0	1027	0	100.000000	0.000000	0.000000
100.270233	0	0	1025	0	100.000000	0.000000	0.000000
110.270317	0	0	1025	0	100.000000	0.000000	0.000000
120.270401	0	0	1025	0	100.000000	0.000000	0.000000
130.270554	0	0	1025	0	100.000000	0.000000	0.000000
140.270691	0	0	1025	0	100.000000	0.000000	0.000000
150.270874	0	0	1026	0	100.000000	0.000000	0.000000
160.270950	0	0	1025	0	100.000000	0.000000	0.000000
170.271118	0	0	1025	0	100.000000	0.000000	0.000000
180.271240	0	0	1025	0	100.000000	0.000000	0.000000
190.271347	0	0	1025	0	100.000000	0.000000	0.000000
200.271454	0	0	1027	0	100.000000	0.000000	0.000000
210.271576	0	0	1029	0	100.000000	0.000000	0.000000
220.271774	0	0	1025	0	100.000000	0.000000	0.000000
230.271820	0	0	1026	0	100.000000	0.000000	0.000000
240.271866	0	0	1025	0	100.000000	0.000000	0.000000
250.271927	0	0	1025	0	100.000000	0.000000	0.000000
260.272095	0	0	1025	0	100.000000	0.000000	0.000000
270.272247	0	0	1025	0	100.000000	0.000000	0.000000
280.272308	0	0	1024	0	0.000000	0.000000	0.000000
290.272461	0	0	1024	0	0.000000	0.000000	0.000000
300.272583	0	0	1024	0	0.000000	0.000000	0.000000
310.272675	0	0	1025	0	100.000000	0.000000	0.000000
320.272827	0	0	1026	0	100.000000	0.000000	0.000000
330.272919	0	0	1025	0	100.000000	0.000000	0.000000
340.272980	0	0	1026	0	100.000000	0.000000	0.000000
350.273132	0	0	1025	0	100.000000	0.000000	0.000000
360.273224	0	0	1025	0	100.000000	0.000000	0.000000
370.273346	0	0	1024	0	0.000000	0.000000	0.000000
380.273560	0	0	1025	0	100.000000	0.000000	0.000000
390.273743	0	0	1025	0	100.000000	0.000000	0.000000
400.273834	0	0	1025	0	100.000000	0.000000	0.000000
410.273865	0	0	1026	0	100.000000	0.000000	0.000000
420.273987	0	0	1024	0	0.000000	0.000000	0.000000
430.274109	0	0	1025	0	100.000000	0.000000	0.000000
440.274170	0	0	1025	0	100.000000	0.000000	0.000000
450.274292	0	0	1028	0	100.000000	0.000000	0.000000
460.274414	0	0	1027	0	100.000000	0.000000	0.000000
470.274445	0	0	1025	0	100.000000	0.000000	0.000000
480.274506	0	0	1025	0	100.000000	0.000000	0.000000
490.274597	0	0	1025	0	100.000000	0.000000	0.000000
500.274780	0	0	1025	0	100.000000	0.000000	0.000000
510.274933	0	0	1025	0	100.000000	0.000000	0.000000
520.275024	0	0	1025	0	100.000000	0.000000	0.000000
530.275146	0	0	1025	0	100.000000	0.000000	0.000000
540.275269	0	0	1025	0	100.000000	0.000000	0.000000
550.275330	0	0	1026	0	100.000000	0.000000	0.000000
560.275513	0	0	1025	0	100.000000	0.000000	0.000000
570.275574	0	0	1025	0	100.000000	0.000000	0.000000
580.275757	0	0	1025	0	100.000000	0.000000	0.000000
590.275818	0	0	1028	0	100.000000	0.000000	0.000000
600.276001	0	0	1027	0	100.000000	0.000000	0.000000
610.276062	0	0	1026	0	100.000000	0.000000	0.000000
620.276245	0	0	1026	0	100.000000	0.000000	0.000000
630.276306	0	0	1025	0	100.000000	0.000000	0.000000
640.276428	0	0	1029	0	100.000000	0.000000	0.000000
650.276611	0	0	1025	0	100.000000	0.000000	0.000000
660.276733	0	0	1025	0	100.000000	0.000000	0.000000
670.276855	0	0	1025	0	100.000000	0.000000	0.000000
680.276917	0	0	1025	0	100.000000	0.000000	0.000000
690.277039	0	0	1028	0	100.000000	0.000000	0.000000
700.277161	0	0	1028	0	100.000000	0.000000	0.000000
710.277283	0	0	1025	0	100.000000	0.000000	0.000000
720.277527	0	0	1025	0	100.000000	0.000000	0.000000
730.277649	0	0	1025	0	100.000000	0.000000	0.000000
740.277710	0	0	1024	0	0.000000	0.000000	0.000000
750.277771	0	0	1024	0	0.000000	0.000000	0.000000
760.277954	0	0	1028	0	100.000000	0.000000	0.000000
770.278015	0	0	1024	0	0.000000	0.000000	0.000000
780.278198	0	0	1025	0	100.000000	0.000000	0.000000
790.278381	0	0	1025	0	100.000000	0.000000	0.000000
800.278503	0	0	1025	0	100.000000	0.000000	0.000000
810.278625	0	0	1027	0	100.000000	0.000000	0.000000
820.278748	0	0	1028	0	100.000000	0.000000	0.000000
830.278809	0	0	1025	0	100.000000	0.000000	0.000000
840.278931	0	0	1025	0	100.000000	0.000000	0.000000
850.279114	0	0	1025	0	100.000000	0.000000	0.000000
860.279175	0	0	1025	0	100.000000	0.000000	0.000000
870.279297	0	0	1025	0	100.000000	0.000000	0.000000
880.279358	0	0	1026	0	100.000000	0.000000	0.000000
890.279480	0	0	1024	0	0.000000	0.000000	0.000000
900.279602	0	0	1024	0	0.000000	0.000000	0.000000
910.279663	0	0	1025	0	100.000000	0.000000	0.000000
920.279785	0	0	1026	0	100.000000	0.000000	0.000000
930.279907	0	0	1026	0	100.000000	0.000000	0.000000
940.280029	0	0	1025	0	100.000000	0.000000	0.000000
950.280151	0	0	1027	0	100.000000	0.000000	0.000000
960.280212	0	0	1026	0	100.000000	0.000000	0.000000
970.280334	0	0	1024	0	0.000000	0.000000	0.000000
980.280396	0	0	1025	0	100.000000	0.000000	0.000000
990.280457	0	0	1025	0	100.000000	0.000000	0.000000
1000.000000	0	0	1028	0	100.000000	0.000000	0.000000
