Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.269349	1	0.000975	0
10.269349	2	0.001949	0
10.269349	3	0.002924	0
10.269349	4	0.003899	0
10.269349	5	0.004873	0
10.269349	6	0.005848	0
10.269349	7	0.006823	0
10.269349	8	0.007797	0
10.269349	9	0.008772	0
10.269349	10	0.009747	0
10.269349	1026	1.000000	3
20.269428	1	0.000974	1
20.269428	2	0.001947	0
20.269428	3	0.002921	0
20.269428	4	0.003895	0
20.269428	5	0.004869	0
20.269428	6	0.005842	0
20.269428	7	0.006816	0
20.269428	8	0.007790	0
20.269428	9	0.008763	0
20.269428	10	0.009737	0
20.269428	1027	1.000000	3
30.269541	1	0.000976	0
30.269541	2	0.001951	0
30.269541	3	0.002927	0
30.269541	4	0.003902	0
30.269541	5	0.004878	0
30.269541	6	0.005854	0
30.269541	7	0.006829	0
30.269541	8	0.007805	0
30.269541	9	0.008780	0
30.269541	10	0.009756	0
30.269541	1025	1.000000	3
40.269623	1	0.000973	0
40.269623	2	0.001946	0
40.269623	3	0.002918	0
40.269623	4	0.003891	0
40.269623	5	0.004864	0
40.269623	6	0.005837	0
40.269623	7	0.006809	0
40.269623	8	0.007782	0
40.269623	9	0.008755	0
40.269623	10	0.009728	0
40.269623	1028	1.000000	3
50.269775	1	0.000977	0
50.269775	2	0.001953	0
50.269775	3	0.002930	0
50.269775	4	0.003906	0
50.269775	5	0.004883	0
50.269775	6	0.005859	0
50.269775	7	0.006836	0
50.269775	8	0.007812	0
50.269775	9	0.008789	0
50.269775	10	0.009766	0
50.269775	1024	1.000000	3
60.269833	1	0.000976	0
60.269833	2	0.001951	0
60.269833	3	0.002927	0
60.269833	4	0.003902	0
60.269833	5	0.004878	0
60.269833	6	0.005854	0
60.269833	7	0.006829	0
60.269833	8	0.007805	0
60.269833	9	0.008780	0
60.269833	10	0.009756	0
60.269833	1025	1.000000	3
70.269875	1	0.000975	0
70.269875	2	0.001949	0
70.269875	3	0.002924	0
70.269875	4	0.003899	0
70.269875	5	0.004873	0
70.269875	6	0.005848	0
70.269875	7	0.006823	0
70.269875	8	0.007797	0
70.269875	9	0.008772	0
70.269875	10	0.009747	0
70.269875	1026	1.000000	3
80.270012	1	0.000976	0
80.270012	2	0.001951	0
80.270012	3	0.002927	0
80.270012	4	0.003902	0
80.270012	5	0.004878	0
80.270012	6	0.005854	0
80.270012	7	0.006829	0
80.270012	8	0.007805	0
80.270012	9	0.008780	0
80.270012	10	0.009756	0
80.270012	1025	1.000000	3
90.270134	1	0.000974	0
90.270134	2	0.001947	0
90.270134	3	0.002921	0
90.270134	4	0.003895	0
90.270134	5	0.004869	0
90.270134	6	0.005842	0
90.270134	7	0.006816	0
90.270134	8	0.007790	0
90.270134	9	0.008763	0
90.270134	10	0.009737	0
90.270134	1027	1.000000	3
100.270233	1	0.000976	0
100.270233	2	0.001951	0
100.270233	3	0.002927	0
100.270233	4	0.003902	0
100.270233	5	0.004878	0
100.270233	6	0.005854	0
100.270233	7	0.006829	0
100.270233	8	0.007805	0
100.270233	9	0.008780	0
100.270233	10	0.009756	0
100.270233	1025	1.000000	3
110.270317	1	0.000976	0
110.270317	2	0.001951	0
110.270317	3	0.002927	0
110.270317	4	0.003902	0
110.270317	5	0.004878	0
110.270317	6	0.005854	0
110.270317	7	0.006829	0
110.270317	8	0.007805	0
110.270317	9	0.008780	0
110.270317	10	0.009756	0
110.270317	1025	1.000000	3
120.270401	1	0.000976	0
120.270401	2	0.001951	0
120.270401	3	0.002927	0
120.270401	4	0.003902	0
120.270401	5	0.004878	0
120.270401	6	0.005854	0
120.270401	7	0.006829	0
120.270401	8	0.007805	0
120.270401	9	0.008780	0
120.270401	10	0.009756	0
120.270401	1025	1.000000	3
130.270554	1	0.000976	0
130.270554	2	0.001951	0
130.270554	3	0.002927	0
130.270554	4	0.003902	0
130.270554	5	0.004878	0
130.270554	6	0.005854	0
130.270554	7	0.006829	0
130.270554	8	0.007805	0
130.270554	9	0.008780	0
130.270554	10	0.009756	0
130.270554	1025	1.000000	3
140.270691	1	0.000976	0
140.270691	2	0.001951	0
140.270691	3	0.002927	0
140.270691	4	0.003902	0
140.270691	5	0.004878	0
140.270691	6	0.005854	0
140.270691	7	0.006829	0
140.270691	8	0.007805	0
140.270691	9	0.008780	0
140.270691	10	0.009756	0
140.270691	1025	1.000000	3
150.270874	1	0.000975	0
150.270874	2	0.001949	0
150.270874	3	0.002924	0
150.270874	4	0.003899	0
150.270874	5	0.004873	0
150.270874	6	0.005848	0
150.270874	7	0.006823	0
150.270874	8	0.007797	0
150.270874	9	0.008772	0
150.270874	10	0.009747	0
150.270874	1026	1.000000	3
160.270950	1	0.000976	0
160.270950	2	0.001951	0
160.270950	3	0.002927	0
160.270950	4	0.003902	0
160.270950	5	0.004878	0
160.270950	6	0.005854	0
160.270950	7	0.006829	0
160.270950	8	0.007805	0
160.270950	9	0.008780	0
160.270950	10	0.009756	0
160.270950	1025	1.000000	3
170.271118	1	0.000976	0
170.271118	2	0.001951	0
170.271118	3	0.002927	0
170.271118	4	0.003902	0
170.271118	5	0.004878	0
170.271118	6	0.005854	0
170.271118	7	0.006829	0
170.271118	8	0.007805	0
170.271118	9	0.008780	0
