Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.166478	1	0.001036	53
10.166478	2	0.002073	28
10.166478	3	0.003109	8
10.166478	4	0.004145	8
10.166478	5	0.005181	4
10.166478	6	0.006218	6
10.166478	7	0.007254	4
10.166478	8	0.008290	2
10.166478	9	0.009326	3
10.166478	10	0.010363	0
10.166478	965	1.000000	1
10.166478	103	0.106736	1
10.166478	18	0.018653	1
10.166478	22	0.022798	1
10.166478	26	0.026943	1
20.169292	1	0.000976	82
20.169292	2	0.001951	54
20.169292	3	0.002927	34
20.169292	4	0.003902	13
20.169292	5	0.004878	18
20.169292	6	0.005854	13
20.169292	7	0.006829	6
20.169292	8	0.007805	17
20.169292	9	0.008780	5
20.169292	10	0.009756	5
20.169292	1025	1.000000	3
20.169292	64	0.062439	2
20.169292	217	0.211707	5
20.169292	310	0.302439	2
20.169292	107	0.104390	7
20.169292	744	0.725854	1
20.169292	527	0.514146	1
20.169292	196	0.191220	3
20.169292	56	0.054634	1
20.169292	100	0.097561	2
20.169292	24	0.023415	8
20.169292	137	0.133659	3
20.169292	16	0.015610	8
20.169292	180	0.175610	2
20.169292	75	0.073171	1
20.169292	224	0.218537	2
20.169292	17	0.016585	3
20.169292	35	0.034146	1
20.169292	96	0.093659	2
20.169292	29	0.028293	4
20.169292	63	0.061463	2
20.169292	34	0.033171	3
20.169292	20	0.019512	6
20.169292	68	0.066341	1
20.169292	39	0.038049	1
20.169292	78	0.076098	3
20.169292	128	0.124878	1
20.169292	13	0.012683	2
20.169292	23	0.022439	3
20.169292	19	0.018537	2
20.169292	40	0.039024	1
20.169292	12	0.011707	9
20.169292	59	0.057561	1
20.169292	18	0.017561	3
20.169292	11	0.010732	4
20.169292	14	0.013659	5
20.169292	49	0.047805	4
20.169292	31	0.030244	3
20.169292	28	0.027317	1
20.169292	15	0.014634	1
20.169292	26	0.025366	1
20.169292	27	0.026341	1
20.169292	22	0.021463	2
30.169653	1	0.000976	84
30.169653	2	0.001951	32
30.169653	3	0.002927	27
30.169653	4	0.003902	13
30.169653	5	0.004878	15
30.169653	6	0.005854	12
30.169653	7	0.006829	16
30.169653	8	0.007805	1
30.169653	9	0.008780	10
30.169653	10	0.009756	11
30.169653	1025	1.000000	3
30.169653	194	0.189268	4
30.169653	200	0.195122	17
30.169653	212	0.206829	7
30.169653	577	0.562927	1
30.169653	254	0.247805	16
30.169653	165	0.160976	7
30.169653	16	0.015610	16
30.169653	178	0.173659	7
30.169653	211	0.205854	8
30.169653	114	0.111220	7
30.169653	51	0.049756	12
30.169653	53	0.051707	6
30.169653	125	0.121951	8
30.169653	47	0.045854	2
30.169653	17	0.016585	6
30.169653	75	0.073171	2
30.169653	66	0.064390	2
30.169653	71	0.069268	1
30.169653	38	0.037073	2
30.169653	40	0.039024	5
30.169653	22	0.021463	3
30.169653	20	0.019512	5
30.169653	118	0.115122	1
30.169653	145	0.141463	1
30.169653	58	0.056585	2
30.169653	14	0.013659	6
30.169653	44	0.042927	1
30.169653	65	0.063415	1
30.169653	84	0.081951	2
30.169653	56	0.054634	1
30.169653	15	0.014634	4
30.169653	18	0.017561	2
30.169653	43	0.041951	2
30.169653	32	0.031220	3
30.169653	31	0.030244	5
30.169653	21	0.020488	5
30.169653	97	0.094634	1
30.169653	24	0.023415	1
30.169653	41	0.040000	4
30.169653	35	0.034146	1
30.169653	13	0.012683	5
30.169653	92	0.089756	1
30.169653	74	0.072195	3
30.169653	50	0.048780	1
30.169653	36	0.035122	1
30.169653	26	0.025366	5
30.169653	11	0.010732	3
30.169653	34	0.033171	1
30.169653	12	0.011707	1
30.169653	33	0.032195	1
30.169653	25	0.024390	2
30.169653	30	0.029268	1
30.169653	19	0.018537	2
40.170147	1	0.000977	77
40.170147	2	0.001953	55
40.170147	3	0.002930	20
40.170147	4	0.003906	13
40.170147	5	0.004883	17
40.170147	6	0.005859	8
40.170147	7	0.006836	9
40.170147	8	0.007812	10
40.170147	9	0.008789	5
40.170147	10	0.009766	10
40.170147	1024	1.000000	3
40.170147	148	0.144531	29
40.170147	543	0.530273	1
40.170147	481	0.469727	16
40.170147	395	0.385742	25
40.170147	409	0.399414	2
40.170147	72	0.070312	11
40.170147	103	0.100586	6
40.170147	306	0.298828	3
40.170147	247	0.241211	5
40.170147	59	0.057617	9
40.170147	12	0.011719	10
40.170147	91	0.088867	9
40.170147	118	0.115234	6
40.170147	227	0.221680	6
40.170147	119	0.116211	2
40.170147	11	0.010742	7
40.170147	50	0.048828	4
40.170147	32	0.031250	3
40.170147	13	0.012695	10
40.170147	24	0.023438	4
40.170147	16	0.015625	9
40.170147	76	0.074219	2
40.170147	43	0.041992	3
40.170147	80	0.078125	3
40.170147	39	0.038086	3
40.170147	160	0.156250	1
40.170147	244	0.238281	1
40.170147	122	0.119141	1
40.170147	19	0.018555	7
40.170147	40	0.039062	7
40.170147	23	0.022461	10
40.170147	62	0.060547	1
40.170147	36	0.035156	3
40.170147	14	0.013672	10
40.170147	15	0.014648	6
40.170147	88	0.085938	2
40.170147	21	0.020508	2
40.170147	73	0.071289	3
40.170147	25	0.024414	2
40.170147	49	0.047852	1
40.170147	35	0.034180	1
40.170147	34	0.033203	1
40.170147	20	0.019531	2
