Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
0	0	0	0	0	0	1	0	1.000000	0.000000	0.000000	1025
0	0	163	1	1	0	1	0	2.695590	0.000000	9.219147	1025
0	163	593	2	2	0	1	0	16.639093	0.000000	13.521534	1025
0	980	1133	2	2	0	1	2	16.639093	0.000000	14.337825	1025
0	593	980	2	2	0	1	1	16.639093	0.000000	14.223679	1025
0	1133	1321	2	2	0	1	3	16.639093	0.000000	14.495627	1025
0	1321	2562	2	2	0	1	4	16.639093	0.000000	15.409402	1025
0	2562	3213	2	2	0	1	5	16.639093	0.000000	15.878986	1025
0	3213	3245	2	2	0	1	6	16.639093	0.000000	15.901528	1025
0	3245	5298	2	2	0	1	7	16.639093	0.000000	17.501707	1025
0	5298	7258	2	2	0	1	8	16.639093	0.000000	18.945280	1025
0	7258	8802	2	2	0	1	9	16.639093	0.000000	20.107521	1025
0	8802	9076	2	2	0	1	10	16.639093	0.000000	20.320541	1025
0	9076	10743	2	2	0	1	11	16.639093	0.000000	21.536911	1025
0	10743	10962	2	2	0	1	12	16.639093	0.000000	21.693615	1025
0	11182	11196	2	2	0	1	14	16.639093	0.000000	21.874235	1025
0	10962	11182	2	2	0	1	13	16.639093	0.000000	21.859943	1025
0	11196	12249	2	2	0	1	15	16.639093	0.000000	22.633268	1025
0	12249	13520	2	2	0	1	16	16.639093	0.000000	23.555685	1025
0	13520	19134	2	2	0	1	18	16.639093	0.000000	27.751028	1025
0	19134	20340	2	2	0	1	19	16.639093	0.000000	28.671837	1025
0	20340	20727	2	2	0	1	20	16.639093	0.000000	28.957560	1025
0	20727	20851	2	2	0	1	21	16.639093	0.000000	29.050716	1025
0	20851	20905	2	2	0	1	22	16.639093	0.000000	29.090059	1025
0	20905	24807	2	2	0	1	23	16.639093	0.000000	31.936787	1025
0	28327	28361	2	2	0	1	26	16.639093	0.000000	34.615196	1025
0	24807	27183	2	2	0	1	24	16.639093	0.000000	33.722050	1025
0	27183	28327	2	2	0	1	25	16.639093	0.000000	34.583347	1025
0	28361	28957	2	2	0	1	27	16.639093	0.000000	35.077732	1025
0	28957	32334	2	2	0	1	28	16.639093	0.000000	37.538952	1025
0	32334	33997	2	2	0	1	29	16.639093	0.000000	38.766499	1025
0	33997	35030	2	2	0	1	30	16.639093	0.000000	39.522751	1025
0	35030	36434	2	2	0	1	31	16.639093	0.000000	40.568642	1025
0	36434	37668	2	2	0	1	32	16.639093	0.000000	41.541435	1025
0	37668	38332	2	2	0	1	33	16.639093	0.000000	42.051975	1025
0	38332	40686	2	2	0	1	34	16.639093	0.000000	43.845264	1025
0	40686	44321	2	2	0	1	35	16.639093	0.000000	46.487064	1025
0	44321	45085	2	2	0	1	36	16.639093	0.000000	47.060120	1025
0	45085	46917	2	2	0	1	37	16.639093	0.000000	48.422314	1025
0	46917	47586	2	2	0	1	38	16.639093	0.000000	48.897629	1025
0	47586	50014	2	2	0	1	39	16.639093	0.000000	50.683102	1025
0	50014	50920	2	2	0	1	40	16.639093	0.000000	51.340256	1025
0	50920	52782	2	2	0	1	41	16.639093	0.000000	52.771278	1025
0	56807	56816	2	2	0	1	43	16.639093	0.000000	55.688011	1025
0	52782	56807	2	2	0	1	42	16.639093	0.000000	55.682159	1025
0	56816	57938	2	2	0	1	44	16.639093	0.000000	56.459641	1025
0	57938	57964	2	2	0	1	45	16.639093	0.000000	56.479771	1025
0	57964	58319	2	2	0	1	46	16.639093	0.000000	56.766357	1025
0	58319	59442	2	2	0	1	47	16.639093	0.000000	57.564678	1025
0	59442	59866	2	2	0	1	48	16.639093	0.000000	57.900208	1025
0	61006	61257	2	2	0	1	51	16.639093	0.000000	58.933708	1025
0	59866	60677	2	2	0	1	49	16.639093	0.000000	58.509697	1025
0	60677	61006	2	2	0	1	50	16.639093	0.000000	58.744228	1025
0	61257	61955	2	2	0	1	52	16.639093	0.000000	59.459995	1025
0	61955	62321	2	2	0	1	53	16.639093	0.000000	59.743523	1025
0	64691	65247	2	2	0	1	55	16.639093	0.000000	61.897144	1025
0	62321	64691	2	2	0	1	54	16.639093	0.000000	61.469234	1025
0	65247	70370	2	2	0	1	56	16.639093	0.000000	65.750046	1025
0	70370	71904	2	2	0	1	57	16.639093	0.000000	66.877945	1025
0	71904	74437	2	2	0	1	58	16.639093	0.000000	68.815437	1025
0	74437	74639	2	2	0	1	59	16.639093	0.000000	68.957573	1025
0	74639	74822	2	2	0	1	60	16.639093	0.000000	69.087364	1025
0	74822	75603	2	2	0	1	61	16.639093	0.000000	69.657890	1025
0	75603	76189	2	2	0	1	62	16.639093	0.000000	70.108742	1025
0	76189	84683	2	2	0	1	63	16.639093	0.000000	76.359154	1025
0	86875	87018	2	2	0	1	65	16.639093	0.000000	78.123306	1025
0	84683	86875	2	2	0	1	64	16.639093	0.000000	78.003693	1025
0	89356	89867	2	2	0	1	67	16.639093	0.000000	80.244934	1025
0	87018	89356	2	2	0	1	66	16.639093	0.000000	79.867889	1025
0	91261	91586	2	2	0	1	69	16.639093	0.000000	81.531487	1025
0	89867	91261	2	2	0	1	68	16.639093	0.000000	81.272171	1025
0	91586	92144	2	2	0	1	70	16.639093	0.000000	81.965759	1025
0	93703	93869	2	2	0	1	72	16.639093	0.000000	83.272156	1025
0	93869	94748	2	2	0	1	73	16.639093	0.000000	83.891243	1025
0	92144	93703	2	2	0	1	71	16.639093	0.000000	83.140579	1025
0	94957	95079	2	2	0	1	75	16.639093	0.000000	84.131355	1025
0	94748	94957	2	2	0	1	74	16.639093	0.000000	84.044418	1025
0	95079	96125	2	2	0	1	76	16.639093	0.000000	84.846062	1025
0	96445	96448	2	2	0	1	78	16.639093	0.000000	85.089790	1025
0	96125	96445	2	2	0	1	77	16.639093	0.000000	85.084023	1025
0	96448	96932	2	2	0	1	79	16.639093	0.000000	85.449364	1025
0	96932	99224	2	2	0	1	80	16.639093	0.000000	87.140785	1025
0	100554	100728	2	2	0	1	82	16.639093	0.000000	88.311005	1025
0	100728	100784	2	2	0	1	83	16.639093	0.000000	88.349236	1025
0	99224	100554	2	2	0	1	81	16.639093	0.000000	88.171661	1025
0	100784	100835	2	2	0	1	84	16.639093	0.000000	88.384995	1025
0	103527	103825	2	2	0	1	86	16.639093	0.000000	90.660591	1025
0	100835	103527	2	2	0	1	85	16.639093	0.000000	90.437569	1025
0	103825	105716	2	2	0	1	87	16.639093	0.000000	92.087624	1025
0	105716	106155	2	2	0	1	88	16.639093	0.000000	92.422554	1025
0	106155	107585	2	2	0	1	90	16.639093	0.000000	93.453278	1025
0	107585	109117	2	2	0	1	91	16.639093	0.000000	94.568390	1025
0	109117	109939	2	2	0	1	92	16.639093	0.000000	95.179565	1025
0	110331	110439	2	2	0	1	94	16.639093	0.000000	95.539116	1025
0	109939	110331	2	2	0	1	93	16.639093	0.000000	95.462471	1025
0	110439	111157	2	2	0	1	95	16.639093	0.000000	96.045776	1025
0	111157	111821	2	2	0	1	96	16.639093	0.000000	96.517128	1025
0	111821	113910	2	2	0	1	97	16.639093	0.000000	98.108932	1025
0	113910	115431	2	2	0	1	98	16.639093	0.000000	99.177834	1025
0	115431	116354	2	2	0	1	99	16.639093	0.000000	99.816254	1025
0	116354	117139	2	2	0	1	100	16.639093	0.000000	100.415688	1025
0	118642	118754	2	2	0	1	102	16.639093	0.000000	101.615234	1025
0	117139	118642	2	2	0	1	101	16.639093	0.000000	101.539986	1025
0	118754	119636	2	2	0	1	103	16.639093	0.000000	102.315285	1025
0	119636	120944	2	2	0	1	104	16.639093	0.000000	103.296661	1025
0	120944	121458	2	2	0	1	105	16.639093	0.000000	103.656036	1025
0	121458	122629	2	2	0	1	106	16.639093	0.000000	104.535553	1025
0	122629	123703	2	2	0	1	107	16.639093	0.000000	105.332588	1025
0	123703	124872	2	2	0	1	108	16.639093	0.000000	106.212112	1025
0	124872	125863	2	2	0	1	109	16.639093	0.000000	106.967293	1025
0	125863	126556	2	2	0	1	110	16.639093	0.000000	107.494965	1025
0	126556	129778	2	2	0	1	111	16.639093	0.000000	109.918076	1025
0	129778	129927	2	2	0	1	112	16.639093	0.000000	110.025299	1025
0	129927	131072	2	2	0	1	113	16.639093	0.000000	110.893394	1025
0	131072	132869	2	2	0	1	114	16.639093	0.000000	112.300690	1025
0	134020	134821	2	2	0	1	116	16.639093	0.000000	113.682182	1025
0	132869	134020	2	2	0	1	115	16.639093	0.000000	113.140694	1025
0	134845	135062	2	2	0	1	118	16.639093	0.000000	113.846519	1025
0	135062	135996	2	2	0	1	119	16.639093	0.000000	114.530388	1025
0	134821	134845	2	2	0	1	117	16.639093	0.000000	113.700531	1025
0	135996	137506	2	2	0	1	120	16.639093	0.000000	115.664619	1025
0	137506	138294	2	2	0	1	121	16.639093	0.000000	116.264679	1025
0	138294	140891	2	2	0	1	122	16.639093	0.000000	118.147087	1025
0	140891	141587	2	2	0	1	123	16.639093	0.000000	118.677788	1025
0	144448	144468	2	2	0	1	125	16.639093	0.000000	120.860916	1025
0	141587	144448	2	2	0	1	124	16.639093	0.000000	120.840912	1025
0	144468	145995	2	2	0	1	126	16.639093	0.000000	122.020142	1025
0	145995	148154	2	2	0	1	127	16.639093	0.000000	123.691452	1025
0	148154	149679	2	2	0	1	128	16.639093	0.000000	124.798347	1025
0	149679	150280	2	2	0	1	129	16.639093	0.000000	125.245537	1025
0	151548	151940	2	2	0	1	133	16.639093	0.000000	126.519798	1025
0	150280	151313	2	2	0	1	130	16.639093	0.000000	126.014999	1025
0	151313	151346	2	2	0	1	131	16.639093	0.000000	126.043419	1025
0	151346	151548	2	2	0	1	132	16.639093	0.000000	126.201843	1025
0	151940	153262	2	2	0	1	134	16.639093	0.000000	127.529129	1025
0	153262	154126	2	2	0	1	135	16.639093	0.000000	128.158066	1025
0	154126	154211	2	2	0	1	136	16.639093	0.000000	128.209808	1025
0	154211	155547	2	2	0	1	137	16.639093	0.000000	129.200912	1025
0	155547	155724	2	2	0	1	138	16.639093	0.000000	129.331039	1025
0	156927	157271	2	2	0	1	140	16.639093	0.000000	130.497192	1025
0	155724	156927	2	2	0	1	139	16.639093	0.000000	130.231186	1025
0	157271	159156	2	2	0	1	141	16.639093	0.000000	131.898514	1025
