Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.127996	1	0.001916	32
10.127996	2	0.003831	11
10.127996	3	0.005747	4
10.127996	4	0.007663	1
10.127996	5	0.009579	3
10.127996	6	0.011494	1
10.127996	7	0.013410	0
10.127996	8	0.015326	2
10.127996	9	0.017241	1
10.127996	10	0.019157	1
10.127996	522	1.000000	1
10.127996	32	0.061303	1
10.127996	130	0.249042	1
10.127996	11	0.021073	2
10.127996	28	0.053640	1
10.127996	18	0.034483	1
20.139696	1	0.000976	90
20.139696	2	0.001951	19
20.139696	3	0.002927	16
20.139696	4	0.003902	15
20.139696	5	0.004878	11
20.139696	6	0.005854	12
20.139696	7	0.006829	5
20.139696	8	0.007805	2
20.139696	9	0.008780	5
20.139696	10	0.009756	5
20.139696	1025	1.000000	1
20.139696	77	0.075122	1
20.139696	253	0.246829	1
20.139696	17	0.016585	4
20.139696	63	0.061463	1
20.139696	14	0.013659	5
20.139696	65	0.063415	1
20.139696	12	0.011707	5
20.139696	34	0.033171	2
20.139696	36	0.035122	2
20.139696	26	0.025366	2
20.139696	13	0.012683	2
20.139696	25	0.024390	1
20.139696	19	0.018537	1
20.139696	16	0.015610	1
20.139696	18	0.017561	2
20.139696	11	0.010732	1
20.139696	44	0.042927	1
30.141148	1	0.000977	96
30.141148	2	0.001953	47
30.141148	3	0.002930	23
30.141148	4	0.003906	13
30.141148	5	0.004883	15
30.141148	6	0.005859	15
30.141148	7	0.006836	15
30.141148	8	0.007812	12
30.141148	9	0.008789	11
30.141148	10	0.009766	5
30.141148	1024	1.000000	6
30.141148	38	0.037109	6
30.141148	21	0.020508	5
30.141148	205	0.200195	1
30.141148	117	0.114258	4
30.141148	274	0.267578	1
30.141148	156	0.152344	5
30.141148	85	0.083008	1
30.141148	232	0.226562	1
30.141148	24	0.023438	4
30.141148	23	0.022461	12
30.141148	150	0.146484	2
30.141148	49	0.047852	7
30.141148	82	0.080078	2
30.141148	66	0.064453	2
30.141148	90	0.087891	1
30.141148	64	0.062500	1
30.141148	78	0.076172	3
30.141148	26	0.025391	3
30.141148	20	0.019531	2
30.141148	12	0.011719	5
30.141148	39	0.038086	3
30.141148	11	0.010742	10
30.141148	15	0.014648	4
30.141148	101	0.098633	1
30.141148	16	0.015625	1
30.141148	52	0.050781	7
30.141148	32	0.031250	2
30.141148	30	0.029297	1
30.141148	13	0.012695	7
30.141148	17	0.016602	3
30.141148	14	0.013672	6
30.141148	18	0.017578	1
30.141148	41	0.040039	1
30.141148	58	0.056641	2
30.141148	28	0.027344	1
30.141148	57	0.055664	1
30.141148	22	0.021484	3
30.141148	43	0.041992	1
30.141148	47	0.045898	1
40.141930	1	0.000976	83
40.141930	2	0.001951	43
40.141930	3	0.002927	26
40.141930	4	0.003902	17
40.141930	5	0.004878	15
40.141930	6	0.005854	12
40.141930	7	0.006829	6
40.141930	8	0.007805	12
40.141930	9	0.008780	11
40.141930	10	0.009756	19
40.141930	1025	1.000000	6
40.141930	95	0.092683	14
40.141930	214	0.208780	1
40.141930	96	0.093659	15
40.141930	430	0.419512	5
40.141930	190	0.185366	7
40.141930	40	0.039024	14
40.141930	148	0.144390	9
40.141930	12	0.011707	25
40.141930	14	0.013659	15
40.141930	397	0.387317	1
40.141930	33	0.032195	7
40.141930	22	0.021463	6
40.141930	61	0.059512	2
40.141930	336	0.327805	4
40.141930	74	0.072195	3
40.141930	90	0.087805	2
40.141930	114	0.111220	2
40.141930	15	0.014634	2
40.141930	194	0.189268	2
40.141930	142	0.138537	1
40.141930	23	0.022439	6
40.141930	28	0.027317	2
40.141930	36	0.035122	2
40.141930	38	0.037073	5
40.141930	13	0.012683	7
40.141930	47	0.045854	3
40.141930	44	0.042927	4
40.141930	42	0.040976	3
40.141930	19	0.018537	7
40.141930	70	0.068293	2
40.141930	118	0.115122	1
40.141930	78	0.076098	1
40.141930	31	0.030244	4
40.141930	52	0.050732	1
40.141930	32	0.031220	1
40.141930	34	0.033171	4
40.141930	30	0.029268	4
40.141930	18	0.017561	1
40.141930	17	0.016585	1
40.141930	21	0.020488	1
40.141930	11	0.010732	2
40.141930	45	0.043902	1
40.141930	25	0.024390	2
50.142521	1	0.000976	81
50.142521	2	0.001951	41
50.142521	3	0.002927	33
50.142521	4	0.003902	18
50.142521	5	0.004878	9
50.142521	6	0.005854	13
50.142521	7	0.006829	14
50.142521	8	0.007805	13
50.142521	9	0.008780	10
50.142521	10	0.009756	8
50.142521	1025	1.000000	6
50.142521	292	0.284878	11
50.142521	677	0.660488	10
50.142521	56	0.054634	23
50.142521	219	0.213659	6
50.142521	458	0.446829	2
50.142521	180	0.175610	1
50.142521	272	0.265366	2
50.142521	12	0.011707	20
50.142521	202	0.197073	2
50.142521	168	0.163902	5
50.142521	278	0.271220	1
50.142521	20	0.019512	8
50.142521	151	0.147317	2
50.142521	26	0.025366	9
50.142521	70	0.068293	15
50.142521	121	0.118049	3
50.142521	52	0.050732	7
50.142521	178	0.173659	1
50.142521	101	0.098537	1
50.142521	41	0.040000	8
50.142521	44	0.042927	2
50.142521	81	0.079024	8
50.142521	28	0.027317	5
50.142521	78	0.076098	1
50.142521	69	0.067317	2
50.142521	55	0.053659	2
50.142521	11	0.010732	9
