Generation	X	Y	Population	NormalCells	DeathRate	Diversity	DriverDiversity
730.195923	0	0	1025	0	100.000000	0.000000	0.000000
740.196533	0	0	1025	0	100.000000	0.000000	0.000000
750.197144	0	0	1024	0	0.000000	0.000000	0.000000
760.197510	0	0	1025	0	100.000000	0.000000	0.000000
770.197876	0	0	1024	0	0.000000	0.000000	0.000000
780.198486	0	0	1025	0	100.000000	0.000000	0.000000
790.199158	0	0	1025	0	100.000000	0.000000	0.000000
800.200256	0	0	1025	0	100.000000	0.000000	0.000000
810.200989	0	0	1025	0	100.000000	0.000000	0.000000
820.201843	0	0	1025	0	100.000000	0.000000	0.000000
830.202881	0	0	1025	0	100.000000	0.000000	0.000000
840.203308	0	0	1025	0	100.000000	0.000000	0.000000
850.203979	0	0	1025	0	100.000000	0.000000	0.000000
860.204712	0	0	1025	0	100.000000	0.000000	0.000000
870.205383	0	0	1025	0	100.000000	0.000000	0.000000
880.205872	0	0	1025	0	100.000000	0.000000	0.000000
890.206848	0	0	1025	0	100.000000	0.000000	0.000000
900.207520	0	0	1025	0	100.000000	0.000000	0.000000
910.208374	0	0	1025	0	100.000000	0.000000	0.000000
920.208740	0	0	1025	0	100.000000	0.000000	0.000000
930.209229	0	0	1025	0	100.000000	0.000000	0.000000
940.209900	0	0	1025	0	100.000000	0.000000	0.000000
950.210999	0	0	1025	0	100.000000	0.000000	0.000000
960.211792	0	0	1025	0	100.000000	0.000000	0.000000
970.212585	0	0	1025	0	100.000000	0.000000	0.000000
980.213501	0	0	1025	0	100.000000	0.000000	0.000000
990.214478	0	0	1025	0	100.000000	0.000000	0.000000
1000.000000	0	0	1024	0	0.000000	0.000000	0.000000
