Generation	Clone	Deme	Genotype	DriverGenotype	Parent	DriverParent	X	Y	NormalCells	Population	BirthRate	MigrationRate	DeathRate	MigrationModifier	DriverMutations	MigrationMutations	PassengerMutations
20.139696	0	0	0	0	0	0	0	0	0	191	1.000000	0.000000	100.000000	0.000000	0	0	0
20.139696	1	0	1	0	0	0	0	0	0	17	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	2	0	2	0	0	0	0	0	0	91	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	3	0	3	0	0	0	0	0	0	16	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	4	0	4	0	0	0	0	0	0	24	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	5	0	655	0	6	0	0	0	0	7	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	6	0	6	0	0	0	0	0	0	27	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	7	0	7	0	0	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	8	0	624	0	535	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	9	0	9	0	2	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	10	0	564	0	295	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	11	0	557	0	2	0	0	0	0	6	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	12	0	789	0	4	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	13	0	14	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	14	0	580	0	247	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	15	0	748	0	727	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	6
20.139696	16	0	363	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	17	0	552	0	312	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	18	0	530	0	0	0	0	0	0	6	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	19	0	712	0	193	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	20	0	493	0	378	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	21	0	715	0	1	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	22	0	112	0	0	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	23	0	28	0	1	0	0	0	0	20	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	24	0	280	0	4	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	25	0	26	0	2	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	26	0	193	0	0	0	0	0	0	9	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	27	0	780	0	313	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	28	0	622	0	2	0	0	0	0	7	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	29	0	708	0	4	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	30	0	714	0	656	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	31	0	720	0	115	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	32	0	711	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	33	0	576	0	69	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	34	0	247	0	5	0	0	0	0	9	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	35	0	38	0	28	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	36	0	39	0	0	0	0	0	0	6	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	37	0	798	0	125	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	38	0	190	0	109	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	39	0	745	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	40	0	419	0	0	0	0	0	0	7	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	41	0	348	0	307	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	42	0	529	0	1	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	43	0	46	0	0	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	44	0	47	0	0	0	0	0	0	20	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	45	0	634	0	624	0	0	0	0	6	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	46	0	210	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	47	0	791	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	48	0	770	0	6	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	49	0	653	0	598	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	50	0	782	0	645	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	5
20.139696	51	0	797	1	768	0	0	0	0	1	9.170753	0.000000	100.000000	0.000000	1	0	2
20.139696	52	0	55	0	19	0	0	0	0	12	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	53	0	443	0	6	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	54	0	742	0	199	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	55	0	784	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	56	0	520	0	315	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	57	0	485	0	190	0	0	0	0	10	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	58	0	77	0	1	0	0	0	0	13	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	59	0	297	0	0	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	60	0	696	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	61	0	481	0	2	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	62	0	69	0	0	0	0	0	0	23	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	63	0	424	0	346	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	64	0	97	0	2	0	0	0	0	8	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	65	0	158	0	28	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	66	0	209	0	0	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	67	0	125	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	68	0	779	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	69	0	169	0	4	0	0	0	0	18	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	70	0	523	0	226	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	71	0	252	0	0	0	0	0	0	7	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	72	0	595	0	0	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	73	0	767	0	190	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	74	0	554	0	4	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	75	0	93	0	0	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	76	0	795	0	313	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	77	0	95	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	78	0	535	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	79	0	687	0	279	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	80	0	449	0	209	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	81	0	401	0	6	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	82	0	713	0	505	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	83	0	115	0	2	0	0	0	0	14	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	84	0	272	0	230	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	85	0	614	0	233	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	86	0	416	0	6	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	87	0	775	0	47	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	88	0	768	1	2	0	0	0	0	36	9.170753	0.000000	100.000000	0.000000	1	0	1
20.139696	89	0	495	0	247	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	90	0	621	0	558	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	91	0	389	0	2	0	0	0	0	8	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	92	0	740	0	39	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	93	0	668	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	94	0	386	0	210	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	95	0	659	0	69	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	96	0	505	0	2	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	97	0	405	0	2	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	98	0	513	0	4	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	99	0	673	0	642	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	100	0	189	0	38	0	0	0	0	5	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	101	0	718	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	102	0	645	0	614	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	103	0	244	0	46	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	104	0	145	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	105	0	777	0	39	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	106	0	796	0	392	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	107	0	657	0	2	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	108	0	194	0	176	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	109	0	639	0	498	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	6
20.139696	110	0	531	0	0	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	111	0	719	0	443	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	112	0	656	0	69	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	113	0	199	0	6	0	0	0	0	10	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	114	0	732	0	3	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	115	0	694	0	47	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	116	0	672	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	117	0	490	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	118	0	722	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	119	0	279	0	89	0	0	0	0	14	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	120	0	650	0	93	0	0	0	0	7	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	121	0	737	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	122	0	772	0	520	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	123	0	709	0	6	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	124	0	226	0	0	0	0	0	0	9	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	125	0	572	0	272	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	126	0	750	0	69	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	127	0	658	0	634	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	128	0	766	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	129	0	233	0	128	0	0	0	0	6	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	130	0	590	0	363	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	131	0	725	0	307	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	132	0	477	0	12	0	0	0	0	6	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	133	0	543	0	6	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	134	0	548	0	408	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	135	0	313	0	190	0	0	0	0	16	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	136	0	734	0	1	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	137	0	662	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	138	0	598	0	405	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	139	0	783	1	768	0	0	0	0	5	9.170753	0.000000	100.000000	0.000000	1	0	2
20.139696	140	0	788	0	650	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	5
20.139696	141	0	610	0	47	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	142	0	762	0	731	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	143	0	724	0	655	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	144	0	307	0	224	0	0	0	0	22	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	145	0	676	0	125	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	146	0	304	0	77	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	147	0	305	0	209	0	0	0	0	9	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	148	0	790	0	770	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	149	0	498	0	328	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	5
20.139696	150	0	574	0	47	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	151	0	331	0	47	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	152	0	786	0	392	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	4
20.139696	153	0	678	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	154	0	378	0	0	0	0	0	0	8	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	155	0	689	0	624	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	156	0	727	0	707	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	5
20.139696	157	0	781	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	158	0	700	0	2	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	159	0	729	0	199	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	160	0	629	0	6	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	161	0	787	0	233	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	162	0	392	0	362	0	0	0	0	4	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	163	0	652	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	164	0	747	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	165	0	560	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	166	0	743	0	1	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	167	0	754	0	39	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	168	0	778	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	169	0	799	0	752	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	170	0	703	0	189	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	5
20.139696	171	0	736	0	604	0	0	0	0	10	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	172	0	604	0	112	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	173	0	776	0	190	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	174	0	705	0	6	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	175	0	749	0	0	0	0	0	0	3	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	176	0	751	0	481	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	177	0	752	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	178	0	753	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	179	0	755	0	28	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	3
20.139696	180	0	756	0	650	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	5
20.139696	181	0	763	0	7	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	182	0	761	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	183	0	765	0	0	0	0	0	0	2	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	184	0	769	0	4	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	185	0	771	0	2	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	186	0	774	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	187	0	792	0	112	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	2
20.139696	188	0	793	0	580	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	5
20.139696	189	0	794	1	768	0	0	0	0	1	9.170753	0.000000	100.000000	0.000000	1	0	2
20.139696	190	0	800	0	0	0	0	0	0	1	1.000000	0.000000	100.000000	0.000000	0	0	1
20.139696	191	0	801	1	768	0	0	0	0	1	9.170753	0.000000	100.000000	0.000000	1	0	2
30.141148	0	0	8478	3	7705	1	0	0	0	4	11.297130	0.000000	0.000000	0.000000	2	0	14
30.141148	1	0	8281	3	8262	1	0	0	0	1	11.297130	0.000000	0.000000	0.000000	2	0	8
30.141148	2	0	7084	3	6150	1	0	0	0	1	11.297130	0.000000	0.000000	0.000000	2	0	9
30.141148	3	0	8915	3	8635	1	0	0	0	2	11.297130	0.000000	0.000000	0.000000	2	0	8
30.141148	4	0	6912	3	6812	1	0	0	0	6	11.297130	0.000000	0.000000	0.000000	2	0	7
30.141148	5	0	8843	3	7737	1	0	0	0	2	11.297130	0.000000	0.000000	0.000000	2	0	8
30.141148	6	0	7727	3	7515	1	0	0	0	3	11.297130	0.000000	0.000000	0.000000	2	0	7
30.141148	7	0	8676	3	7705	1	0	0	0	2	11.297130	0.000000	0.000000	0.000000	2	0	14
30.141148	8	0	8784	3	8432	1	0	0	0	1	11.297130	0.000000	0.000000	0.000000	2	0	8
30.141148	9	0	7771	3	2635	1	0	0	0	1	11.297130	0.000000	0.000000	0.000000	2	0	5
30.141148	10	0	8612	3	8414	1	0	0	0	1	11.297130	0.000000	0.000000	0.000000	2	0	7
30.141148	11	0	8651	3	8567	1	0	0	0	11	11.297130	0.000000	0.000000	0.000000	2	0	10
