Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.127996	1	0.001916	34
10.127996	2	0.003831	11
10.127996	3	0.005747	3
10.127996	4	0.007663	1
10.127996	5	0.009579	2
10.127996	6	0.011494	1
10.127996	7	0.013410	1
10.127996	8	0.015326	4
10.127996	9	0.017241	0
10.127996	10	0.019157	0
10.127996	238	0.455939	1
10.127996	18	0.034483	1
10.127996	94	0.180077	1
10.127996	11	0.021073	1
10.127996	21	0.040230	1
10.127996	16	0.030651	1
20.139696	1	0.000976	88
20.139696	2	0.001951	26
20.139696	3	0.002927	19
20.139696	4	0.003902	12
20.139696	5	0.004878	9
20.139696	6	0.005854	6
20.139696	7	0.006829	5
20.139696	8	0.007805	3
20.139696	9	0.008780	4
20.139696	10	0.009756	3
20.139696	191	0.186341	1
20.139696	17	0.016585	1
20.139696	91	0.088780	1
20.139696	16	0.015610	2
20.139696	24	0.023415	1
20.139696	27	0.026341	1
20.139696	20	0.019512	2
20.139696	23	0.022439	1
20.139696	12	0.011707	1
20.139696	13	0.012683	1
20.139696	14	0.013659	2
20.139696	18	0.017561	1
20.139696	22	0.021463	1
20.139696	36	0.035122	1
30.141148	1	0.000977	96
30.141148	2	0.001953	37
30.141148	3	0.002930	21
30.141148	4	0.003906	17
30.141148	5	0.004883	12
30.141148	6	0.005859	8
30.141148	7	0.006836	7
30.141148	8	0.007812	10
30.141148	9	0.008789	6
30.141148	10	0.009766	5
30.141148	21	0.020508	1
30.141148	59	0.057617	1
30.141148	13	0.012695	4
30.141148	23	0.022461	1
30.141148	11	0.010742	6
30.141148	12	0.011719	1
30.141148	14	0.013672	2
30.141148	16	0.015625	1
30.141148	36	0.035156	1
30.141148	19	0.018555	2
30.141148	31	0.030273	1
40.141930	1	0.000976	78
40.141930	2	0.001951	33
40.141930	3	0.002927	21
40.141930	4	0.003902	19
40.141930	5	0.004878	11
40.141930	6	0.005854	11
40.141930	7	0.006829	8
40.141930	8	0.007805	7
40.141930	9	0.008780	7
40.141930	10	0.009756	6
40.141930	15	0.014634	1
40.141930	11	0.010732	7
40.141930	22	0.021463	1
40.141930	12	0.011707	3
40.141930	28	0.027317	1
40.141930	19	0.018537	2
40.141930	14	0.013659	4
40.141930	17	0.016585	1
40.141930	23	0.022439	1
40.141930	30	0.029268	1
40.141930	31	0.030244	1
40.141930	13	0.012683	1
50.142521	1	0.000976	86
50.142521	2	0.001951	35
50.142521	3	0.002927	34
50.142521	4	0.003902	13
50.142521	5	0.004878	19
50.142521	6	0.005854	4
50.142521	7	0.006829	6
50.142521	8	0.007805	6
50.142521	9	0.008780	5
50.142521	10	0.009756	2
50.142521	12	0.011707	4
50.142521	11	0.010732	2
50.142521	20	0.019512	1
50.142521	16	0.015610	1
50.142521	18	0.017561	2
50.142521	33	0.032195	1
50.142521	36	0.035122	1
50.142521	15	0.014634	3
50.142521	17	0.016585	2
50.142521	14	0.013659	3
50.142521	13	0.012683	2
50.142521	35	0.034146	1
50.142521	25	0.024390	1
50.142521	23	0.022439	1
60.143284	1	0.000976	86
60.143284	2	0.001951	31
60.143284	3	0.002927	16
60.143284	4	0.003902	15
60.143284	5	0.004878	14
60.143284	6	0.005854	13
60.143284	7	0.006829	7
60.143284	8	0.007805	7
60.143284	9	0.008780	5
60.143284	10	0.009756	4
60.143284	16	0.015610	2
60.143284	13	0.012683	4
60.143284	23	0.022439	1
60.143284	35	0.034146	1
60.143284	26	0.025366	1
60.143284	46	0.044878	1
60.143284	29	0.028293	1
60.143284	21	0.020488	1
60.143284	12	0.011707	3
60.143284	11	0.010732	2
60.143284	22	0.021463	1
60.143284	15	0.014634	1
60.143284	48	0.046829	1
60.143284	24	0.023415	1
70.144218	1	0.000976	74
70.144218	2	0.001951	35
70.144218	3	0.002927	26
70.144218	4	0.003902	17
70.144218	5	0.004878	12
70.144218	6	0.005854	12
70.144218	7	0.006829	6
70.144218	8	0.007805	9
70.144218	9	0.008780	5
70.144218	10	0.009756	7
70.144218	18	0.017561	4
70.144218	22	0.021463	1
70.144218	15	0.014634	2
70.144218	21	0.020488	2
70.144218	26	0.025366	1
70.144218	16	0.015610	3
70.144218	20	0.019512	2
70.144218	13	0.012683	1
70.144218	12	0.011707	1
70.144218	14	0.013659	2
70.144218	11	0.010732	2
70.144218	19	0.018537	1
80.145157	1	0.000976	92
80.145157	2	0.001951	33
80.145157	3	0.002927	28
80.145157	4	0.003902	12
80.145157	5	0.004878	11
80.145157	6	0.005854	14
80.145157	7	0.006829	9
80.145157	8	0.007805	7
80.145157	9	0.008780	1
80.145157	10	0.009756	2
80.145157	38	0.037073	1
80.145157	15	0.014634	4
80.145157	17	0.016585	2
80.145157	16	0.015610	3
80.145157	20	0.019512	1
80.145157	27	0.026341	1
80.145157	13	0.012683	2
80.145157	28	0.027317	2
80.145157	29	0.028293	1
80.145157	14	0.013659	3
80.145157	22	0.021463	1
80.145157	12	0.011707	2
80.145157	11	0.010732	2
90.145630	1	0.000976	73
90.145630	2	0.001951	41
90.145630	3	0.002927	21
90.145630	4	0.003902	12
90.145630	5	0.004878	11
90.145630	6	0.005854	13
90.145630	7	0.006829	8
90.145630	8	0.007805	3
90.145630	9	0.008780	6
90.145630	10	0.009756	1
