Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
0.000000	1	0	0	0	0.000000	0.000000	0.000000	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
3.977875	2	1	0	0	0.000000	0.000000	0.000000	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
5.023203	7	7	1	0	0.142857	0.000000	0.122449	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2	2	1	1	1	2	1	2	7	0	0	0	0	0	0	0	0	0	0
6.109480	24	24	1	0	0.333333	0.000000	0.222222	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4	4	1	1	1	4	1	4	24	0	0	0	0	0	0	0	0	0	0
7.113477	61	64	4	0	0.409836	0.000000	0.274657	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6	6	1	1	1	6	1	6	61	0	0	0	0	0	0	0	0	0	0
8.121114	123	132	10	0	0.479675	0.000000	0.314628	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	14	14	1	1	1	14	1	14	123	0	0	0	0	0	0	0	0	0	0
9.124323	292	340	49	0	0.568493	0.000000	0.402843	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	31	31	1	1	1	31	1	33	292	0	0	0	0	0	0	0	0	0	0
10.127996	522	727	206	0	0.683908	0.000000	0.530354	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	63	63	1	1	1	64	1	71	522	0	0	0	0	0	0	0	0	0	0
11.130653	749	1344	596	0	0.704940	0.000000	0.592513	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	88	88	1	1	1	92	1	113	749	0	0	0	0	0	0	0	0	0	0
12.130777	888	2136	1249	0	0.805180	0.000000	0.692901	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	118	118	1	1	1	126	1	176	888	0	0	0	0	0	0	0	0	0	0
13.133274	966	2957	1992	0	0.871636	0.000000	0.739216	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	133	133	1	1	1	143	1	238	966	0	0	0	0	0	0	0	0	0	0
14.134527	1003	3972	2970	0	0.942173	0.000000	0.822181	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	152	152	1	1	1	172	1	330	1003	0	0	0	0	0	0	0	0	0	0
15.135096	1015	4985	3971	0	1.063054	0.000000	0.955630	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	170	170	1	1	1	197	1	412	1015	0	0	0	0	0	0	0	0	0	0
16.136185	1023	5982	4960	0	1.173998	0.000000	1.064543	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	185	185	1	1	1	225	1	494	1023	0	0	0	0	0	0	0	0	0	0
17.137247	1024	6961	5938	0	1.267578	0.000000	1.139341	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	169	169	1	1	1	229	1	565	1024	0	0	0	0	0	0	0	0	0	0
18.138163	1025	8015	6991	0	1.310244	0.000000	1.150577	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	179	179	1	1	1	247	1	636	1025	0	0	0	0	0	0	0	0	0	0
